sea_point_id,name,x,y,ed_raw,hst_raw,pal_raw
3349,Mediterranean Sea,7815.0,2815.0,0,0,0
3350,Mediterranean Sea,7780.0,2874.0,0,0,0
3351,Mediterranean Sea,7780.0,2933.0,0,0,0
3352,Panama Bay,3062.0,3831.0,0,0,0
3353,Mediterranean Sea,7757.0,3007.0,0,0,0
3354,Suez Channel,7677.0,3007.0,0,0,0
3355,Gulf of Suez,7686.0,3108.0,0,0,0
3356,Gulf of Suez,7701.0,3183.0,0,0,0
3357,Red Sea,7728.0,3278.0,0,0,0
3358,Red Sea,7790.0,3224.0,0,0,0
3359,Red Sea,7828.0,3302.0,0,0,0
3360,Red Sea,7749.0,3369.0,0,0,0
3362,Red Sea,7825.0,3499.0,0,0,0
3363,Bering Sea,18.0,734.0,0,0,0
3364,Red Sea,7851.0,3587.0,0,0,0
3365,Red Sea,7907.0,3694.0,0,0,0
3366,Red Sea,7953.0,3763.0,0,0,0
3367,Indian Ocean,8153.0,4878.0,0,0,0
3368,Red Sea,8059.0,3840.0,0,0,0
3369,Bering Sea,7.0,790.0,0,0,0
3370,Gulf of Aden,8117.0,3946.0,0,0,0
3371,Gulf of Aden,8154.0,3978.0,0,0,0
3372,Gulf of Aden,8226.0,3972.0,0,0,0
3373,Northwestern Passages,4045.0,853.0,0,0,0
3374,Pacific Ocean,11502.0,3058.0,0,0,0
3375,Gulf of Aden,8368.0,3948.0,0,0,0
3376,Gulf of Aden,8474.0,3911.0,0,0,0
3378,Arabian Sea,8486.0,4014.0,0,0,0
3379,Indian Ocean,8446.0,4098.0,0,0,0
3380,Indian Ocean,8394.0,4166.0,0,0,0
3381,Indian Ocean,8339.0,4248.0,0,0,0
3382,Indian Ocean,8281.0,4307.0,0,0,0
3383,Indian Ocean,8224.0,4347.0,0,0,0
3384,Indian Ocean,8163.0,4388.0,0,0,0
3385,Indian Ocean,8100.0,4441.0,0,0,0
3386,Indian Ocean,8503.0,2402.0,0,0,0
3387,Indian Ocean,7967.0,4568.0,0,0,0
3388,Indian Ocean,7931.0,4629.0,0,0,0
3389,Indian Ocean,7905.0,4680.0,0,0,0
3390,Indian Ocean,7939.0,4719.0,0,0,0
3391,Indian Ocean,7941.0,4771.0,0,0,0
3392,Indian Ocean,7961.0,4828.0,0,0,0
3393,Indian Ocean,7992.0,4908.0,0,0,0
3394,Mozambique Channel,7990.0,4981.0,0,0,0
3395,Mozambique Channel,7957.0,5059.0,0,0,0
3396,Mozambique Channel,7902.0,5122.0,0,0,0
3397,Mozambique Channel,7808.0,5162.0,0,0,0
3398,Mozambique Channel,7755.0,5211.0,0,0,0
3399,Mozambique Channel,7691.0,5247.0,0,0,0
3400,Mozambique Channel,7709.0,5307.0,0,0,0
3401,Indian Ocean,7711.0,5399.0,0,0,0
3402,Indian Ocean,7658.0,5442.0,0,0,0
3403,Indian Ocean,7598.0,5469.0,0,0,0
3404,Indian Ocean,7592.0,5552.0,0,0,0
3405,Indian Ocean,7562.0,5604.0,0,0,0
3406,Indian Ocean,7523.0,5630.0,0,0,0
3407,Indian Ocean,7476.0,5696.0,0,0,0
3408,Indian Ocean,7388.0,5772.0,0,0,0
3409,Indian Ocean,7302.0,5811.0,0,0,0
3410,Indian Ocean,7243.0,5830.0,0,0,0
3411,Indian Ocean,7178.0,5846.0,0,0,0
3412,Indian Ocean,7132.0,5844.0,0,0,0
3413,Atlantic Ocean,7058.0,5855.0,0,0,0
3414,Atlantic Ocean,6990.0,5872.0,0,0,0
3415,Laptev Sea,10535.0,182.0,0,0,0
3416,Atlantic Ocean,6935.0,5850.0,0,0,0
3417,Atlantic Ocean,6895.0,5821.0,0,0,0
3418,Atlantic Ocean,6888.0,5744.0,0,0,0
3419,Atlantic Ocean,6857.0,5664.0,0,0,0
3420,Northwestern Passages,5268.0,409.0,0,0,0
3421,Northwestern Passages,5212.0,957.0,0,0,0
3422,Atlantic Ocean,6771.0,5541.0,0,0,0
3423,Atlantic Ocean,6745.0,5458.0,0,0,0
3424,Pacific Ocean,11486.0,3121.0,0,0,0
3425,Atlantic Ocean,6733.0,5352.0,0,0,0
3426,Atlantic Ocean,6735.0,5401.0,0,0,0
3427,Atlantic Ocean,6691.0,5291.0,0,0,0
3428,Northwestern Passages,5276.0,1071.0,0,0,0
3429,South China Sea,11480.0,3179.0,0,0,0
3430,Atlantic Ocean,6622.0,5161.0,0,0,0
3431,South China Sea,11459.0,3229.0,0,0,0
3432,Atlantic Ocean,6618.0,5069.0,0,0,0
3433,Atlantic Ocean,6652.0,4979.0,0,0,0
3434,Atlantic Ocean,6701.0,4909.0,0,0,0
3435,Northwestern Passages,5559.0,907.0,0,0,0
3436,Atlantic Ocean,6682.0,4816.0,0,0,0
3437,Atlantic Ocean,6670.0,4732.0,0,0,0
3438,Atlantic Ocean,6639.0,4676.0,0,0,0
3439,Pacific Ocean,11562.0,3072.0,0,0,0
3440,Atlantic Ocean,6620.0,4631.0,0,0,0
3441,Atlantic Ocean,6566.0,4546.0,0,0,0
3442,Gulf of Guinea,6509.0,4467.0,0,0,0
3443,Gulf of Guinea,6506.0,4366.0,0,0,0
3444,Gulf of Guinea,6502.0,4301.0,0,0,0
3446,Gulf of Guinea,6351.0,4274.0,0,0,0
3447,Northwestern Passages,5715.0,1129.0,0,0,0
3448,Gulf of Guinea,6296.0,4201.0,0,0,0
3449,Gulf of Guinea,6250.0,4194.0,0,0,0
3450,Gulf of Guinea,6177.0,4199.0,0,0,0
3451,Gulf of Guinea,6108.0,4219.0,0,0,0
3452,Gulf of Guinea,6021.0,4252.0,0,0,0
3453,Gulf of Guinea,5957.0,4247.0,0,0,0
3454,Gulf of Guinea,5919.0,4238.0,0,0,0
3456,Gulf of Guinea,5777.0,4265.0,0,0,0
3457,Atlantic Ocean,5694.0,4258.0,0,0,0
3458,Atlantic Ocean,5636.0,4202.0,0,0,0
3459,Atlantic Ocean,5586.0,4173.0,0,0,0
3460,Atlantic Ocean,5513.0,4127.0,0,0,0
3461,Atlantic Ocean,5477.0,4052.0,0,0,0
3462,Atlantic Ocean,5412.0,3986.0,0,0,0
3463,Atlantic Ocean,5357.0,3933.0,0,0,0
3464,Atlantic Ocean,5345.0,3877.0,0,0,0
3465,Atlantic Ocean,5328.0,3816.0,0,0,0
3466,Atlantic Ocean,5344.0,3762.0,0,0,0
3467,Atlantic Ocean,5358.0,3686.0,0,0,0
3468,Atlantic Ocean,5343.0,3610.0,0,0,0
3469,Atlantic Ocean,5330.0,3548.0,0,0,0
3470,Canary Basin,5302.0,3495.0,0,0,0
3471,Canary Basin,5347.0,3448.0,0,0,0
3472,Canary Basin,5379.0,3366.0,0,0,0
3473,Canary Basin,5395.0,3292.0,0,0,0
3474,Algerian Basin,5981.0,2834.0,0,0,0
3475,Canary Basin,5435.0,3226.0,0,0,0
3476,Northwestern Passages,5925.0,1113.0,0,0,0
3477,Atlantic Ocean,5356.0,3225.0,0,0,0
3478,Canary Basin,5486.0,3171.0,0,0,0
3479,Canary Basin,5523.0,3134.0,0,0,0
3480,Canary Basin,5554.0,3073.0,0,0,0
3481,Canary Basin,5578.0,2992.0,0,0,0
3482,Strait of Gibraltar,5586.0,2891.0,0,0,0
3483,Strait of Gibraltar,5631.0,2866.0,0,0,0
3484,Alboran Sea,5683.0,2887.0,0,0,0
3485,Northwestern Passages,6027.0,1854.0,0,0,0
3486,Mediterranean Sea,6222.0,2584.0,0,0,0
3487,Alboran Sea,5844.0,2921.0,0,0,0
3488,Algerian Basin,5926.0,2910.0,0,0,0
3489,Algerian Basin,5990.0,2912.0,0,0,0
3490,Algerian Basin,6077.0,2870.0,0,0,0
3491,Mediterranean Sea,6523.0,2761.0,0,0,0
3492,Algerian Basin,6186.0,2869.0,0,0,0
3493,Mediterranean Sea,6291.0,2668.0,0,0,0
3494,Mediterranean Sea,6370.0,2603.0,0,0,0
3495,Algerian Basin,6279.0,2856.0,0,0,0
3496,Mediterranean Sea,6360.0,2851.0,0,0,0
3497,Mediterranean Sea,6440.0,2850.0,0,0,0
3498,Mediterranean Sea,6524.0,2857.0,0,0,0
3499,Mediterranean Sea,6660.0,2955.0,0,0,0
3500,Gulf of Gabes,6561.0,2969.0,0,0,0
3501,Gulf of Gabes,6532.0,3006.0,0,0,0
3502,Gulf of Gabes,6587.0,3029.0,0,0,0
3503,Gulf of Gabes,6643.0,3050.0,0,0,0
3504,Gulf of Gabes,6733.0,3067.0,0,0,0
3505,Gulf of Gabes,6786.0,3120.0,0,0,0
3506,Mediterranean Sea,6887.0,2988.0,0,0,0
3507,Northwestern Passages,5987.0,1890.0,0,0,0
3508,Gulf of Sidra,6911.0,3154.0,0,0,0
3509,Gulf of Sidra,6942.0,3105.0,0,0,0
3510,Mediterranean Sea,6951.0,3039.0,0,0,0
3511,Mediterranean Sea,6391.0,2524.0,0,0,0
3512,Mediterranean Sea,7005.0,2995.0,0,0,0
3513,Mediterranean Sea,7085.0,2984.0,0,0,0
3514,Mediterranean Sea,7151.0,2999.0,0,0,0
3515,Mediterranean Sea,7224.0,3019.0,0,0,0
3516,Khalig el Salum,7278.0,3029.0,0,0,0
3517,Mediterranean Sea,7340.0,3043.0,0,0,0
3518,Mediterranean Sea,7387.0,3052.0,0,0,0
3519,Mediterranean Sea,7424.0,3059.0,0,0,0
3520,Mediterranean Sea,7462.0,3047.0,0,0,0
3521,Northwestern Passages,5913.0,1800.0,0,0,0
3522,Mediterranean Sea,7593.0,3005.0,0,0,0
3523,Northwestern Passages,5932.0,1777.0,0,0,0
3524,Mediterranean Sea,7704.0,2812.0,0,0,0
3525,Mediterranean Sea,7516.0,2830.0,0,0,0
3526,Northwestern Passages,5787.0,1739.0,0,0,0
3527,Black Sea,7523.0,2452.0,0,0,0
3528,Black Sea,7460.0,2431.0,0,0,0
3529,Black Sea,7467.0,2354.0,0,0,0
3530,Black Sea,7506.0,2265.0,0,0,0
3531,Black Sea,7519.0,2169.0,0,0,0
3532,Black Sea,7543.0,2119.0,0,0,0
3533,Black Sea,7574.0,2087.0,0,0,0
3534,Balearic Sea,6074.0,2775.0,0,0,0
3535,Black Sea,7568.0,2139.0,0,0,0
3536,Black Sea,7638.0,2195.0,0,0,0
3537,Aegean Sea,7304.0,2759.0,0,0,0
3538,Aegean Sea,7313.0,2798.0,0,0,0
3539,Sea of Crete,7294.0,2865.0,0,0,0
3540,Hellenic Trench,7235.0,2842.0,0,0,0
3541,Northwestern Passages,5618.0,1776.0,0,0,0
3542,Ionian Sea,7198.0,2746.0,0,0,0
3543,Tyrrhenian Sea,7252.0,2731.0,0,0,0
3544,Ionian Sea,7136.0,2772.0,0,0,0
3545,Ionian Sea,7132.0,2715.0,0,0,0
3546,Pacific Ocean,11597.0,3043.0,0,0,0
3547,East China Sea,11590.0,2995.0,0,0,0
3548,Ionian Sea,7150.0,2689.0,0,0,0
3549,Ionian Sea,7099.0,2655.0,0,0,0
3550,Northwestern Passages,5846.0,1638.0,0,0,0
3551,St. Lawrence,3913.0,1567.0,0,0,0
3552,Tyrrhenian Sea,6797.0,2722.0,0,0,0
3553,Northwestern Passages,5845.0,2851.0,0,0,0
3554,Aegean Sea,7345.0,2746.0,0,0,0
3555,Adriatic Sea,7078.0,2607.0,0,0,0
3556,Adriatic Sea,7077.0,2549.0,0,0,0
3557,Northwestern Passages,6138.0,2690.0,0,0,0
3558,Adriatic Sea,7031.0,2503.0,0,0,0
3559,Adriatic Sea,6966.0,2458.0,0,0,0
3560,Adriatic Sea,6889.0,2434.0,0,0,0
3561,Adriatic Sea,6836.0,2374.0,0,0,0
3562,Adriatic Sea,6761.0,2345.0,0,0,0
3563,Tyrrhenian Sea,6655.0,2736.0,0,0,0
3564,Adriatic Sea,6699.0,2280.0,0,0,0
3565,Adriatic Sea,6719.0,2357.0,0,0,0
3566,Adriatic Sea,6772.0,2418.0,0,0,0
3567,Adriatic Sea,6810.0,2468.0,0,0,0
3568,Adriatic Sea,6868.0,2524.0,0,0,0
3569,Adriatic Sea,6941.0,2556.0,0,0,0
3570,Adriatic Sea,6997.0,2609.0,0,0,0
3571,Adriatic Sea,7046.0,2641.0,0,0,0
3572,Ionian Sea,7059.0,2702.0,0,0,0
3573,Northwestern Passages,6169.0,2638.0,0,0,0
3574,Gulf of Taranto,6960.0,2675.0,0,0,0
3575,Ionian Sea,6973.0,2789.0,0,0,0
3576,Mediterranean Sea,6893.0,2855.0,0,0,0
3577,Tyrrhenian Sea,6877.0,2778.0,0,0,0
3578,Tyrrhenian Sea,6861.0,2701.0,0,0,0
3579,Tyrrhenian Sea,6823.0,2654.0,0,0,0
3580,Northwestern Passages,6185.0,2537.0,0,0,0
3581,Tyrrhenian Sea,6736.0,2620.0,0,0,0
3582,Tyrrhenian Sea,6706.0,2583.0,0,0,0
3583,Tyrrhenian Sea,6679.0,2554.0,0,0,0
3584,Tyrrhenian Sea,6639.0,2526.0,0,0,0
3585,Tyrrhenian Sea,6593.0,2482.0,0,0,0
3586,Liguere Sea,6563.0,2413.0,0,0,0
3587,Liguere Sea,6512.0,2380.0,0,0,0
3588,Liguere Sea,6442.0,2408.0,0,0,0
3589,Mediterranean Sea,6380.0,2464.0,0,0,0
3590,Mediterranean Sea,6308.0,2447.0,0,0,0
3591,Mediterranean Sea,6217.0,2438.0,0,0,0
3592,Mediterranean Sea,6266.0,2419.0,0,0,0
3593,Mediterranean Sea,6200.0,2501.0,0,0,0
3594,Balearic Sea,6143.0,2571.0,0,0,0
3595,Balearic Sea,6041.0,2600.0,0,0,0
3596,Balearic Sea,5981.0,2678.0,0,0,0
3597,Balearic Sea,5985.0,2746.0,0,0,0
3598,Algerian Basin,5904.0,2822.0,0,0,0
3599,Northwestern Passages,6454.0,2575.0,0,0,0
3600,Northwestern Passages,6517.0,2543.0,0,0,0
3601,Alboran Sea,5774.0,2856.0,0,0,0
3602,Alboran Sea,5697.0,2838.0,0,0,0
3603,Iberian Basin,5579.0,2832.0,0,0,0
3604,Northwestern Passages,6480.0,2496.0,0,0,0
3605,Iberian Basin,5535.0,2774.0,0,0,0
3606,Northwestern Passages,6513.0,2692.0,0,0,0
3607,Iberian Basin,5421.0,2768.0,0,0,0
3608,East China Sea,11653.0,2939.0,0,0,0
3609,Iberian Basin,5447.0,2694.0,0,0,0
3610,Iberian Basin,5451.0,2634.0,0,0,0
3611,Iberian Basin,5445.0,2584.0,0,0,0
3612,Iberian Basin,5483.0,2515.0,0,0,0
3613,Iberian Basin,5509.0,2421.0,0,0,0
3614,Iberian Basin,5513.0,2338.0,0,0,0
3615,Iberian Basin,5517.0,2264.0,0,0,0
3616,Bay of Biscay,5684.0,2249.0,0,0,0
3617,Bay of Biscay,5761.0,2267.0,0,0,0
3618,Northwestern Passages,6529.0,2434.0,0,0,0
3619,Iberian Basin,5597.0,2237.0,0,0,0
3620,Bay of Biscay,5867.0,2310.0,0,0,0
3621,Northwestern Passages,6751.0,2803.0,0,0,0
3622,Bay of Biscay,5922.0,2336.0,0,0,0
3623,Bay of Biscay,5950.0,2280.0,0,0,0
3624,Bay of Biscay,5975.0,2215.0,0,0,0
3625,Bay of Biscay,5959.0,2137.0,0,0,0
3626,Bay of Biscay,5932.0,2078.0,0,0,0
3627,Bay of Biscay,5863.0,2052.0,0,0,0
3628,Tyrrhenian Sea,6792.0,2912.0,0,0,0
3629,Bay of Biscay,5814.0,1979.0,0,0,0
3630,English Channel,5851.0,1931.0,0,0,0
3631,Pacific Ocean,11638.0,3013.0,0,0,0
3632,English Channel,5978.0,1940.0,0,0,0
3633,English Channel,5850.0,1900.0,0,0,0
3634,English Channel,5963.0,1874.0,0,0,0
3635,Tyrrhenian Sea,6986.0,2735.0,0,0,0
3636,English Channel,6015.0,1875.0,0,0,0
3637,English Channel,6060.0,1911.0,0,0,0
3638,English Channel,6075.0,1866.0,0,0,0
3639,English Channel,6130.0,1887.0,0,0,0
3640,English Channel,6139.0,1845.0,0,0,0
3641,English Channel,6198.0,1811.0,0,0,0
3642,English Channel,6150.0,1779.0,0,0,0
3643,English Channel,6254.0,1789.0,0,0,0
3644,Tyrrhenian Sea,7104.0,2682.0,0,0,0
3645,English Channel,6193.0,1727.0,0,0,0
3646,English Channel,6296.0,1757.0,0,0,0
3647,Tyrrhenian Sea,7127.0,2654.0,0,0,0
3648,North Sea,6323.0,1723.0,0,0,0
3649,Tyrrhenian Sea,7174.0,2729.0,0,0,0
3650,North Sea,6377.0,1724.0,0,0,0
3651,North Sea,6254.0,1717.0,0,0,0
3652,Pacific Ocean,11699.0,2957.0,0,0,0
3653,Tyrrhenian Sea,7224.0,2728.0,0,0,0
3654,Laptev Sea,11013.0,187.0,0,0,0
3655,North Sea,6426.0,1662.0,0,0,0
3656,North Sea,6199.0,1655.0,0,0,0
3657,Aegean Sea,7326.0,2760.0,0,0,0
3658,North Sea,6126.0,1630.0,0,0,0
3659,North Sea,6098.0,1547.0,0,0,0
3660,North Sea,6038.0,1470.0,0,0,0
3661,North Sea,6000.0,1398.0,0,0,0
3662,North Sea,5941.0,1362.0,0,0,0
3663,North Sea,5985.0,1307.0,0,0,0
3664,North Sea,6017.0,1218.0,0,0,0
3665,Pacific Ocean,11682.0,2890.0,0,0,0
3666,Moray Firth,5938.0,1180.0,0,0,0
3667,Moray Firth,5876.0,1221.0,0,0,0
3668,North Sea,5942.0,1127.0,0,0,0
3669,Pentland Firth,5851.0,1108.0,0,0,0
3670,The Minch,5794.0,1119.0,0,0,0
3671,Atlantic Ocean,5777.0,1171.0,0,0,0
3672,Kara Sea,10046.0,218.0,0,0,0
3673,Atlantic Ocean,5724.0,1210.0,0,0,0
3674,Atlantic Ocean,5660.0,1190.0,0,0,0
3675,Atlantic Ocean,5711.0,1280.0,0,0,0
3676,Atlantic Ocean,5712.0,1343.0,0,0,0
3677,Irish Sea,5720.0,1418.0,0,0,0
3678,Irish Sea,5796.0,1437.0,0,0,0
3679,Aegean Sea,7337.0,2703.0,0,0,0
3680,Irish Sea,5808.0,1511.0,0,0,0
3681,Irish Sea,5870.0,1511.0,0,0,0
3682,Irish Sea,5907.0,1561.0,0,0,0
3683,Irish Sea,5792.0,1580.0,0,0,0
3684,Aegean Sea,7282.0,2671.0,0,0,0
3685,Irish Sea,5876.0,1606.0,0,0,0
3686,Aegean Sea,7266.0,2680.0,0,0,0
3687,Irish Sea,5812.0,1650.0,0,0,0
3688,Irish Sea,5757.0,1706.0,0,0,0
3689,Irish Sea,5809.0,1716.0,0,0,0
3690,Irish Sea,5716.0,1758.0,0,0,0
3691,St. Lawrence,3879.0,1597.0,0,0,0
3692,Aegean Sea,7311.0,2605.0,0,0,0
3693,Atlantic Ocean,5528.0,1755.0,0,0,0
3694,Aegean Sea,7356.0,2575.0,0,0,0
3695,Atlantic Ocean,5548.0,1682.0,0,0,0
3696,Atlantic Ocean,5563.0,1627.0,0,0,0
3697,Atlantic Ocean,5523.0,1586.0,0,0,0
3698,Atlantic Ocean,5549.0,1530.0,0,0,0
3699,Atlantic Ocean,5600.0,1517.0,0,0,0
3700,Atlantic Ocean,5619.0,1459.0,0,0,0
3701,Irish Sea,5781.0,1777.0,0,0,0
3702,Beaufort Sea,444.0,234.0,0,0,0
3703,Irish Sea,5858.0,1791.0,0,0,0
3704,Irish Sea,5796.0,1827.0,0,0,0
3705,Irish Sea,5733.0,1871.0,0,0,0
3706,English Channel,5765.0,1918.0,0,0,0
3707,Black Sea,7596.0,2172.0,0,0,0
3708,Aegean Sea,7479.0,2905.0,0,0,0
3709,East China Sea,11545.0,2712.0,0,0,0
3710,North Sea,6563.0,1656.0,0,0,0
3711,North Sea,6537.0,1592.0,0,0,0
3712,North Sea,6530.0,1539.0,0,0,0
3713,Aegean Sea,7480.0,2938.0,0,0,0
3714,North Sea,6529.0,1489.0,0,0,0
3716,Kattegat,6665.0,1469.0,0,0,0
3717,Aegean Sea,7324.0,2918.0,0,0,0
3718,Aegean Sea,6553.0,2891.0,0,0,0
3719,North Sea,6533.0,1414.0,0,0,0
3720,Skagerrak,6618.0,1412.0,0,0,0
3721,Skagerrak,6615.0,1432.0,0,0,0
3722,Aegean Sea,7744.0,2775.0,0,0,0
3723,Skagerrak,6691.0,1369.0,0,0,0
3724,St. Lawrence,3864.0,1615.0,0,0,0
3726,Kattegat,6704.0,1448.0,0,0,0
3727,Red Sea,8111.0,3903.0,0,0,0
3728,Kattegat,6682.0,1522.0,0,0,0
3729,Kattegat,6639.0,1550.0,0,0,0
3730,The Little Belt,6617.0,1592.0,0,0,0
3731,Bay of Kiel,6651.0,1625.0,0,0,0
3732,The Great Belt,6668.0,1580.0,0,0,0
3733,Red Sea,8208.0,3890.0,0,0,0
3734,Red Sea,8275.0,3919.0,0,0,0
3735,Bay of Mecklenburg,6695.0,1646.0,0,0,0
3736,Red Sea,8555.0,3886.0,0,0,0
3737,Red Sea,8490.0,3962.0,0,0,0
3738,Baltic Sea,6741.0,1574.0,0,0,0
3739,Red Sea,7914.0,4698.0,0,0,0
3740,East China Sea,11666.0,2788.0,0,0,0
3741,Red Sea,7950.0,4744.0,0,0,0
3742,Baltic Sea,6694.0,1614.0,0,0,0
3743,Baltic Sea,6768.0,1611.0,0,0,0
3744,Baltic Sea,6812.0,1653.0,0,0,0
3745,Red Sea,6481.0,4387.0,0,0,0
3746,Baltic Sea,6855.0,1561.0,0,0,0
3747,Red Sea,6453.0,4349.0,0,0,0
3748,Baltic Sea,6901.0,1619.0,0,0,0
3749,Red Sea,4948.0,2601.0,0,0,0
3750,Baltic Sea,7017.0,1621.0,0,0,0
3751,North Sea,6462.0,1371.0,0,0,0
3752,Baltic Sea,6967.0,1597.0,0,0,0
3753,Norwegian Trough,6457.0,1247.0,0,0,0
3754,Red Sea,4974.0,2655.0,0,0,0
3755,Kara Sea,9820.0,234.0,0,0,0
3756,Baltic Sea,6819.0,1592.0,0,0,0
3757,Baltic Sea,7046.0,1567.0,0,0,0
3758,Red Sea,3976.0,3334.0,0,0,0
3759,Baltic Sea,7066.0,1478.0,0,0,0
3760,Red Sea,4005.0,3285.0,0,0,0
3761,Baltic Sea,7119.0,1418.0,0,0,0
3762,Gulf of Riga,7162.0,1432.0,0,0,0
3763,Gulf of Riga,7183.0,1438.0,0,0,0
3764,Red Sea,3804.0,3340.0,0,0,0
3765,Gulf of Riga,7190.0,1405.0,0,0,0
3766,Gulf of Riga,7164.0,1391.0,0,0,0
3767,Gulf of Finland,7219.0,1291.0,0,0,0
3768,Red Sea,3706.0,3321.0,0,0,0
3769,Red Sea,3732.0,3286.0,0,0,0
3770,Gulf of Finland,7339.0,1273.0,0,0,0
3771,Red Sea,3495.0,3288.0,0,0,0
3772,Caribbean Sea,3250.0,3096.0,0,0,0
3773,Sea of Japan,11643.0,2707.0,0,0,0
3774,Caribbean Sea,3506.0,2970.0,0,0,0
3775,Baltic Sea,7085.0,1383.0,0,0,0
3776,Gulf of Finland,7288.0,1277.0,0,0,0
3777,Caribbean Sea,3419.0,2939.0,0,0,0
3778,Caribbean Sea,2968.0,2708.0,0,0,0
3779,Caribbean Sea,2779.0,3178.0,0,0,0
3780,Gulf of Finland,7151.0,1322.0,0,0,0
3781,Gulf of Finland,7315.0,1259.0,0,0,0
3782,Beaufort Sea,702.0,249.0,0,0,0
3783,Sea of Japan,11653.0,2660.0,0,0,0
3784,Caribbean Sea,2905.0,3313.0,0,0,0
3785,Caribbean Sea,3035.0,3891.0,0,0,0
3786,Caribbean Sea,3402.0,3668.0,0,0,0
3787,Gulf of Bothnia,7070.0,1279.0,0,0,0
3788,Baffin Bay,4602.0,509.0,0,0,0
3789,Gulf of Bothnia,7035.0,1195.0,0,0,0
3790,Baffin Bay,3645.0,767.0,0,0,0
3791,Caribbean Sea,3841.0,3644.0,0,0,0
3792,Gulf of Bothnia,6987.0,1139.0,0,0,0
3793,Gulf of Bothnia,7019.0,1071.0,0,0,0
3794,Gulf of Bothnia,7067.0,1034.0,0,0,0
3795,Gulf of Bothnia,7156.0,904.0,0,0,0
3796,Gulf of Bothnia,7105.0,909.0,0,0,0
3798,Gulf of Bothnia,7083.0,954.0,0,0,0
3799,Gulf of Bothnia,7112.0,992.0,0,0,0
3801,Gulf of Bothnia,6976.0,1227.0,0,0,0
3802,Atlantic Ocean,4626.0,4202.0,0,0,0
3803,Baltic Sea,7036.0,1331.0,0,0,0
3804,Atlantic Ocean,4885.0,4726.0,0,0,0
3805,Baltic Sea,6925.0,1430.0,0,0,0
3806,Baltic Sea,6931.0,1544.0,0,0,0
3807,Halten Bank,6500.0,1085.0,0,0,0
3808,Atlantic Ocean,3847.0,5866.0,0,0,0
3809,North Sea,6445.0,1303.0,0,0,0
3810,Halten Bank,6596.0,1049.0,0,0,0
3811,Norwegian Sea,6662.0,986.0,0,0,0
3812,Norwegian Sea,6777.0,806.0,0,0,0
3813,Norwegian Sea,6891.0,660.0,0,0,0
3814,Norwegian Sea,6797.0,726.0,0,0,0
3815,Norwegian Sea,7046.0,600.0,0,0,0
3816,Barents Sea,7228.0,565.0,0,0,0
3817,Barents Sea,7434.0,645.0,0,0,0
3818,Sea of Japan,11705.0,2647.0,0,0,0
3819,Barents Sea,7369.0,614.0,0,0,0
3820,Barents Sea,7555.0,679.0,0,0,0
3821,Barents Sea,7653.0,743.0,0,0,0
3822,Atlantic Ocean,3800.0,5920.0,0,0,0
