province_id,name,marker_index,x,y,terrain_type_id,terrain_type
42,Alta,11,7194.0,673.0,12,Mountain
42,Alta,12,7209.0,652.0,12,Mountain
42,Alta,13,7228.0,650.0,12,Mountain
42,Alta,14,7289.0,623.0,12,Mountain
42,Alta,15,7296.0,625.0,12,Mountain
44,Steinkjer,0,6697.0,1016.0,12,Mountain
44,Steinkjer,1,6718.0,1006.0,12,Mountain
44,Steinkjer,2,6734.0,1043.0,12,Mountain
44,Steinkjer,3,6735.0,1008.0,12,Mountain
44,Steinkjer,4,6746.0,1033.0,12,Mountain
44,Steinkjer,5,6751.0,979.0,12,Mountain
44,Steinkjer,6,6756.0,1016.0,12,Mountain
44,Steinkjer,7,6760.0,955.0,12,Mountain
44,Steinkjer,8,6769.0,930.0,12,Mountain
44,Steinkjer,9,6771.0,978.0,12,Mountain
44,Steinkjer,10,6772.0,999.0,12,Mountain
44,Steinkjer,11,6782.0,945.0,12,Mountain
44,Steinkjer,12,6786.0,977.0,12,Mountain
44,Steinkjer,13,6793.0,921.0,12,Mountain
44,Steinkjer,14,6806.0,953.0,12,Mountain
44,Steinkjer,15,6810.0,939.0,12,Mountain
44,Steinkjer,16,6812.0,965.0,12,Mountain
44,Steinkjer,17,6816.0,924.0,12,Mountain
44,Steinkjer,18,6819.0,945.0,12,Mountain
44,Steinkjer,19,6836.0,934.0,12,Mountain
50,Bergen,0,6517.0,1228.0,12,Mountain
50,Bergen,1,6531.0,1223.0,12,Mountain
50,Bergen,2,6535.0,1259.0,12,Mountain
50,Bergen,3,6544.0,1238.0,12,Mountain
50,Bergen,4,6555.0,1227.0,12,Mountain
50,Bergen,5,6567.0,1218.0,12,Mountain
50,Bergen,6,6569.0,1233.0,12,Mountain
50,Bergen,7,6570.0,1248.0,12,Mountain
50,Bergen,8,6586.0,1244.0,12,Mountain
50,Bergen,9,6591.0,1216.0,12,Mountain
50,Bergen,10,6591.0,1233.0,12,Mountain
50,Bergen,11,6603.0,1220.0,12,Mountain
50,Bergen,12,6610.0,1206.0,12,Mountain
50,Bergen,13,6613.0,1239.0,12,Mountain
50,Bergen,14,6622.0,1212.0,12,Mountain
50,Bergen,15,6631.0,1201.0,12,Mountain
51,Stryn,0,6497.0,1181.0,12,Mountain
51,Stryn,1,6511.0,1173.0,12,Mountain
51,Stryn,2,6533.0,1176.0,12,Mountain
51,Stryn,3,6545.0,1130.0,12,Mountain
51,Stryn,4,6553.0,1161.0,12,Mountain
51,Stryn,5,6562.0,1180.0,12,Mountain
51,Stryn,6,6568.0,1126.0,12,Mountain
51,Stryn,7,6570.0,1143.0,12,Mountain
51,Stryn,8,6571.0,1155.0,12,Mountain
51,Stryn,9,6574.0,1175.0,12,Mountain
51,Stryn,10,6583.0,1138.0,12,Mountain
51,Stryn,11,6590.0,1123.0,12,Mountain
51,Stryn,12,6591.0,1163.0,12,Mountain
51,Stryn,13,6601.0,1139.0,12,Mountain
51,Stryn,14,6606.0,1117.0,12,Mountain
51,Stryn,15,6608.0,1176.0,12,Mountain
51,Stryn,16,6611.0,1157.0,12,Mountain
51,Stryn,17,6629.0,1138.0,12,Mountain
51,Stryn,18,6630.0,1127.0,12,Mountain
51,Stryn,19,6631.0,1177.0,12,Mountain
51,Stryn,20,6639.0,1162.0,12,Mountain
57,Bern,0,6398.0,2165.0,12,Mountain
57,Bern,1,6415.0,2142.0,12,Mountain
57,Bern,2,6428.0,2151.0,12,Mountain
57,Bern,3,6435.0,2133.0,12,Mountain
57,Bern,4,6441.0,2156.0,12,Mountain
57,Bern,5,6445.0,2131.0,12,Mountain
57,Bern,6,6450.0,2158.0,12,Mountain
57,Bern,7,6452.0,2140.0,12,Mountain
57,Bern,8,6460.0,2134.0,12,Mountain
57,Bern,9,6473.0,2140.0,12,Mountain
80,Tarnów,0,7059.0,1946.0,12,Mountain
80,Tarnów,1,7069.0,1958.0,12,Mountain
80,Tarnów,2,7072.0,1948.0,12,Mountain
80,Tarnów,3,7090.0,1943.0,12,Mountain
80,Tarnów,4,7090.0,1962.0,12,Mountain
80,Tarnów,5,7104.0,1938.0,12,Mountain
80,Tarnów,6,7111.0,1958.0,12,Mountain
80,Tarnów,7,7116.0,1947.0,12,Mountain
152,Chur,0,6497.0,2149.0,12,Mountain
152,Chur,1,6503.0,2172.0,12,Mountain
152,Chur,2,6507.0,2156.0,12,Mountain
152,Chur,3,6520.0,2177.0,12,Mountain
152,Chur,4,6525.0,2161.0,12,Mountain
152,Chur,5,6529.0,2142.0,12,Mountain
152,Chur,6,6535.0,2163.0,12,Mountain
152,Chur,7,6537.0,2179.0,12,Mountain
152,Chur,8,6552.0,2187.0,12,Mountain
152,Chur,9,6562.0,2179.0,12,Mountain
153,Lugano,0,6475.0,2193.0,12,Mountain
153,Lugano,1,6487.0,2201.0,12,Mountain
153,Lugano,2,6494.0,2191.0,12,Mountain
153,Lugano,3,6500.0,2206.0,12,Mountain
153,Lugano,4,6504.0,2217.0,12,Mountain
153,Lugano,5,6511.0,2197.0,12,Mountain
153,Lugano,6,6514.0,2207.0,12,Mountain
153,Lugano,7,6533.0,2208.0,12,Mountain
156,Lausanne,0,6386.0,2184.0,12,Mountain
156,Lausanne,1,6407.0,2181.0,12,Mountain
156,Lausanne,2,6417.0,2222.0,12,Mountain
156,Lausanne,3,6419.0,2208.0,12,Mountain
156,Lausanne,4,6427.0,2193.0,12,Mountain
156,Lausanne,5,6431.0,2206.0,12,Mountain
156,Lausanne,6,6439.0,2204.0,12,Mountain
156,Lausanne,7,6439.0,2222.0,12,Mountain
156,Lausanne,8,6445.0,2194.0,12,Mountain
156,Lausanne,9,6454.0,2183.0,12,Mountain
166,Graz,0,6817.0,2152.0,12,Mountain
166,Graz,1,6820.0,2169.0,12,Mountain
166,Graz,2,6822.0,2135.0,12,Mountain
166,Graz,3,6831.0,2146.0,12,Mountain
166,Graz,4,6832.0,2158.0,12,Mountain
166,Graz,5,6839.0,2131.0,12,Mountain
166,Graz,6,6843.0,2163.0,12,Mountain
166,Graz,7,6852.0,2155.0,12,Mountain
166,Graz,8,6853.0,2142.0,12,Mountain
166,Graz,9,6863.0,2139.0,12,Mountain
166,Graz,10,6866.0,2121.0,12,Mountain
166,Graz,11,6872.0,2158.0,12,Mountain
166,Graz,12,6875.0,2120.0,12,Mountain
166,Graz,13,6877.0,2150.0,12,Mountain
166,Graz,14,6883.0,2128.0,12,Mountain
166,Graz,15,6886.0,2114.0,12,Mountain
167,Salzburg,0,6726.0,2147.0,12,Mountain
167,Salzburg,1,6749.0,2152.0,12,Mountain
167,Salzburg,2,6752.0,2140.0,12,Mountain
167,Salzburg,3,6756.0,2128.0,12,Mountain
167,Salzburg,4,6763.0,2154.0,12,Mountain
167,Salzburg,5,6767.0,2133.0,12,Mountain
167,Salzburg,6,6770.0,2116.0,12,Mountain
167,Salzburg,7,6774.0,2083.0,12,Mountain
167,Salzburg,8,6775.0,2160.0,12,Mountain
167,Salzburg,9,6778.0,2131.0,12,Mountain
167,Salzburg,10,6781.0,2101.0,12,Mountain
167,Salzburg,11,6788.0,2150.0,12,Mountain
167,Salzburg,12,6790.0,2130.0,12,Mountain
168,Innsbruck,0,6564.0,2150.0,12,Mountain
168,Innsbruck,1,6583.0,2153.0,12,Mountain
168,Innsbruck,2,6598.0,2165.0,12,Mountain
168,Innsbruck,3,6612.0,2150.0,12,Mountain
168,Innsbruck,4,6616.0,2174.0,12,Mountain
168,Innsbruck,5,6623.0,2161.0,12,Mountain
168,Innsbruck,6,6628.0,2150.0,12,Mountain
168,Innsbruck,7,6633.0,2174.0,12,Mountain
168,Innsbruck,8,6640.0,2150.0,12,Mountain
168,Innsbruck,9,6648.0,2170.0,12,Mountain
168,Innsbruck,10,6661.0,2170.0,12,Mountain
168,Innsbruck,11,6666.0,2158.0,12,Mountain
168,Innsbruck,12,6674.0,2147.0,12,Mountain
168,Innsbruck,13,6682.0,2165.0,12,Mountain
168,Innsbruck,14,6682.0,2181.0,12,Mountain
168,Innsbruck,15,6692.0,2148.0,12,Mountain
168,Innsbruck,16,6693.0,2182.0,12,Mountain
168,Innsbruck,17,6698.0,2160.0,12,Mountain
168,Innsbruck,18,6713.0,2172.0,12,Mountain
168,Innsbruck,19,6732.0,2175.0,12,Mountain
168,Innsbruck,20,6792.0,2184.0,12,Mountain
174,Žilina,0,7002.0,1989.0,12,Mountain
174,Žilina,1,7014.0,1999.0,12,Mountain
174,Žilina,2,7025.0,1990.0,12,Mountain
174,Žilina,3,7030.0,2001.0,12,Mountain
174,Žilina,4,7042.0,2001.0,12,Mountain
174,Žilina,5,7059.0,1998.0,12,Mountain
174,Žilina,6,7083.0,1996.0,12,Mountain
175,Košice,0,7120.0,2009.0,12,Mountain
175,Košice,1,7124.0,1991.0,12,Mountain
175,Košice,2,7138.0,1983.0,12,Mountain
175,Košice,3,7142.0,2010.0,12,Mountain
175,Košice,4,7146.0,1995.0,12,Mountain
175,Košice,5,7161.0,2000.0,12,Mountain
175,Košice,6,7180.0,2005.0,12,Mountain
175,Košice,7,7191.0,2000.0,12,Mountain
176,Mukačevo,0,7221.0,2014.0,12,Mountain
176,Mukačevo,1,7224.0,2024.0,12,Mountain
176,Mukačevo,2,7238.0,2018.0,12,Mountain
176,Mukačevo,3,7251.0,2024.0,12,Mountain
176,Mukačevo,4,7256.0,2015.0,12,Mountain
176,Mukačevo,5,7271.0,2027.0,12,Mountain
176,Mukačevo,6,7285.0,2021.0,12,Mountain
201,Reykjavík,0,5324.0,997.0,14,Urban
201,Reykjavík,1,5345.0,1002.0,14,Urban
201,Reykjavík,2,5356.0,1017.0,14,Urban
202,Akureyri,0,5267.0,947.0,12,Mountain
202,Akureyri,1,5278.0,950.0,12,Mountain
202,Akureyri,2,5290.0,954.0,12,Mountain
202,Akureyri,3,5310.0,942.0,12,Mountain
202,Akureyri,4,5330.0,983.0,12,Mountain
202,Akureyri,5,5340.0,988.0,12,Mountain
202,Akureyri,6,5349.0,980.0,12,Mountain
202,Akureyri,7,5361.0,992.0,12,Mountain
202,Akureyri,8,5370.0,982.0,12,Mountain
202,Akureyri,9,5375.0,999.0,12,Mountain
202,Akureyri,10,5377.0,964.0,12,Mountain
202,Akureyri,11,5386.0,982.0,12,Mountain
202,Akureyri,12,5386.0,1010.0,12,Mountain
202,Akureyri,13,5392.0,1019.0,12,Mountain
202,Akureyri,14,5401.0,1007.0,12,Mountain
202,Akureyri,15,5407.0,974.0,12,Mountain
202,Akureyri,16,5413.0,1014.0,12,Mountain
202,Akureyri,17,5416.0,984.0,12,Mountain
202,Akureyri,18,5434.0,965.0,12,Mountain
202,Akureyri,19,5434.0,977.0,12,Mountain
202,Akureyri,20,5446.0,970.0,12,Mountain
202,Akureyri,21,5446.0,1019.0,12,Mountain
202,Akureyri,22,5446.0,1029.0,12,Mountain
202,Akureyri,23,5449.0,954.0,12,Mountain
202,Akureyri,24,5451.0,1006.0,12,Mountain
202,Akureyri,25,5457.0,1032.0,12,Mountain
202,Akureyri,26,5459.0,1005.0,12,Mountain
202,Akureyri,27,5464.0,961.0,12,Mountain
202,Akureyri,28,5464.0,1021.0,12,Mountain
202,Akureyri,29,5468.0,1012.0,12,Mountain
202,Akureyri,30,5472.0,1027.0,12,Mountain
202,Akureyri,31,5476.0,1007.0,12,Mountain
202,Akureyri,32,5477.0,1014.0,12,Mountain
202,Akureyri,33,5480.0,963.0,12,Mountain
202,Akureyri,34,5496.0,968.0,12,Mountain
202,Akureyri,35,5498.0,951.0,12,Mountain
202,Akureyri,36,5501.0,938.0,12,Mountain
202,Akureyri,37,5507.0,954.0,12,Mountain
202,Akureyri,38,5511.0,937.0,12,Mountain
211,Safford,0,1860.0,2481.0,12,Mountain
211,Safford,1,1883.0,2486.0,12,Mountain
211,Safford,2,1909.0,2490.0,12,Mountain
211,Safford,3,1914.0,2506.0,12,Mountain
211,Safford,4,1936.0,2506.0,12,Mountain
211,Safford,5,1941.0,2521.0,12,Mountain
212,Prescott,0,1711.0,2390.0,12,Mountain
212,Prescott,1,1736.0,2390.0,12,Mountain
212,Prescott,2,1762.0,2408.0,12,Mountain
212,Prescott,3,1771.0,2377.0,12,Mountain
212,Prescott,4,1781.0,2424.0,12,Mountain
212,Prescott,5,1788.0,2397.0,12,Mountain
212,Prescott,6,1809.0,2391.0,12,Mountain
212,Prescott,7,1809.0,2422.0,12,Mountain
220,Missoula,0,1652.0,1482.0,12,Mountain
220,Missoula,1,1653.0,1512.0,12,Mountain
220,Missoula,2,1676.0,1544.0,12,Mountain
220,Missoula,3,1683.0,1487.0,12,Mountain
220,Missoula,4,1691.0,1530.0,12,Mountain
220,Missoula,5,1698.0,1496.0,12,Mountain
220,Missoula,6,1705.0,1585.0,12,Mountain
220,Missoula,7,1722.0,1470.0,12,Mountain
220,Missoula,8,1737.0,1515.0,12,Mountain
220,Missoula,9,1738.0,1577.0,12,Mountain
220,Missoula,10,1740.0,1482.0,12,Mountain
220,Missoula,11,1752.0,1548.0,12,Mountain
220,Missoula,12,1760.0,1526.0,12,Mountain
221,Bozeman,0,1863.0,1667.0,12,Mountain
221,Bozeman,1,1874.0,1640.0,12,Mountain
221,Bozeman,2,1879.0,1711.0,12,Mountain
221,Bozeman,3,1888.0,1672.0,12,Mountain
221,Bozeman,4,1926.0,1694.0,12,Mountain
221,Bozeman,5,1928.0,1644.0,12,Mountain
221,Bozeman,6,1930.0,1716.0,12,Mountain
221,Bozeman,7,1998.0,1713.0,12,Mountain
222,Helena,0,1728.0,1658.0,12,Mountain
222,Helena,1,1746.0,1622.0,12,Mountain
222,Helena,2,1752.0,1676.0,12,Mountain
222,Helena,3,1761.0,1651.0,12,Mountain
222,Helena,4,1764.0,1714.0,12,Mountain
222,Helena,5,1771.0,1729.0,12,Mountain
222,Helena,6,1778.0,1584.0,12,Mountain
222,Helena,7,1780.0,1703.0,12,Mountain
222,Helena,8,1786.0,1668.0,12,Mountain
222,Helena,9,1797.0,1617.0,12,Mountain
222,Helena,10,1811.0,1697.0,12,Mountain
222,Helena,11,1819.0,1640.0,12,Mountain
241,Inverness,0,5742.0,1233.0,12,Mountain
241,Inverness,1,5789.0,1295.0,12,Mountain
241,Inverness,2,5812.0,1310.0,12,Mountain
241,Inverness,3,5814.0,1289.0,12,Mountain
241,Inverness,4,5820.0,1346.0,12,Mountain
241,Inverness,5,5832.0,1319.0,12,Mountain
241,Inverness,6,5836.0,1360.0,12,Mountain
241,Inverness,7,5839.0,1298.0,12,Mountain
241,Inverness,8,5839.0,1337.0,12,Mountain
241,Inverness,9,5853.0,1305.0,12,Mountain
241,Inverness,10,5862.0,1275.0,12,Mountain
241,Inverness,11,5873.0,1305.0,12,Mountain
241,Inverness,12,5890.0,1285.0,12,Mountain
241,Inverness,13,5908.0,1285.0,12,Mountain
242,Thurso,0,5790.0,1211.0,12,Mountain
242,Thurso,1,5813.0,1258.0,12,Mountain
242,Thurso,2,5814.0,1216.0,12,Mountain
242,Thurso,3,5815.0,1242.0,12,Mountain
242,Thurso,4,5819.0,1182.0,12,Mountain
242,Thurso,5,5821.0,1200.0,12,Mountain
242,Thurso,6,5823.0,1159.0,12,Mountain
242,Thurso,7,5824.0,1138.0,12,Mountain
242,Thurso,8,5824.0,1223.0,12,Mountain
242,Thurso,9,5835.0,1169.0,12,Mountain
242,Thurso,10,5836.0,1188.0,12,Mountain
242,Thurso,11,5838.0,1152.0,12,Mountain
242,Thurso,12,5838.0,1223.0,12,Mountain
242,Thurso,13,5844.0,1200.0,12,Mountain
242,Thurso,14,5854.0,1157.0,12,Mountain
242,Thurso,15,5862.0,1170.0,12,Mountain
242,Thurso,16,5874.0,1155.0,12,Mountain
242,Thurso,17,5885.0,1148.0,12,Mountain
244,Turin,0,6409.0,2288.0,12,Mountain
244,Turin,1,6413.0,2267.0,12,Mountain
244,Turin,2,6415.0,2321.0,12,Mountain
244,Turin,3,6423.0,2306.0,12,Mountain
244,Turin,4,6430.0,2278.0,12,Mountain
244,Turin,5,6433.0,2255.0,12,Mountain
244,Turin,6,6439.0,2328.0,12,Mountain
244,Turin,7,6443.0,2295.0,12,Mountain
244,Turin,8,6446.0,2272.0,12,Mountain
244,Turin,9,6459.0,2265.0,12,Mountain
244,Turin,10,6459.0,2282.0,12,Mountain
244,Turin,11,6461.0,2313.0,12,Mountain
244,Turin,12,6472.0,2240.0,12,Mountain
273,Ajaccio,0,6509.0,2512.0,12,Mountain
273,Ajaccio,1,6512.0,2487.0,12,Mountain
291,Saint Étienne,0,6237.0,2220.0,12,Mountain
291,Saint Étienne,1,6249.0,2239.0,12,Mountain
291,Saint Étienne,2,6252.0,2224.0,12,Mountain
291,Saint Étienne,3,6266.0,2264.0,12,Mountain
291,Saint Étienne,4,6274.0,2277.0,12,Mountain
291,Saint Étienne,5,6278.0,2254.0,12,Mountain
291,Saint Étienne,6,6296.0,2283.0,12,Mountain
291,Saint Étienne,7,6297.0,2265.0,12,Mountain
291,Saint Étienne,8,6307.0,2275.0,12,Mountain
291,Saint Étienne,9,6328.0,2256.0,12,Mountain
291,Saint Étienne,10,6338.0,2270.0,12,Mountain
291,Saint Étienne,11,6350.0,2251.0,12,Mountain
291,Saint Étienne,12,6356.0,2267.0,12,Mountain
291,Saint Étienne,13,6361.0,2253.0,12,Mountain
291,Saint Étienne,14,6365.0,2281.0,12,Mountain
291,Saint Étienne,15,6374.0,2270.0,12,Mountain
291,Saint Étienne,16,6377.0,2243.0,12,Mountain
291,Saint Étienne,17,6381.0,2229.0,12,Mountain
291,Saint Étienne,18,6382.0,2258.0,12,Mountain
293,Grenoble,0,6336.0,2304.0,12,Mountain
293,Grenoble,1,6336.0,2329.0,12,Mountain
293,Grenoble,2,6343.0,2350.0,12,Mountain
293,Grenoble,3,6350.0,2374.0,12,Mountain
293,Grenoble,4,6357.0,2336.0,12,Mountain
293,Grenoble,5,6369.0,2409.0,12,Mountain
293,Grenoble,6,6371.0,2380.0,12,Mountain
293,Grenoble,7,6376.0,2320.0,12,Mountain
293,Grenoble,8,6378.0,2348.0,12,Mountain
299,Lugo,0,5625.0,2299.0,12,Mountain
299,Lugo,1,5666.0,2312.0,12,Mountain
299,Lugo,2,5701.0,2328.0,12,Mountain
299,Lugo,3,5725.0,2321.0,12,Mountain
302,Pamplona,0,5904.0,2385.0,12,Mountain
302,Pamplona,1,5915.0,2432.0,12,Mountain
302,Pamplona,2,5930.0,2374.0,12,Mountain
302,Pamplona,3,5944.0,2460.0,12,Mountain
302,Pamplona,4,5951.0,2389.0,12,Mountain
302,Pamplona,5,5956.0,2434.0,12,Mountain
302,Pamplona,6,5957.0,2401.0,12,Mountain
302,Pamplona,7,5973.0,2398.0,12,Mountain
302,Pamplona,8,5980.0,2415.0,12,Mountain
304,Lleida,0,6026.0,2428.0,12,Mountain
304,Lleida,1,6037.0,2468.0,12,Mountain
304,Lleida,2,6054.0,2491.0,12,Mountain
304,Lleida,3,6057.0,2443.0,12,Mountain
304,Lleida,4,6075.0,2444.0,12,Mountain
304,Lleida,5,6086.0,2492.0,12,Mountain
304,Lleida,6,6115.0,2459.0,12,Mountain
304,Lleida,7,6121.0,2492.0,12,Mountain
304,Lleida,8,6138.0,2478.0,12,Mountain
304,Lleida,9,6167.0,2488.0,12,Mountain
313,Granada,0,5776.0,2791.0,12,Mountain
313,Granada,1,5800.0,2785.0,12,Mountain
313,Granada,2,5823.0,2800.0,12,Mountain
344,Deva,0,7204.0,2177.0,12,Mountain
344,Deva,1,7218.0,2174.0,12,Mountain
344,Deva,2,7219.0,2190.0,12,Mountain
344,Deva,3,7232.0,2188.0,12,Mountain
344,Deva,4,7241.0,2204.0,12,Mountain
344,Deva,5,7248.0,2175.0,12,Mountain
344,Deva,6,7255.0,2213.0,12,Mountain
344,Deva,7,7261.0,2191.0,12,Mountain
344,Deva,8,7267.0,2181.0,12,Mountain
344,Deva,9,7270.0,2204.0,12,Mountain
344,Deva,10,7274.0,2223.0,12,Mountain
344,Deva,11,7284.0,2190.0,12,Mountain
346,Reșița,0,7181.0,2221.0,12,Mountain
346,Reșița,1,7192.0,2237.0,12,Mountain
346,Reșița,2,7199.0,2216.0,12,Mountain
346,Reșița,3,7211.0,2262.0,12,Mountain
346,Reșița,4,7212.0,2240.0,12,Mountain
346,Reșița,5,7219.0,2216.0,12,Mountain
346,Reșița,6,7222.0,2228.0,12,Mountain
348,Satu Mare,0,7226.0,2064.0,12,Mountain
348,Satu Mare,1,7242.0,2074.0,12,Mountain
348,Satu Mare,2,7246.0,2084.0,12,Mountain
348,Satu Mare,3,7261.0,2076.0,12,Mountain
348,Satu Mare,4,7276.0,2066.0,12,Mountain
348,Satu Mare,5,7297.0,2068.0,12,Mountain
348,Satu Mare,6,7304.0,2084.0,12,Mountain
348,Satu Mare,7,7313.0,2070.0,12,Mountain
349,Zalău,0,7248.0,2122.0,12,Mountain
349,Zalău,1,7263.0,2123.0,12,Mountain
349,Zalău,2,7264.0,2144.0,12,Mountain
349,Zalău,3,7269.0,2131.0,12,Mountain
349,Zalău,4,7280.0,2114.0,12,Mountain
349,Zalău,5,7285.0,2137.0,12,Mountain
349,Zalău,6,7285.0,2149.0,12,Mountain
349,Zalău,7,7290.0,2123.0,12,Mountain
349,Zalău,8,7303.0,2151.0,12,Mountain
349,Zalău,9,7305.0,2128.0,12,Mountain
349,Zalău,10,7316.0,2150.0,12,Mountain
353,Târgu-Mureș,0,7325.0,2108.0,12,Mountain
353,Târgu-Mureș,1,7339.0,2112.0,12,Mountain
353,Târgu-Mureș,2,7343.0,2129.0,12,Mountain
353,Târgu-Mureș,3,7353.0,2136.0,12,Mountain
353,Târgu-Mureș,4,7366.0,2100.0,12,Mountain
353,Târgu-Mureș,5,7366.0,2115.0,12,Mountain
353,Târgu-Mureș,6,7381.0,2112.0,12,Mountain
359,Mostar,0,6982.0,2428.0,12,Mountain
359,Mostar,1,6994.0,2430.0,12,Mountain
359,Mostar,2,6995.0,2414.0,12,Mountain
359,Mostar,3,7012.0,2432.0,12,Mountain
359,Mostar,4,7023.0,2447.0,12,Mountain
359,Mostar,5,7032.0,2439.0,12,Mountain
369,Ljubljana,0,6789.0,2225.0,12,Mountain
369,Ljubljana,1,6794.0,2209.0,12,Mountain
369,Ljubljana,2,6794.0,2244.0,12,Mountain
369,Ljubljana,3,6803.0,2217.0,12,Mountain
369,Ljubljana,4,6810.0,2252.0,12,Mountain
369,Ljubljana,5,6811.0,2231.0,12,Mountain
369,Ljubljana,6,6822.0,2232.0,12,Mountain
369,Ljubljana,7,6824.0,2215.0,12,Mountain
369,Ljubljana,8,6836.0,2229.0,12,Mountain
369,Ljubljana,9,6836.0,2249.0,12,Mountain
372,Negotin,0,7210.0,2298.0,12,Mountain
372,Negotin,1,7210.0,2319.0,12,Mountain
372,Negotin,2,7218.0,2349.0,12,Mountain
372,Negotin,3,7221.0,2304.0,12,Mountain
372,Negotin,4,7222.0,2332.0,12,Mountain
372,Negotin,5,7234.0,2295.0,12,Mountain
372,Negotin,6,7236.0,2312.0,12,Mountain
372,Negotin,7,7236.0,2344.0,12,Mountain
372,Negotin,8,7242.0,2359.0,12,Mountain
372,Negotin,9,7252.0,2316.0,12,Mountain
377,Podgorica,0,7059.0,2473.0,12,Mountain
377,Podgorica,1,7064.0,2451.0,12,Mountain
377,Podgorica,2,7072.0,2484.0,12,Mountain
377,Podgorica,3,7073.0,2462.0,12,Mountain
377,Podgorica,4,7081.0,2469.0,12,Mountain
380,Vratsa,0,7272.0,2375.0,12,Mountain
380,Vratsa,1,7278.0,2355.0,12,Mountain
380,Vratsa,2,7281.0,2326.0,12,Mountain
380,Vratsa,3,7289.0,2370.0,12,Mountain
380,Vratsa,4,7295.0,2336.0,12,Mountain
380,Vratsa,5,7299.0,2360.0,12,Mountain
380,Vratsa,6,7304.0,2317.0,12,Mountain
380,Vratsa,7,7305.0,2377.0,12,Mountain
380,Vratsa,8,7310.0,2333.0,12,Mountain
380,Vratsa,9,7315.0,2357.0,12,Mountain
380,Vratsa,10,7321.0,2324.0,12,Mountain
383,Pleven,0,7348.0,2353.0,12,Mountain
383,Pleven,1,7355.0,2339.0,12,Mountain
383,Pleven,2,7362.0,2315.0,12,Mountain
383,Pleven,3,7369.0,2341.0,12,Mountain
383,Pleven,4,7371.0,2320.0,12,Mountain
383,Pleven,5,7385.0,2326.0,12,Mountain
383,Pleven,6,7393.0,2315.0,12,Mountain
391,Ioannina,0,7149.0,2646.0,12,Mountain
391,Ioannina,1,7151.0,2633.0,12,Mountain
391,Ioannina,2,7162.0,2624.0,12,Mountain
391,Ioannina,3,7164.0,2635.0,12,Mountain
392,Xanthi,0,7323.0,2531.0,12,Mountain
392,Xanthi,1,7324.0,2517.0,12,Mountain
392,Xanthi,2,7335.0,2519.0,12,Mountain
392,Xanthi,3,7348.0,2510.0,12,Mountain
392,Xanthi,4,7348.0,2521.0,12,Mountain
392,Xanthi,5,7360.0,2522.0,12,Mountain
392,Xanthi,6,7368.0,2504.0,12,Mountain
394,Serres,0,7266.0,2556.0,12,Mountain
394,Serres,1,7281.0,2548.0,12,Mountain
394,Serres,2,7282.0,2525.0,12,Mountain
394,Serres,3,7286.0,2534.0,12,Mountain
394,Serres,4,7292.0,2525.0,12,Mountain
415,Kars,0,7968.0,2363.0,12,Mountain
415,Kars,1,7988.0,2368.0,12,Mountain
415,Kars,2,8002.0,2347.0,12,Mountain
415,Kars,3,8015.0,2374.0,12,Mountain
415,Kars,4,8035.0,2357.0,12,Mountain
415,Kars,5,8049.0,2391.0,12,Mountain
415,Kars,6,8060.0,2348.0,12,Mountain
