province_id,name,x,y
195,Lisbon,5469.0,2601.0
196,Oporto,5539.0,2419.0
197,Coimbra,5531.0,2540.0
198,Viseu,5599.0,2506.0
199,Beja,5541.0,2642.0
200,Faro,5513.0,2741.0
201,Reykjavík,5335.0,1034.0
202,Akureyri,5430.0,956.0
203,Höfn,5547.0,1019.0
204,Tirana,7115.0,2530.0
205,Vlore,7112.0,2616.0
206,Tucson,1886.0,2564.0
207,Phoenix,1828.0,2468.0
208,Flagstaff,1876.0,2377.0
209,Chinle,1947.0,2308.0
210,Kingman,1772.0,2329.0
211,Safford,1932.0,2509.0
212,Prescott,1779.0,2404.0
213,Yuma,1709.0,2518.0
214,Billings,2023.0,1671.0
215,Great Falls,1846.0,1528.0
216,Broadus,2161.0,1701.0
217,Miles City,2114.0,1604.0
218,Plentywood,2184.0,1482.0
219,Havre,1931.0,1491.0
220,Missoula,1722.0,1557.0
221,Bozeman,1873.0,1687.0
222,Helena,1799.0,1613.0
223,Taunton,5890.0,1821.0
224,Bristol,5954.0,1776.0
225,Plymouth,5853.0,1870.0
226,Portsmouth,6028.0,1833.0
227,Ashford,6106.0,1820.0
228,Ipswich,6152.0,1725.0
229,Cambridge,6087.0,1717.0
230,Birmingham,5970.0,1681.0
231,Cardiff,5909.0,1768.0
232,Liverpool,5931.0,1615.0
233,Shrewsbury,5905.0,1667.0
234,Sheffield,6020.0,1623.0
235,Leeds,6017.0,1581.0
236,Carlisle,5928.0,1470.0
237,York,6046.0,1548.0
238,Glasgow,5843.0,1397.0
239,Aberdeen,5959.0,1278.0
240,St. John's,4774.0,1555.0
241,Inverness,5840.0,1268.0
242,Thurso,5848.0,1147.0
243,Venice,6683.0,2256.0
244,Turin,6449.0,2301.0
245,Rome,6698.0,2541.0
246,Naples,6810.0,2619.0
247,Verona,6602.0,2260.0
248,Genoa,6507.0,2358.0
249,Bologna,6626.0,2330.0
250,Milan,6507.0,2262.0
251,Cuneo,6432.0,2360.0
252,Parma,6565.0,2314.0
253,Florence,6615.0,2400.0
254,San Marino,6688.0,2374.0
255,Cagliari,6514.0,2653.0
256,Palermo,6761.0,2835.0
257,Civitavecchia,6669.0,2513.0
258,Perugia,6704.0,2462.0
259,Pescara,6790.0,2494.0
260,Latina,6726.0,2568.0
261,Cassino,6789.0,2574.0
262,Bari,6958.0,2616.0
263,Foggia,6869.0,2572.0
264,Salerno,6836.0,2626.0
265,Potenza,6901.0,2643.0
266,Catanzaro,6936.0,2763.0
267,Paris,6208.0,1982.0
268,Bordeaux,6014.0,2242.0
269,Marseille,6325.0,2416.0
270,Lyon,6303.0,2231.0
271,Brest,5867.0,1971.0
272,Le Havre,6131.0,1918.0
273,Ajaccio,6507.0,2497.0
274,Lille,6241.0,1849.0
275,Nantes,5994.0,2065.0
276,La Rochelle,6019.0,2165.0
277,Toulouse,6150.0,2373.0
278,Bayonne,5961.0,2325.0
279,Tarbes,6059.0,2369.0
280,Orléans,6179.0,2028.0
281,Bourges,6207.0,2107.0
282,Mâcon,6306.0,2192.0
283,Dijon,6334.0,2116.0
284,Strasbourg,6394.0,2036.0
285,Nancy,6338.0,1990.0
286,Reims,6263.0,1958.0
287,Auxerre,6275.0,2047.0
288,Le Mans,6074.0,2009.0
289,Poitiers,6126.0,2141.0
290,Limoges,6147.0,2211.0
291,Saint Étienne,6273.0,2271.0
292,Avignon,6285.0,2359.0
293,Grenoble,6368.0,2324.0
294,Madrid,5822.0,2564.0
295,Murcia,5907.0,2751.0
296,Sevilla,5643.0,2743.0
297,Bilbao,5872.0,2351.0
298,Barcelona,6115.0,2539.0
299,Lugo,5619.0,2301.0
300,Vigo,5554.0,2327.0
301,León,5783.0,2382.0
302,Pamplona,5935.0,2398.0
303,Zaragoza,5976.0,2523.0
304,Lleida,6051.0,2507.0
305,Valencia,5945.0,2681.0
306,Cuenca,5883.0,2606.0
307,Malaga,5689.0,2812.0
308,Cádiz,5617.0,2822.0
309,Cáceres,5638.0,2613.0
310,Budapest,7036.0,2119.0
311,Córdoba,5695.0,2711.0
312,Huelva,5574.0,2731.0
313,Granada,5764.0,2776.0
314,Toledo,5811.0,2611.0
315,Jaén,5772.0,2727.0
316,Salamanca,5687.0,2514.0
317,Ávila,5757.0,2571.0
318,Valladolid,5781.0,2487.0
319,Zamora,5714.0,2458.0
320,Guymon,2366.0,2286.0
321,Woodward,2462.0,2310.0
322,Oklahoma City,2555.0,2362.0
323,Lawton,2487.0,2410.0
324,Tulsa,2638.0,2320.0
325,McAlester,2636.0,2387.0
326,Norman,2559.0,2389.0
327,Durant,2609.0,2450.0
328,Enid,2518.0,2308.0
329,Ponca City,2579.0,2283.0
330,Miskolc,7141.0,2061.0
331,Vác,7057.0,2080.0
332,Györ,6966.0,2104.0
333,Pécs,7002.0,2200.0
334,Keszthely,6939.0,2155.0
335,Debrecen,7164.0,2116.0
336,Gyula,7143.0,2177.0
337,Timisoara,7183.0,2194.0
338,Bucharest,7388.0,2240.0
339,Iași,7465.0,2055.0
340,Constanța,7452.0,2248.0
341,Tulcea,7482.0,2153.0
342,Chișinău,7520.0,2061.0
343,Botoșani,7415.0,1999.0
344,Deva,7280.0,2182.0
345,Pitești,7332.0,2211.0
346,Reșița,7197.0,2230.0
347,Craiova,7306.0,2280.0
348,Satu Mare,7255.0,2070.0
349,Zalău,7264.0,2130.0
350,Ploiești,7390.0,2206.0
351,Bacău,7434.0,2089.0
352,Suceava,7365.0,2009.0
353,Târgu-Mureș,7355.0,2103.0
354,Zagreb,6895.0,2267.0
355,Dubrovnik,7027.0,2474.0
356,Seattle,1329.0,1565.0
357,Sarajevo,7001.0,2382.0
358,Belgrad,7073.0,2285.0
359,Mostar,6981.0,2432.0
360,Tuzla,7014.0,2330.0
361,Zenica,6971.0,2358.0
362,Banja Luka,6940.0,2317.0
363,Šibenik,6901.0,2403.0
364,Novi Sad,7062.0,2241.0
365,Vršac,7145.0,2260.0
366,Šabac,7027.0,2278.0
367,Slavonski Brod,6978.0,2281.0
368,Maribor,6875.0,2200.0
369,Ljubljana,6797.0,2231.0
370,Rijeka,6816.0,2308.0
371,Zadar,6861.0,2353.0
372,Negotin,7244.0,2314.0
373,Kragujevac,7118.0,2335.0
374,Niš,7184.0,2389.0
375,Skopje,7150.0,2453.0
376,Pristina,7112.0,2421.0
377,Podgorica,7066.0,2481.0
378,Užice,7065.0,2382.0
379,Sofia,7278.0,2397.0
380,Vratsa,7298.0,2352.0
381,Gorna Dzhumaya,7290.0,2463.0
382,Plovdiv,7348.0,2442.0
383,Pleven,7350.0,2330.0
384,Tarnovo,7374.0,2363.0
385,Varna,7432.0,2346.0
386,Burgas,7419.0,2413.0
387,Thessaloniki,7244.0,2579.0
388,Athens,7306.0,2734.0
389,Trikala,7197.0,2652.0
390,Sparti,7252.0,2798.0
391,Ioannina,7159.0,2634.0
392,Xanthi,7326.0,2523.0
393,Kalamaria,7262.0,2593.0
394,Serres,7261.0,2538.0
395,Edessa,7219.0,2548.0
396,Kastoria,7189.0,2559.0
397,Grevena,7189.0,2611.0
398,Kalabaka,7193.0,2637.0
399,Arta,7171.0,2679.0
400,Corfu,7117.0,2669.0
401,Larissa,7226.0,2643.0
402,Volos,7257.0,2659.0
403,Karditsa,7201.0,2671.0
404,Lamia,7239.0,2686.0
405,Patras,7229.0,2743.0
406,Githio,7267.0,2813.0
407,Agrinio,7200.0,2718.0
408,Thiva,7277.0,2718.0
409,Heraklion,7420.0,2929.0
410,Rhodes,7514.0,2780.0
411,Ankara,7714.0,2518.0
412,Istanbul,7488.0,2485.0
413,Adana,7813.0,2663.0
414,Izmir,7453.0,2668.0
415,Kars,8066.0,2373.0
416,Van,8086.0,2471.0
417,Siirt,8027.0,2523.0
418,Erzurum,7979.0,2429.0
419,Ordu,7807.0,2384.0
420,Çorum,7755.0,2470.0
421,Bafra,7730.0,2387.0
422,Bolu,7619.0,2477.0
423,Eskişehir,7605.0,2557.0
424,Bursa,7508.0,2559.0
425,Malatya,7879.0,2490.0
426,Balıkesir,7459.0,2598.0
427,Aydın,7488.0,2691.0
428,Antalya,7605.0,2712.0
429,Mardin,7944.0,2597.0
430,Konya,7655.0,2620.0
431,Kütahya,7557.0,2600.0
432,Mersin,7778.0,2691.0
433,Karaman,7714.0,2686.0
434,Kırşehir,7748.0,2552.0
435,Aksaray,7742.0,2613.0
436,Gaziantep,7858.0,2635.0
437,Çorlu,7443.0,2490.0
438,Portland,1271.0,1645.0
439,Spokane,1534.0,1537.0
440,Boise,1617.0,1833.0
441,Nampa,1586.0,1856.0
442,Idaho Falls,1801.0,1829.0
443,Pocatello,1789.0,1896.0
444,Burley,1684.0,1909.0
445,Carey,1678.0,1844.0
446,Stanley,1683.0,1753.0
447,Baker City,1525.0,1765.0
448,Bend,1415.0,1787.0
449,Eugene,1275.0,1784.0
450,Medford,1296.0,1927.0
451,Salem (OR),1271.0,1691.0
452,Tacoma,1298.0,1606.0
453,Burns,1506.0,1840.0
454,Klamath Falls,1386.0,1917.0
455,Yakima,1405.0,1602.0
456,Everett,1335.0,1530.0
457,Lewiston,1573.0,1632.0
458,Kennewick,1501.0,1649.0
459,Coeur d'Alene,1586.0,1535.0
460,Omak,1470.0,1489.0
461,Vancouver,1279.0,1430.0
462,Bismarck,2396.0,1606.0
463,Sioux Falls,2588.0,1827.0
464,Minneapolis,2767.0,1725.0
465,Fargo,2583.0,1592.0
466,Rochester (MN),2791.0,1807.0
467,Mankato,2663.0,1805.0
468,St. Cloud,2686.0,1685.0
469,Duluth,2818.0,1599.0
470,Bemidji,2687.0,1561.0
471,Alexandria (MN),2622.0,1638.0
472,Grand Forks,2580.0,1512.0
473,Rugby,2440.0,1513.0
474,Williston,2269.0,1519.0
475,Dickinson,2309.0,1616.0
476,Jamestown (ND),2486.0,1609.0
477,Ipswich (SD),2508.0,1719.0
478,Mobridge,2401.0,1704.0
479,Mitchell,2512.0,1827.0
480,Murdo,2399.0,1818.0
481,Redig,2263.0,1729.0
482,Rapid City,2297.0,1803.0
483,Las Vegas,1684.0,2304.0
484,Los Angeles,1518.0,2430.0
485,San Francisco,1309.0,2247.0
486,Sacramento,1362.0,2197.0
487,San Diego,1576.0,2501.0
488,Anaheim,1538.0,2455.0
489,Bakersfield,1460.0,2373.0
490,El Centro,1658.0,2512.0
491,Palm Springs,1646.0,2437.0
492,Henderson,1675.0,2340.0
493,Crystal Springs,1675.0,2234.0
494,Ely,1671.0,2119.0
495,Elko,1605.0,2009.0
496,Battle Mountain,1548.0,2023.0
497,Reno,1461.0,2123.0
498,Eureka,1223.0,2026.0
499,Salinas,1340.0,2282.0
500,Redding,1340.0,2052.0
501,Santa Rosa (CA),1277.0,2158.0
502,Chico,1340.0,2111.0
503,Merced,1402.0,2239.0
504,Fresno,1412.0,2334.0
505,Tonopah,1580.0,2233.0
506,Austin (NV),1553.0,2119.0
507,Olancha,1547.0,2322.0
508,Bishop,1502.0,2227.0
509,Salt Lake City,1836.0,2019.0
510,Denver,2166.0,2076.0
511,Cheyenne,2171.0,1979.0
512,Ogden,1827.0,1976.0
513,Provo,1838.0,2062.0
514,Cedar City,1792.0,2214.0
515,Richfield,1826.0,2132.0
516,Delta,1766.0,2104.0
517,Vernal,1922.0,2037.0
518,Fort Collins,2164.0,2009.0
519,Casper,2100.0,1918.0
520,Gilette,2161.0,1792.0
521,Sheridan,2047.0,1762.0
522,Jackson (WY),1909.0,1820.0
523,Afton,1898.0,1905.0
524,Riverton,2029.0,1899.0
525,Glenwood Springs,2047.0,2064.0
526,Sterling,2286.0,2047.0
527,Colorado Springs,2167.0,2151.0
528,Pueblo,2185.0,2210.0
529,Durango (CO),2012.0,2237.0
530,Blanding,1915.0,2217.0
531,Grand Junction,1973.0,2139.0
532,Kingsport,3293.0,2304.0
533,Pritchett,2266.0,2233.0
534,Aspen,2087.0,2153.0
535,Scottsbluff,2242.0,1964.0
536,Chadron,2260.0,1901.0
537,Valentine,2405.0,1902.0
538,Omaha,2616.0,1977.0
539,Lincoln,2569.0,2009.0
540,Wichita,2531.0,2211.0
541,Davenport,2884.0,1970.0
542,Des Moines,2760.0,1953.0
543,Cedar Rapids,2843.0,1918.0
544,Mason City,2774.0,1867.0
545,Fort Dodge,2707.0,1892.0
546,Red Oak,2666.0,2010.0
547,Ottumwa,2805.0,2011.0
548,Fremont,2570.0,1954.0
549,Avoca,2653.0,1953.0
550,Kearney,2502.0,2016.0
551,North Platte,2400.0,1986.0
552,Colby,2395.0,2076.0
553,Garden City,2403.0,2156.0
554,Hugoton,2376.0,2244.0
555,Hutchinson,2523.0,2164.0
556,Emporia,2600.0,2153.0
557,Wellington (KS),2533.0,2249.0
558,Parsons,2655.0,2240.0
559,Salina,2504.0,2087.0
560,Topeka,2621.0,2083.0
561,Milwaukee,3031.0,1833.0
562,Chicago,3037.0,1942.0
563,Indianapolis,3127.0,2086.0
564,Cleveland,3316.0,1984.0
565,Detroit,3270.0,1894.0
566,Traverse City,3160.0,1740.0
567,Grand Rapids (MI),3146.0,1881.0
568,Toledo (IL),3255.0,1963.0
569,South Bend,3115.0,1962.0
570,Fort Wayne,3168.0,2012.0
571,Cincinnati,3176.0,2132.0
572,Columbus (OH),3233.0,2056.0
573,Nashville,3060.0,2317.0
574,Youngstown,3372.0,2003.0
575,Zanesville,3294.0,2078.0
576,Lancaster,3248.0,2109.0
577,Bloomington,3115.0,2119.0
578,Madison,2960.0,1835.0
579,Green Bay,3036.0,1743.0
580,Eau Claire,2835.0,1727.0
581,Wausau,2933.0,1734.0
582,Marquette,3051.0,1612.0
583,St Louis,2905.0,2172.0
584,Lafayette (IN),3093.0,2057.0
585,Evansville,2977.0,2234.0
586,Kansas City,2705.0,2143.0
587,Champaign,3025.0,2062.0
588,Peoria,2936.0,1998.0
589,Springfield (IL),2936.0,2086.0
590,Rockford,2969.0,1911.0
591,Memphis,2939.0,2369.0
592,Jackson (TN),3001.0,2340.0
593,Knoxville,3140.0,2316.0
594,Chattanooga,3119.0,2376.0
595,Bowling Green,3059.0,2289.0
596,Louisville,3130.0,2215.0
597,El Paso,2079.0,2558.0
598,Prestonsburg,3278.0,2228.0
599,Maryville,2692.0,2069.0
600,Columbia,2783.0,2117.0
601,Jefferson City,2818.0,2175.0
602,Farmington (MO),2899.0,2237.0
603,Springfield (MO),2783.0,2246.0
604,Fayetteville (AR),2733.0,2310.0
605,Conway,2804.0,2382.0
606,Jonesboro,2883.0,2319.0
607,Little Rock,2832.0,2403.0
608,Fort Smith,2711.0,2366.0
609,Crosset,2834.0,2494.0
610,Harrison,2789.0,2305.0
611,Warrensburg,2748.0,2174.0
612,El Dorado,2776.0,2487.0
613,Richmond,3567.0,2241.0
614,Charleston (WV),3339.0,2172.0
615,Abingdon,3315.0,2284.0
616,Norfolk,3617.0,2260.0
617,Charlottesville,3524.0,2178.0
618,Parkersburg,3374.0,2123.0
619,Harrisonburg,3495.0,2148.0
620,Lynchburg,3494.0,2240.0
621,Blacksburg,3399.0,2232.0
622,Lexington (VA),3476.0,2213.0
623,Danville,3462.0,2288.0
624,Asheville,3283.0,2373.0
625,Charlotte,3355.0,2390.0
626,Charleston (SC),3426.0,2507.0
627,Wilmington,3529.0,2424.0
628,Durham,3513.0,2315.0
629,Greensboro,3452.0,2312.0
630,Hickory,3339.0,2363.0
631,Greenville (SC),3295.0,2416.0
632,Fayetteville (NC),3533.0,2384.0
633,Florence (SC),3436.0,2413.0
634,Albuquerque,2104.0,2413.0
635,Van Horn,2151.0,2611.0
636,Del Rio,2308.0,2655.0
637,Mc Allen,2412.0,2864.0
638,Houston,2670.0,2698.0
639,Santa Fe,2130.0,2354.0
640,Farmington (NM),2012.0,2301.0
641,Santa Rosa (NM),2187.0,2418.0
642,Amarillo,2351.0,2403.0
643,Hot Springs,2057.0,2458.0
644,Dallas,2564.0,2539.0
645,Jasper,2710.0,2633.0
646,Fort Worth,2536.0,2562.0
647,Lubbock,2342.0,2491.0
648,Midland,2312.0,2574.0
649,Austin,2497.0,2653.0
650,Victoria (TX),2557.0,2733.0
651,Huntsville (TX),2620.0,2627.0
652,Coro,3489.0,3646.0
653,Tyler,2640.0,2555.0
654,Wichita Falls,2483.0,2477.0
655,Roswell,2195.0,2484.0
656,Dalhart,2283.0,2330.0
657,San Antonio,2451.0,2702.0
658,Corpus Christi,2484.0,2774.0
659,Brownwood,2442.0,2603.0
660,Anchorage,780.0,981.0
661,Fairbanks,793.0,703.0
662,McCarthy,904.0,941.0
663,Prudhoe Bay,784.0,419.0
664,Barrow,456.0,404.0
665,Nome,214.0,721.0
666,Aniak,553.0,863.0
667,Perryville,330.0,1142.0
668,Fort St. John,1420.0,1077.0
669,Prince George,1379.0,1219.0
670,Kelowna,1444.0,1398.0
671,Skagway,1037.0,958.0
672,Fort Nelson,1366.0,937.0
673,Kamloops,1354.0,1337.0
674,Whistler,1248.0,1376.0
675,Terrace,1183.0,1227.0
676,Smithers,1290.0,1194.0
677,Iskut,1145.0,1085.0
678,Cassiar,1144.0,952.0
679,Toad River,1249.0,946.0
680,Nanaimo,1203.0,1446.0
681,Victoria (BC),1236.0,1472.0
682,Prince Rupert,1127.0,1222.0
683,Kitimat,1176.0,1282.0
684,Hazelton,1268.0,1132.0
685,Mackenzie,1365.0,1123.0
686,Wonowon,1366.0,1041.0
687,Cranbrook,1567.0,1398.0
688,Vernon,1459.0,1359.0
689,Golden,1553.0,1318.0
690,Williams Lake,1379.0,1277.0
691,Calgary,1671.0,1291.0
692,Edmonton,1683.0,1137.0
693,Red Deer,1675.0,1220.0
694,Lethbridge,1729.0,1382.0
695,Medicine Hat,1889.0,1346.0
696,Brooks,1790.0,1295.0
697,Hanna,1829.0,1225.0
698,Vegreville,1782.0,1115.0
699,Vermilion,1862.0,1113.0
700,Fort McMurray,1883.0,947.0
701,Lac la Biche,1857.0,1017.0
702,Iquitos,3329.0,4321.0
703,Peerless Lake,1734.0,953.0
704,Peace River,1583.0,975.0
705,Grand Prairie,1487.0,1104.0
706,Whitecourt,1606.0,1129.0
707,Banff,1606.0,1275.0
708,Grand Cache,1491.0,1160.0
709,Worsley,1479.0,963.0
710,Boyle,1722.0,1048.0
711,Cardston,1710.0,1424.0
712,Claresholm,1697.0,1342.0
713,Taber,1782.0,1369.0
714,Regina,2223.0,1337.0
715,Saskatoon,2117.0,1217.0
716,Prince Albert,2165.0,1110.0
717,N. Battleford,1996.0,1144.0
718,La Ronge,2172.0,1032.0
719,Tisdale,2250.0,1132.0
720,Nipawin,2252.0,1069.0
721,Estevan,2276.0,1398.0
722,Yorkton,2304.0,1264.0
723,Moose Jaw,2152.0,1346.0
724,Swift Current,2028.0,1363.0
725,Kindersley,1976.0,1248.0
726,Rosetown,2039.0,1251.0
727,Meadow Lake,1985.0,1066.0
728,Rosthern,2135.0,1166.0
729,Humboldt,2210.0,1212.0
730,Archerwill,2285.0,1170.0
731,Davidson,2158.0,1277.0
732,Radisson,2052.0,1166.0
733,Shellbrook,2097.0,1108.0
734,Shell Lake,2044.0,1096.0
735,Beauval,2052.0,1001.0
736,La Loche,1976.0,955.0
737,Dawson,1024.0,687.0
738,Whitehorse,1134.0,866.0
739,Destruction Bay,1032.0,848.0
740,Ross River,1278.0,793.0
741,Nahanni Butte,1384.0,806.0
742,Yellowknife,1669.0,729.0
743,Winnipeg,2559.0,1353.0
744,Brandon,2432.0,1355.0
745,Dauphin,2439.0,1255.0
746,Swan River,2395.0,1137.0
747,Peguis,2566.0,1252.0
748,Steinbach,2607.0,1382.0
749,Snow Lake,2468.0,967.0
750,Shamattawa,2895.0,980.0
751,Thompson,2652.0,943.0
752,Grand Rapids,2569.0,1089.0
753,La Brochet,2393.0,839.0
754,Whale Cove,3190.0,869.0
755,Baker Lake,2763.0,755.0
756,Toronto,3465.0,1811.0
757,Sudbury,3378.0,1613.0
758,Thunder Bay,2943.0,1495.0
759,Moosonee,3354.0,1337.0
760,Timmins,3350.0,1472.0
761,New York,3742.0,2012.0
762,Boston,3883.0,1901.0
763,Fort Severn,3027.0,1119.0
764,Winisk,3212.0,1160.0
765,Wabitigweyaang,2806.0,1235.0
766,Ignance,2899.0,1444.0
767,Kenora,2733.0,1355.0
768,Nipigon,3036.0,1435.0
769,Sault Ste. Marie,3237.0,1615.0
770,North Bay,3429.0,1634.0
771,Kawartha Lakes,3487.0,1764.0
772,Ottawa,3627.0,1726.0
773,Huntsville,3484.0,1700.0
774,Hamilton (ON),3430.0,1844.0
775,Montréal,3725.0,1696.0
776,Engelhart,3427.0,1530.0
777,Gogama,3345.0,1541.0
778,Cochrane,3359.0,1430.0
779,Wawa,3218.0,1544.0
780,Hearst,3264.0,1389.0
781,Geraldton (ON),3147.0,1404.0
782,Fort Hope,3056.0,1314.0
783,Sioux Lookout,2884.0,1329.0
784,Québec,3851.0,1583.0
785,Saguenay,3888.0,1470.0
786,Sherbrooke,3819.0,1711.0
787,Victoriaville,3827.0,1651.0
