province_id,province_name,vertex_index,x,y,bt_mask,has_coast_bit,has_same_core_border_bit,has_different_core_border_bit,neighbor_ids
2,Apatity,30,7430.0,867.0,1,True,False,False,
2,Apatity,31,7428.0,869.0,1,True,False,False,
2,Apatity,32,7426.0,868.0,1,True,False,False,
2,Apatity,33,7425.0,868.0,1,True,False,False,
2,Apatity,34,7424.0,865.0,1,True,False,False,
2,Apatity,35,7416.0,861.0,1,True,False,False,
2,Apatity,36,7408.0,861.0,1,True,False,False,
2,Apatity,37,7397.0,857.0,1,True,False,False,
2,Apatity,38,7397.0,854.0,1,True,False,False,
2,Apatity,39,7393.0,849.0,1,True,False,False,
2,Apatity,40,7391.0,850.0,1,True,False,False,
2,Apatity,41,7386.0,849.0,1,True,False,False,
2,Apatity,42,7386.0,853.0,1,True,False,False,
2,Apatity,43,7389.0,859.0,1,True,False,False,
2,Apatity,44,7385.0,861.0,1,True,False,False,
2,Apatity,45,7384.0,859.0,1,True,False,False,
2,Apatity,46,7382.0,859.0,1,True,False,False,
2,Apatity,47,7380.0,855.0,1,True,False,False,
2,Apatity,48,7374.0,853.0,1,True,False,False,
2,Apatity,49,7361.0,844.0,1,True,False,False,
2,Apatity,50,7358.0,840.0,1,True,False,False,
2,Apatity,51,7356.0,833.0,1,True,False,False,
2,Apatity,52,7345.0,827.0,3,True,True,False,20
2,Apatity,53,7345.0,820.0,2,False,True,False,20
2,Apatity,54,7341.0,814.0,2,False,True,False,20
2,Apatity,55,7332.0,807.0,2,False,True,False,5|20
2,Apatity,56,7337.0,792.0,2,False,True,False,5
2,Apatity,57,7338.0,780.0,2,False,True,False,3|5
2,Apatity,58,7339.0,780.0,2,False,True,False,3|5
3,Ivalo,0,7168.0,719.0,10,False,True,True,4|42
3,Ivalo,1,7174.0,714.0,8,False,False,True,42
3,Ivalo,2,7179.0,709.0,8,False,False,True,42
3,Ivalo,3,7185.0,709.0,8,False,False,True,42
3,Ivalo,4,7190.0,705.0,8,False,False,True,42
3,Ivalo,5,7194.0,709.0,8,False,False,True,42
3,Ivalo,6,7198.0,700.0,8,False,False,True,42
3,Ivalo,7,7205.0,690.0,8,False,False,True,42
3,Ivalo,8,7214.0,686.0,8,False,False,True,42
3,Ivalo,9,7221.0,677.0,8,False,False,True,42
3,Ivalo,10,7226.0,677.0,8,False,False,True,42
3,Ivalo,11,7232.0,664.0,8,False,False,True,42
3,Ivalo,12,7238.0,657.0,8,False,False,True,42
3,Ivalo,13,7252.0,648.0,8,False,False,True,42
3,Ivalo,14,7262.0,644.0,8,False,False,True,42
3,Ivalo,15,7268.0,644.0,9,True,False,True,42
3,Ivalo,16,7277.0,646.0,1,True,False,False,
3,Ivalo,17,7284.0,645.0,1,True,False,False,
3,Ivalo,18,7291.0,646.0,1,True,False,False,
3,Ivalo,19,7294.0,648.0,1,True,False,False,
3,Ivalo,20,7294.0,654.0,1,True,False,False,
3,Ivalo,21,7296.0,658.0,1,True,False,False,
3,Ivalo,22,7291.0,661.0,1,True,False,False,
3,Ivalo,23,7294.0,668.0,1,True,False,False,
3,Ivalo,24,7299.0,663.0,1,True,False,False,
3,Ivalo,25,7307.0,663.0,1,True,False,False,
3,Ivalo,26,7311.0,659.0,1,True,False,False,
3,Ivalo,27,7312.0,654.0,1,True,False,False,
3,Ivalo,28,7319.0,655.0,1,True,False,False,
3,Ivalo,29,7317.0,664.0,1,True,False,False,
3,Ivalo,30,7319.0,666.0,1,True,False,False,
3,Ivalo,31,7322.0,663.0,1,True,False,False,
3,Ivalo,32,7322.0,658.0,1,True,False,False,
3,Ivalo,33,7326.0,653.0,1,True,False,False,
3,Ivalo,34,7332.0,654.0,1,True,False,False,
3,Ivalo,35,7332.0,657.0,1,True,False,False,
3,Ivalo,36,7348.0,657.0,1,True,False,False,
3,Ivalo,37,7359.0,664.0,1,True,False,False,
3,Ivalo,38,7359.0,658.0,1,True,False,False,
3,Ivalo,39,7361.0,655.0,1,True,False,False,
3,Ivalo,40,7358.0,651.0,1,True,False,False,
3,Ivalo,41,7361.0,650.0,1,True,False,False,
3,Ivalo,42,7367.0,653.0,1,True,False,False,
3,Ivalo,43,7371.0,652.0,1,True,False,False,
3,Ivalo,44,7363.0,644.0,1,True,False,False,
3,Ivalo,45,7369.0,644.0,1,True,False,False,
3,Ivalo,46,7371.0,646.0,1,True,False,False,
3,Ivalo,47,7380.0,647.0,1,True,False,False,
3,Ivalo,48,7384.0,652.0,1,True,False,False,
3,Ivalo,49,7388.0,652.0,1,True,False,False,
3,Ivalo,50,7389.0,650.0,1,True,False,False,
3,Ivalo,51,7395.0,650.0,1,True,False,False,
3,Ivalo,52,7397.0,652.0,1,True,False,False,
3,Ivalo,53,7402.0,653.0,1,True,False,False,
3,Ivalo,54,7402.0,657.0,1,True,False,False,
3,Ivalo,55,7399.0,660.0,1,True,False,False,
3,Ivalo,56,7399.0,663.0,1,True,False,False,
3,Ivalo,57,7382.0,663.0,1,True,False,False,
3,Ivalo,58,7380.0,659.0,1,True,False,False,
3,Ivalo,59,7374.0,659.0,1,True,False,False,
3,Ivalo,60,7371.0,661.0,1,True,False,False,
3,Ivalo,61,7372.0,665.0,1,True,False,False,
3,Ivalo,62,7382.0,665.0,1,True,False,False,
3,Ivalo,63,7384.0,670.0,1,True,False,False,
3,Ivalo,64,7397.0,670.0,3,True,True,False,1
3,Ivalo,65,7375.0,684.0,2,False,True,False,1
3,Ivalo,66,7368.0,695.0,2,False,True,False,1
3,Ivalo,67,7371.0,711.0,2,False,True,False,1
3,Ivalo,68,7380.0,721.0,2,False,True,False,1
3,Ivalo,69,7396.0,720.0,2,False,True,False,1|2
3,Ivalo,70,7388.0,739.0,2,False,True,False,2
3,Ivalo,71,7358.0,767.0,2,False,True,False,2
3,Ivalo,72,7345.0,771.0,2,False,True,False,2
3,Ivalo,73,7339.0,780.0,2,False,True,False,2|5
3,Ivalo,74,7338.0,780.0,2,False,True,False,2|5
3,Ivalo,75,7257.0,787.0,2,False,True,False,4|5
3,Ivalo,76,7211.0,776.0,2,False,True,False,4
3,Ivalo,77,7207.0,771.0,2,False,True,False,4
3,Ivalo,78,7203.0,757.0,2,False,True,False,4
3,Ivalo,79,7192.0,752.0,2,False,True,False,4
3,Ivalo,80,7192.0,746.0,2,False,True,False,4
3,Ivalo,81,7184.0,744.0,2,False,True,False,4
3,Ivalo,82,7174.0,735.0,2,False,True,False,4
4,Enontekiö,0,7118.0,757.0,8,False,False,True,22
4,Enontekiö,1,7113.0,746.0,8,False,False,True,22
4,Enontekiö,2,7101.0,729.0,8,False,False,True,22
4,Enontekiö,3,7088.0,719.0,8,False,False,True,22
4,Enontekiö,4,7086.0,714.0,8,False,False,True,22
4,Enontekiö,5,7077.0,706.0,8,False,False,True,22
4,Enontekiö,6,7073.0,698.0,8,False,False,True,22|42
4,Enontekiö,7,7078.0,680.0,8,False,False,True,42
4,Enontekiö,8,7089.0,682.0,8,False,False,True,42
4,Enontekiö,9,7103.0,689.0,8,False,False,True,42
4,Enontekiö,10,7109.0,698.0,8,False,False,True,42
4,Enontekiö,11,7118.0,703.0,8,False,False,True,42
4,Enontekiö,12,7125.0,715.0,8,False,False,True,42
4,Enontekiö,13,7138.0,720.0,8,False,False,True,42
4,Enontekiö,14,7168.0,719.0,10,False,True,True,3|42
4,Enontekiö,15,7174.0,735.0,2,False,True,False,3
4,Enontekiö,16,7184.0,744.0,2,False,True,False,3
4,Enontekiö,17,7192.0,746.0,2,False,True,False,3
4,Enontekiö,18,7192.0,752.0,2,False,True,False,3
4,Enontekiö,19,7203.0,757.0,2,False,True,False,3
4,Enontekiö,20,7207.0,771.0,2,False,True,False,3
4,Enontekiö,21,7211.0,776.0,2,False,True,False,3
4,Enontekiö,22,7257.0,787.0,2,False,True,False,3|5
4,Enontekiö,23,7252.0,797.0,2,False,True,False,5
4,Enontekiö,24,7243.0,804.0,2,False,True,False,5
4,Enontekiö,25,7213.0,815.0,2,False,True,False,5
4,Enontekiö,26,7198.0,828.0,2,False,True,False,5
4,Enontekiö,27,7168.0,839.0,2,False,True,False,5
4,Enontekiö,28,7159.0,845.0,2,False,True,False,5
4,Enontekiö,29,7155.0,854.0,2,False,True,False,5
4,Enontekiö,30,7155.0,858.0,2,False,True,False,5
4,Enontekiö,31,7149.0,867.0,2,False,True,False,5
4,Enontekiö,32,7146.0,868.0,10,False,True,True,5|22
4,Enontekiö,33,7140.0,841.0,8,False,False,True,22
4,Enontekiö,34,7120.0,791.0,8,False,False,True,22
4,Enontekiö,35,7120.0,772.0,8,False,False,True,22
5,Rovaniemi,0,7149.0,867.0,2,False,True,False,4
5,Rovaniemi,1,7155.0,858.0,2,False,True,False,4
5,Rovaniemi,2,7155.0,854.0,2,False,True,False,4
5,Rovaniemi,3,7159.0,845.0,2,False,True,False,4
5,Rovaniemi,4,7168.0,839.0,2,False,True,False,4
5,Rovaniemi,5,7198.0,828.0,2,False,True,False,4
5,Rovaniemi,6,7213.0,815.0,2,False,True,False,4
5,Rovaniemi,7,7243.0,804.0,2,False,True,False,4
5,Rovaniemi,8,7252.0,797.0,2,False,True,False,4
5,Rovaniemi,9,7257.0,787.0,2,False,True,False,3|4
5,Rovaniemi,10,7338.0,780.0,2,False,True,False,2|3
5,Rovaniemi,11,7337.0,792.0,2,False,True,False,2
5,Rovaniemi,12,7332.0,807.0,2,False,True,False,2|20
5,Rovaniemi,13,7317.0,822.0,2,False,True,False,20
5,Rovaniemi,14,7311.0,845.0,2,False,True,False,20
5,Rovaniemi,15,7309.0,869.0,2,False,True,False,20
5,Rovaniemi,16,7303.0,878.0,2,False,True,False,19|20
5,Rovaniemi,17,7293.0,880.0,2,False,True,False,19
5,Rovaniemi,18,7276.0,891.0,2,False,True,False,19
5,Rovaniemi,19,7270.0,893.0,2,False,True,False,19
5,Rovaniemi,20,7260.0,895.0,2,False,True,False,19
5,Rovaniemi,21,7239.0,905.0,2,False,True,False,19
5,Rovaniemi,22,7228.0,921.0,2,False,True,False,19
5,Rovaniemi,23,7222.0,939.0,3,True,True,False,19
5,Rovaniemi,24,7215.0,936.0,3,True,True,False,6
5,Rovaniemi,25,7210.0,928.0,2,False,True,False,6
5,Rovaniemi,26,7199.0,921.0,2,False,True,False,6
5,Rovaniemi,27,7190.0,919.0,2,False,True,False,6
5,Rovaniemi,28,7184.0,915.0,2,False,True,False,6
5,Rovaniemi,29,7174.0,917.0,2,False,True,False,6
5,Rovaniemi,30,7170.0,911.0,3,True,True,False,6
5,Rovaniemi,31,7172.0,895.0,1,True,False,False,
5,Rovaniemi,32,7165.0,894.0,1,True,False,False,
5,Rovaniemi,33,7164.0,893.0,1,True,False,False,
5,Rovaniemi,34,7156.0,885.0,1,True,False,False,
5,Rovaniemi,35,7153.0,884.0,1,True,False,False,
5,Rovaniemi,36,7152.0,880.0,1,True,False,False,
5,Rovaniemi,37,7148.0,880.0,1,True,False,False,
5,Rovaniemi,38,7148.0,882.0,1,True,False,False,
5,Rovaniemi,39,7142.0,883.0,1,True,False,False,
5,Rovaniemi,40,7141.0,881.0,9,True,False,True,22
5,Rovaniemi,41,7141.0,875.0,8,False,False,True,22
5,Rovaniemi,42,7144.0,872.0,8,False,False,True,22
5,Rovaniemi,43,7145.0,871.0,8,False,False,True,22
5,Rovaniemi,44,7146.0,868.0,10,False,True,True,4|22
6,Oulu,0,7177.0,932.0,1,True,False,False,
6,Oulu,1,7176.0,928.0,1,True,False,False,
6,Oulu,2,7174.0,924.0,1,True,False,False,
6,Oulu,3,7171.0,921.0,1,True,False,False,
6,Oulu,4,7170.0,911.0,3,True,True,False,5
6,Oulu,5,7174.0,917.0,2,False,True,False,5
6,Oulu,6,7184.0,915.0,2,False,True,False,5
6,Oulu,7,7190.0,919.0,2,False,True,False,5
6,Oulu,8,7199.0,921.0,2,False,True,False,5
6,Oulu,9,7210.0,928.0,2,False,True,False,5
6,Oulu,10,7215.0,936.0,3,True,True,False,5
6,Oulu,11,7216.0,943.0,1,True,False,False,
6,Oulu,12,7219.0,949.0,3,True,True,False,7
6,Oulu,13,7221.0,958.0,2,False,True,False,7
6,Oulu,14,7217.0,962.0,2,False,True,False,7
6,Oulu,15,7206.0,966.0,2,False,True,False,7
6,Oulu,16,7193.0,962.0,2,False,True,False,7
6,Oulu,17,7188.0,966.0,2,False,True,False,7
6,Oulu,18,7175.0,959.0,2,False,True,False,7
6,Oulu,19,7169.0,961.0,2,False,True,False,7
6,Oulu,20,7165.0,959.0,2,False,True,False,7
6,Oulu,21,7163.0,959.0,2,False,True,False,7
6,Oulu,22,7160.0,948.0,2,False,True,False,7
6,Oulu,23,7161.0,943.0,2,False,True,False,7
6,Oulu,24,7165.0,940.0,3,True,True,False,7
6,Oulu,25,7170.0,940.0,1,True,False,False,
6,Oulu,26,7172.0,943.0,1,True,False,False,
6,Oulu,27,7177.0,943.0,1,True,False,False,
6,Oulu,28,7177.0,940.0,1,True,False,False,
6,Oulu,29,7171.0,934.0,1,True,False,False,
6,Oulu,30,7172.0,932.0,1,True,False,False,
6,Oulu,31,7174.0,932.0,1,True,False,False,
6,Oulu,32,7177.0,935.0,1,True,False,False,
6,Oulu,33,7178.0,934.0,1,True,False,False,
7,Kokkola,0,7112.0,1010.0,1,True,False,False,
7,Kokkola,1,7116.0,1008.0,1,True,False,False,
7,Kokkola,2,7117.0,1001.0,1,True,False,False,
7,Kokkola,3,7125.0,992.0,1,True,False,False,
7,Kokkola,4,7137.0,971.0,1,True,False,False,
7,Kokkola,5,7144.0,969.0,1,True,False,False,
7,Kokkola,6,7144.0,965.0,1,True,False,False,
7,Kokkola,7,7141.0,963.0,1,True,False,False,
7,Kokkola,8,7145.0,956.0,1,True,False,False,
7,Kokkola,9,7144.0,949.0,1,True,False,False,
7,Kokkola,10,7155.0,939.0,1,True,False,False,
7,Kokkola,11,7165.0,940.0,3,True,True,False,6
7,Kokkola,12,7161.0,943.0,2,False,True,False,6
7,Kokkola,13,7160.0,948.0,2,False,True,False,6
7,Kokkola,14,7163.0,959.0,2,False,True,False,6
7,Kokkola,15,7165.0,959.0,2,False,True,False,6
7,Kokkola,16,7169.0,961.0,2,False,True,False,6
7,Kokkola,17,7175.0,959.0,2,False,True,False,6
7,Kokkola,18,7188.0,966.0,2,False,True,False,6
7,Kokkola,19,7193.0,962.0,2,False,True,False,6
7,Kokkola,20,7206.0,966.0,2,False,True,False,6
7,Kokkola,21,7217.0,962.0,2,False,True,False,6
7,Kokkola,22,7221.0,958.0,2,False,True,False,6
7,Kokkola,23,7219.0,949.0,3,True,True,False,6
7,Kokkola,24,7221.0,948.0,1,True,False,False,
7,Kokkola,25,7227.0,949.0,1,True,False,False,
7,Kokkola,26,7228.0,956.0,1,True,False,False,
7,Kokkola,27,7231.0,959.0,1,True,False,False,
7,Kokkola,28,7244.0,957.0,3,True,True,False,19
7,Kokkola,29,7249.0,959.0,2,False,True,False,19
7,Kokkola,30,7248.0,982.0,2,False,True,False,19
7,Kokkola,31,7245.0,992.0,2,False,True,False,19
7,Kokkola,32,7248.0,1001.0,2,False,True,False,18|19
7,Kokkola,33,7229.0,1012.0,2,False,True,False,18
7,Kokkola,34,7228.0,1019.0,2,False,True,False,18
7,Kokkola,35,7229.0,1032.0,2,False,True,False,18
7,Kokkola,36,7231.0,1040.0,2,False,True,False,18
7,Kokkola,37,7228.0,1044.0,2,False,True,False,18
7,Kokkola,38,7225.0,1047.0,2,False,True,False,12|18
7,Kokkola,39,7216.0,1047.0,2,False,True,False,12
7,Kokkola,40,7208.0,1045.0,2,False,True,False,12
7,Kokkola,41,7199.0,1047.0,2,False,True,False,12
7,Kokkola,42,7179.0,1059.0,2,False,True,False,12
7,Kokkola,43,7171.0,1061.0,2,False,True,False,12
7,Kokkola,44,7164.0,1059.0,2,False,True,False,12
7,Kokkola,45,7156.0,1060.0,2,False,True,False,12
7,Kokkola,46,7148.0,1064.0,2,False,True,False,12
7,Kokkola,47,7134.0,1080.0,2,False,True,False,12
7,Kokkola,48,7128.0,1083.0,2,False,True,False,12
7,Kokkola,49,7122.0,1095.0,2,False,True,False,12
7,Kokkola,50,7122.0,1102.0,2,False,True,False,9|12
7,Kokkola,51,7090.0,1099.0,2,False,True,False,9
7,Kokkola,52,7086.0,1095.0,2,False,True,False,8|9
7,Kokkola,53,7089.0,1092.0,2,False,True,False,8
7,Kokkola,54,7091.0,1086.0,2,False,True,False,8
7,Kokkola,55,7087.0,1075.0,2,False,True,False,8
7,Kokkola,56,7079.0,1070.0,3,True,True,False,8
7,Kokkola,57,7079.0,1069.0,3,True,True,False,8
7,Kokkola,58,7081.0,1063.0,1,True,False,False,
7,Kokkola,59,7079.0,1056.0,1,True,False,False,
7,Kokkola,60,7076.0,1054.0,1,True,False,False,
7,Kokkola,61,7076.0,1052.0,1,True,False,False,
7,Kokkola,62,7077.0,1050.0,1,True,False,False,
7,Kokkola,63,7082.0,1049.0,1,True,False,False,
7,Kokkola,64,7085.0,1050.0,1,True,False,False,
7,Kokkola,65,7086.0,1036.0,1,True,False,False,
7,Kokkola,66,7091.0,1034.0,1,True,False,False,
7,Kokkola,67,7093.0,1040.0,1,True,False,False,
7,Kokkola,68,7096.0,1038.0,1,True,False,False,
7,Kokkola,69,7096.0,1033.0,1,True,False,False,
7,Kokkola,70,7088.0,1028.0,1,True,False,False,
7,Kokkola,71,7087.0,1028.0,1,True,False,False,
7,Kokkola,72,7088.0,1025.0,1,True,False,False,
7,Kokkola,73,7092.0,1024.0,1,True,False,False,
7,Kokkola,74,7093.0,1021.0,1,True,False,False,
7,Kokkola,75,7098.0,1024.0,1,True,False,False,
7,Kokkola,76,7103.0,1023.0,1,True,False,False,
7,Kokkola,77,7103.0,1019.0,1,True,False,False,
7,Kokkola,78,7105.0,1019.0,1,True,False,False,
7,Kokkola,79,7105.0,1021.0,1,True,False,False,
7,Kokkola,80,7108.0,1021.0,1,True,False,False,
7,Kokkola,81,7108.0,1019.0,1,True,False,False,
7,Kokkola,82,7111.0,1017.0,1,True,False,False,
8,Vaasa,0,7086.0,1095.0,2,False,True,False,7|9
8,Vaasa,1,7083.0,1096.0,2,False,True,False,9
8,Vaasa,2,7072.0,1105.0,2,False,True,False,9
8,Vaasa,3,7063.0,1104.0,2,False,True,False,9
8,Vaasa,4,7056.0,1100.0,2,False,True,False,9
8,Vaasa,5,7052.0,1094.0,3,True,True,False,9
8,Vaasa,6,7055.0,1090.0,1,True,False,False,
8,Vaasa,7,7056.0,1082.0,1,True,False,False,
8,Vaasa,8,7055.0,1078.0,1,True,False,False,
8,Vaasa,9,7051.0,1076.0,1,True,False,False,
8,Vaasa,10,7046.0,1078.0,1,True,False,False,
8,Vaasa,11,7045.0,1074.0,1,True,False,False,
8,Vaasa,12,7044.0,1075.0,1,True,False,False,
8,Vaasa,13,7040.0,1073.0,1,True,False,False,
8,Vaasa,14,7042.0,1070.0,1,True,False,False,
8,Vaasa,15,7046.0,1068.0,1,True,False,False,
8,Vaasa,16,7050.0,1068.0,1,True,False,False,
8,Vaasa,17,7051.0,1071.0,1,True,False,False,
8,Vaasa,18,7055.0,1071.0,1,True,False,False,
8,Vaasa,19,7055.0,1073.0,1,True,False,False,
8,Vaasa,20,7057.0,1073.0,1,True,False,False,
8,Vaasa,21,7060.0,1071.0,1,True,False,False,
8,Vaasa,22,7062.0,1067.0,1,True,False,False,
8,Vaasa,23,7064.0,1067.0,1,True,False,False,
8,Vaasa,24,7064.0,1070.0,1,True,False,False,
8,Vaasa,25,7065.0,1071.0,1,True,False,False,
8,Vaasa,26,7068.0,1073.0,1,True,False,False,
8,Vaasa,27,7072.0,1073.0,1,True,False,False,
8,Vaasa,28,7076.0,1072.0,1,True,False,False,
8,Vaasa,29,7079.0,1070.0,3,True,True,False,7
8,Vaasa,30,7087.0,1075.0,2,False,True,False,7
8,Vaasa,31,7091.0,1086.0,2,False,True,False,7
8,Vaasa,32,7089.0,1092.0,2,False,True,False,7
9,Pori,0,7065.0,1181.0,1,True,False,False,
9,Pori,1,7060.0,1168.0,1,True,False,False,
9,Pori,2,7054.0,1156.0,1,True,False,False,
9,Pori,3,7054.0,1149.0,1,True,False,False,
9,Pori,4,7057.0,1146.0,1,True,False,False,
9,Pori,5,7057.0,1138.0,1,True,False,False,
9,Pori,6,7051.0,1131.0,1,True,False,False,
9,Pori,7,7045.0,1130.0,1,True,False,False,
9,Pori,8,7044.0,1119.0,1,True,False,False,
9,Pori,9,7040.0,1112.0,1,True,False,False,
9,Pori,10,7052.0,1094.0,3,True,True,False,8
9,Pori,11,7056.0,1100.0,2,False,True,False,8
9,Pori,12,7063.0,1104.0,2,False,True,False,8
9,Pori,13,7072.0,1105.0,2,False,True,False,8
9,Pori,14,7083.0,1096.0,2,False,True,False,8
9,Pori,15,7086.0,1095.0,2,False,True,False,7|8
9,Pori,16,7090.0,1099.0,2,False,True,False,7
9,Pori,17,7122.0,1102.0,2,False,True,False,7|12
9,Pori,18,7127.0,1108.0,2,False,True,False,12
9,Pori,19,7129.0,1112.0,2,False,True,False,12
9,Pori,20,7127.0,1125.0,2,False,True,False,12
9,Pori,21,7133.0,1144.0,2,False,True,False,12
9,Pori,22,7131.0,1149.0,2,False,True,False,12
9,Pori,23,7137.0,1157.0,2,False,True,False,12
9,Pori,24,7135.0,1164.0,2,False,True,False,12
9,Pori,25,7140.0,1177.0,2,False,True,False,12|13
9,Pori,26,7132.0,1176.0,2,False,True,False,13
9,Pori,27,7128.0,1180.0,2,False,True,False,13
9,Pori,28,7124.0,1186.0,2,False,True,False,13
9,Pori,29,7121.0,1191.0,2,False,True,False,13
9,Pori,30,7120.0,1201.0,2,False,True,False,13
9,Pori,31,7114.0,1210.0,3,True,True,False,13
9,Pori,32,7109.0,1222.0,3,True,True,False,11
9,Pori,33,7096.0,1225.0,2,False,True,False,11
9,Pori,34,7081.0,1231.0,2,False,True,False,11
9,Pori,35,7063.0,1240.0,3,True,True,False,11
9,Pori,36,7062.0,1235.0,1,True,False,False,
9,Pori,37,7063.0,1224.0,1,True,False,False,
9,Pori,38,7065.0,1215.0,1,True,False,False,
9,Pori,39,7070.0,1207.0,1,True,False,False,
9,Pori,40,7066.0,1192.0,1,True,False,False,
10,Manchester,0,5950.0,1621.0,2,False,True,False,232|234
10,Manchester,1,5937.0,1606.0,2,False,True,False,232
10,Manchester,2,5945.0,1586.0,2,False,True,False,232
10,Manchester,3,5965.0,1581.0,2,False,True,False,232|235
10,Manchester,4,5981.0,1594.0,2,False,True,False,234|235
10,Manchester,5,5980.0,1607.0,2,False,True,False,234
10,Manchester,6,5969.0,1618.0,2,False,True,False,234
11,Turku,0,7063.0,1240.0,3,True,True,False,9
11,Turku,1,7081.0,1231.0,2,False,True,False,9
11,Turku,2,7096.0,1225.0,2,False,True,False,9
11,Turku,3,7109.0,1222.0,3,True,True,False,9
11,Turku,4,7112.0,1222.0,1,True,False,False,
11,Turku,5,7129.0,1212.0,1,True,False,False,
11,Turku,6,7136.0,1211.0,3,True,True,False,13
11,Turku,7,7146.0,1218.0,1,True,False,False,
11,Turku,8,7157.0,1220.0,3,True,True,False,13
11,Turku,9,7161.0,1212.0,2,False,True,False,13
11,Turku,10,7183.0,1209.0,3,True,True,False,13
11,Turku,11,7186.0,1214.0,1,True,False,False,
11,Turku,12,7189.0,1212.0,1,True,False,False,
11,Turku,13,7190.0,1209.0,3,True,True,False,164
11,Turku,14,7187.0,1230.0,2,False,True,False,164
11,Turku,15,7179.0,1242.0,2,False,True,False,164
11,Turku,16,7179.0,1249.0,2,False,True,False,164
11,Turku,17,7182.0,1255.0,2,False,True,False,164
11,Turku,18,7184.0,1256.0,2,False,True,False,14|164
11,Turku,19,7179.0,1263.0,2,False,True,False,14
11,Turku,20,7181.0,1272.0,2,False,True,False,14
11,Turku,21,7183.0,1280.0,2,False,True,False,14
11,Turku,22,7186.0,1287.0,3,True,True,False,14
11,Turku,23,7180.0,1290.0,1,True,False,False,
11,Turku,24,7174.0,1296.0,1,True,False,False,
