segment_id,location_id,type,medium,x1,y1,x2,y2,length,node_a,node_b
155,-1,0,sea,13487.0,670.0,13496.26,689.0,21.136404613841115,17489,17495
156,1638,0,land,7302.0,5174.0,7326.17,5181.68,25.36082214755681,9015,9093
157,242,0,land,5832.92,1252.81,5848.0,1147.0,106.8791958240704,6161,6182
158,1460,0,land,6721.0,5102.0,6732.3,5102.900000000001,11.335784048754858,7462,7490
159,3157,0,land,8531.4,1437.6200000000001,8587.0,1424.0,57.243902732081814,11630,11701
160,1301,0,land,4379.0,5090.0,4421.09,5078.900000000001,43.529048921381225,4953,5009
161,862,0,land,3172.29,2578.82,3218.0,2570.0,46.553157787630326,2775,2850
162,2184,0,land,9737.960000000001,3471.96,9787.0,3436.0,60.811538378829965,13033,13100
163,2594,0,land,10424.0,2360.0,10433.0,2428.0,68.59300255857006,13717,13731
164,-1,0,sea,622.0,1257.0,717.0,1372.0,149.164338901763,236,273
165,375,0,land,7118.7,2464.05,7150.0,2453.0,33.193259857989474,8485,8552
166,1670,0,land,7038.0,5015.0,7054.9800000000005,5062.0,49.97319681589338,8292,8327
167,-1,0,sea,12644.0,6021.0,12651.0,5939.0,82.29823813423954,16820,16830
168,852,0,land,3260.0,2529.0,3301.73,2544.08,44.37115391783269,2926,3004
169,2924,0,land,10765.210000000001,1480.81,10863.0,1457.0,100.64690854666036,14143,14290
170,-1,0,sea,12706.0,5190.0,12745.0,5023.0,171.49344010777787,16885,16935
171,2256,0,land,10447.95,3512.1,10486.0,3556.0,58.09485777588196,13749,13773
172,-1,0,sea,111.0,2624.0,210.0,2542.0,128.5496013218244,61,94
173,-1,0,sea,7593.0,3005.0,7630.0,2902.0,109.4440496326776,9780,9870
174,2686,0,land,12221.0,4997.0,12309.0,5051.35,103.43076186512424,16404,16465
175,3280,0,land,7014.0,1945.0,7015.21,1966.05,21.08474804212747,8228,8233
176,1833,0,land,7567.0,3939.0,7582.0,3931.0,17.0,9725,9757
177,2674,0,land,10500.0,4072.0,10536.5,4122.5,62.30971031869752,13793,13839
178,-1,0,sea,2878.0,5943.0,2886.0,6115.0,172.18594600024707,2358,2369
179,97,0,land,7766.3,1930.22,7790.0,1918.0,26.66492827667069,10160,10209
180,2354,0,land,10371.0,3090.0,10377.84,3160.7000000000003,71.03010347732882,13650,13656
181,3046,0,land,11214.0,1844.0,11215.77,1746.3700000000001,97.64604344262996,14886,14891
182,1936,0,land,5626.0,3867.0,5650.17,3859.04,25.447013577235424,5925,5952
183,3197,0,land,8182.0,1785.0,8233.04,1789.69,51.25502609500935,11013,11130
184,2088,0,land,8347.0,2602.2000000000003,8407.75,2632.5,67.88705694018546,11364,11445
185,-1,0,sea,12487.0,2605.0,12620.0,2558.0,141.06027080648894,16641,16794
186,2850,0,land,7466.24,1343.9,7508.0,1322.0,47.15408359834832,9469,9588
187,-1,0,sea,11281.0,3222.0,11371.0,3233.0,90.6697303403953,14987,15119
188,979,0,land,3234.0,3859.0,3295.7200000000003,3862.58,61.82373977688531,2880,2989
189,-1,0,sea,7870.0,5600.0,7971.0,5522.0,127.61269529321916,10385,10580
190,2620,0,land,11482.0,4446.0,11502.300000000001,4438.1,21.78302091079285,15310,15366
191,-1,0,sea,3010.0,6458.0,3081.0,6349.0,130.08458786497346,2515,2628
192,2696,0,land,11625.0,5597.0,11707.67,5607.66,83.35445099093394,15653,15831
193,-1,0,sea,7067.0,1034.0,7070.0,1073.0,39.11521443121589,8359,8364
194,-1,0,sea,13559.0,5697.0,13573.0,5616.0,82.20097323024831,17537,17550
195,-1,0,sea,3726.0,6419.0,3802.0,6448.0,81.34494452638098,3921,4078
196,-1,0,sea,11003.0,4595.0,11004.0,4603.0,8.06225774829855,14511,14512
197,-1,0,sea,3790.0,6372.0,3851.0,6335.0,71.34423592694787,4059,4173
198,-1,0,sea,10676.0,3744.0,10684.0,3864.0,120.26637102698326,14027,14039
199,1087,0,land,3802.0,4485.0,3845.23,4456.06,52.02265371931711,4077,4159
200,166,0,land,6903.0,2097.55,6904.97,2084.33,13.365975460100461,7946,7952
201,-1,0,sea,7515.0,4335.0,7521.0,4350.0,16.15549442140351,9608,9625
202,2460,0,land,9546.62,2252.08,9592.0,2259.0,45.90458364912951,12742,12813
203,2163,0,land,9557.78,3342.19,9600.0,3283.0,72.70477632177924,12759,12821
204,534,0,land,2062.48,2097.51,2087.0,2153.0,60.66605723137094,1403,1422
205,1534,0,land,6766.5,3140.15,6787.0,3153.0,24.194472509232302,7586,7636
206,2388,0,land,10831.2,3302.6,10863.0,3359.0,64.74720071169072,14251,14291
207,-1,0,sea,9676.0,3896.0,9708.0,3855.0,52.009614495783374,12933,12972
208,727,0,land,1983.51,1038.47,1985.0,1066.0,27.570291982494464,1319,1322
209,1876,0,land,5811.18,4131.29,5837.0,4148.95,31.281751869100614,6144,6169
210,1183,0,land,4213.9,4156.17,4254.0,4104.0,65.80059954134185,4725,4790
211,1861,0,land,5631.38,4101.87,5663.0,4101.0,31.631966426385713,5931,5972
212,501,0,land,1277.0,2158.0,1315.06,2175.52,41.898854399613306,558,590
213,-1,0,sea,13423.0,2823.0,13542.0,2874.0,129.46814279968643,17442,17529
214,1830,0,land,7345.0,4108.0,7377.89,4106.6,32.9197828060882,9146,9220
215,667,0,land,330.0,1142.0,524.55,1018.5500000000001,230.4118161032545,132,202
216,1885,0,land,6064.86,4070.28,6103.0,4043.0,46.89198225709845,6489,6540
217,2887,0,land,9848.98,1443.83,9939.0,1405.0,98.03759125967994,13165,13254
218,1721,0,land,7998.0,4062.0,8030.81,4105.4,54.40639760175263,10633,10692
219,-1,0,sea,8806.0,5038.0,8845.0,4867.0,175.3909917869216,11919,11951
220,-1,0,sea,12558.0,1903.0,12651.0,1996.0,131.52186130069785,16727,16828
221,2595,0,land,10108.0,2449.0,10169.0,2452.35,61.09191845080656,13430,13475
222,2528,0,land,11592.67,2485.33,11627.0,2448.0,50.71565635974743,15581,15657
223,2150,0,land,9320.51,3058.46,9337.0,2977.0,83.11228368899509,12473,12490
224,1226,0,land,4034.0,4798.0,4067.88,4769.400000000001,44.337505568085085,4465,4510
225,2221,0,land,9431.0,3547.0,9466.18,3588.0,54.024368575671666,12610,12632
226,1213,0,land,3907.16,5030.92,3929.0,4996.0,41.187279589698704,4270,4307
227,-1,0,sea,11694.0,3687.0,11779.0,3552.0,159.53056133543816,15809,15943
228,452,0,land,1282.16,1629.8,1298.0,1606.0,28.589256723461617,565,577
229,2827,0,land,8581.3,1020.5,8650.0,1011.32,69.31062256249109,11695,11767
230,1656,0,land,7446.9400000000005,4628.06,7460.0,4696.0,69.18386517100596,9409,9449
231,2827,0,land,8522.0,1019.0,8581.3,1020.5,59.31896829851235,11620,11695
232,-1,0,sea,8926.0,313.0,9055.0,296.0,130.11533345459327,12024,12157
233,-1,0,sea,5064.0,4716.0,5241.0,4711.0,177.0706073858674,5535,5587
234,-1,0,sea,507.0,4851.0,670.0,4960.0,196.08671551127577,195,253
235,-1,0,sea,12806.89,5503.77,12825.0,5506.0,18.246780537947487,16980,16989
236,1658,0,land,7387.26,4589.92,7431.0,4551.0,58.54873183938305,9247,9371
237,2915,0,land,10009.11,1507.79,10073.0,1623.0,131.73942538207737,13319,13389
238,12,0,land,7189.0,1095.0,7257.75,1063.13,75.77769724661731,8673,8891
239,1389,0,land,7832.57,4548.7300000000005,7891.0,4538.0,59.40705176997125,10300,10428
240,-1,0,sea,1474.0,327.0,1517.0,479.0,157.96518603793686,751,790
241,333,0,land,6985.14,2216.59,7002.0,2200.0,23.653492342569496,8157,8204
242,-1,0,sea,12542.0,1622.0,12628.0,1513.0,138.84163640637487,16706,16802
243,100,0,land,7566.0,1812.0,7602.52,1877.19,74.7224631553326,9720,9803
244,835,0,land,3703.5,1836.5,3761.0,1784.0,77.86205751198719,3871,3990
245,199,0,land,5489.12,2643.53,5541.0,2642.0,51.90255581375557,5757,5822
246,2415,0,land,11170.35,2736.42,11177.0,2700.0,37.022140672846035,14824,14836
247,3021,0,land,11634.82,906.71,11708.0,928.0,76.21401773952113,15672,15832
248,-1,0,sea,6445.0,1303.0,6473.84,1301.16,28.898636646042803,6950,6987
249,1248,0,land,4344.49,5292.06,4362.0,5289.0,17.77536778803775,4906,4931
250,-1,0,sea,10915.0,3828.0,10932.0,3850.0,27.80287754891569,14375,14400
251,-1,0,sea,5826.0,5382.0,5959.0,5397.0,133.843191832831,6155,6348
252,-1,0,sea,273.0,2792.0,304.0,3010.0,220.19309707617992,118,126
253,-1,0,sea,11609.4,2287.2000000000003,11627.0,2290.0,17.821335527956688,15619,15656
254,2074,0,land,8094.0,2572.0,8097.1,2598.3,26.48206940554329,10827,10832
255,-1,0,sea,5716.0,1758.0,5781.0,1777.0,67.72001181334805,6032,6112
256,1304,0,land,4436.0,5174.0,4441.63,5194.78,21.529173230758087,5029,5037
257,-1,0,sea,5163.0,5241.0,5304.0,5179.0,154.02921800749363,5562,5612
258,-1,0,sea,3338.0,5023.0,3354.0,5179.0,156.81836627130127,3064,3101
259,-1,0,sea,2051.0,5007.0,2121.0,5116.0,129.5414991421668,1388,1461
260,3288,0,land,9714.39,3935.19,9748.0,3916.0,38.70256063880065,12987,13056
261,3060,0,land,10946.0,1914.0,10979.92,1931.1200000000001,37.995536579972246,14417,14472
262,935,0,land,2772.65,3568.27,2835.0,3539.0,68.87855544362111,2210,2301
263,-1,0,sea,9653.0,935.0,9658.0,968.0,33.37663853655727,12893,12911
264,-1,0,sea,3338.0,5023.0,3477.0,5135.0,178.5077029150283,3064,3322
265,-1,0,sea,3276.0,1774.0,3341.0,1774.0,65.0,2955,3074
266,179,0,land,6361.0,1745.0,6367.85,1736.53,10.89327315364879,6837,6849
267,3234,0,land,7872.54,1737.83,7896.0,1737.0,23.47467784656483,10389,10438
268,480,0,land,2399.0,1818.0,2401.37,1726.5,91.53068829633042,1775,1783
269,1305,0,land,4463.4400000000005,5086.11,4493.0,5136.0,57.989703396378935,5052,5074
270,-1,0,sea,10748.0,5023.0,10881.0,4945.0,154.18495387034366,14121,14328
271,-1,0,sea,10985.0,3571.0,11010.0,3489.0,85.72630868059116,14480,14518
272,1794,0,land,6958.97,4027.12,7011.0,4007.0,55.784722819065514,8086,8226
273,785,0,land,3888.0,1470.0,3929.2000000000003,1334.6000000000001,141.52950222480112,4237,4309
274,1891,0,land,6016.0,3992.0,6021.95,4051.82,60.115180279194185,6416,6432
275,-1,0,sea,10077.0,3463.0,10077.0,3650.0,187.0,13396,13397
276,2407,0,land,11094.0,2539.0,11152.5,2540.5,58.51922760939348,14695,14796
277,-1,0,sea,4040.0,6028.0,4141.0,6068.0,108.63240768757728,4472,4615
278,2707,0,land,11884.76,5188.9400000000005,11957.0,5182.0,72.57259262283507,16064,16139
279,1722,0,land,7966.85,3915.73,7976.0,3968.0,53.06482262290143,10570,10586
280,1892,0,land,5944.0,3971.0,6017.99,3954.9900000000002,75.70231304260102,6325,6422
281,-1,0,sea,13431.0,5179.0,13616.0,5194.0,185.60711193270586,17447,17567
282,1409,0,land,7177.0,5822.0,7177.8,5832.16,10.191447394752,8638,8641
283,-1,0,sea,7235.0,2842.0,7294.0,2865.0,63.324560795950255,8808,8990
284,2401,0,land,11169.0,2560.0,11197.0,2555.0,28.442925306655784,14820,14869
285,1814,0,land,7707.0,3939.0,7735.63,3871.25,73.55093065352747,10031,10093
286,-1,0,sea,8767.0,3712.0,8868.0,3603.0,148.60013458944107,11886,11972
287,1912,0,land,5460.0,3831.0,5477.88,3840.12,20.07159186512126,5730,5745
288,-1,0,sea,11481.0,312.0,11544.0,426.0,130.24976007655445,15305,15457
289,-1,0,sea,3884.0,2808.0,3998.0,2860.0,125.29964086141668,4228,4419
290,687,0,land,1515.5,1415.5,1567.0,1398.0,54.39209501388966,788,850
291,2919,0,land,10800.0,1336.0,10878.39,1259.81,109.31563566114372,14199,14322
292,2946,0,land,10700.53,492.08,10790.0,391.0,134.98906363109523,14058,14189
293,-1,0,sea,639.0,2839.0,709.0,2979.0,156.52475842498527,242,269
294,1733,0,land,7821.900000000001,3817.92,7889.0,3806.0,68.15054218419637,10276,10425
295,3084,0,land,8936.45,2188.82,8965.0,2122.0,72.66371102551796,12033,12056
296,872,0,land,1765.0,2842.0,1813.97,2884.01,64.52054711485343,1067,1121
297,-1,0,sea,140.0,1716.0,327.0,1653.0,197.327139542436,64,130
298,2097,0,land,8612.5,2753.4500000000003,8612.5,2683.2000000000003,70.25,11724,11723
299,-1,0,sea,421.0,1747.0,444.0,1638.0,111.40017953306898,166,172
300,1664,0,land,7088.42,4352.4400000000005,7107.0,4389.0,41.01036454361214,8411,8455
301,-1,0,sea,3660.0,3097.0,3761.0,3133.0,107.2240644631605,3776,3991
302,-1,0,sea,5068.0,4467.0,5202.0,4446.0,135.63554106501732,5536,5576
303,2132,0,land,9302.7,2768.78,9321.0,2761.0,19.885130122782112,12442,12474
304,-1,0,sea,2386.0,4524.0,2394.0,4383.0,141.2267680009707,1758,1765
305,1786,0,land,6866.76,4275.96,6891.0,4285.0,25.870817536366893,7839,7908
306,2888,0,land,10173.0,322.0,10226.64,339.01,56.2724595161784,13478,13522
307,2022,0,land,8761.2,3364.4,8762.0,3346.0,18.4173830931542,11879,11883
308,-1,0,sea,9265.0,3371.0,9321.0,3365.0,56.32051136131489,12403,12475
309,2834,0,land,8469.5,1123.2,8520.0,1115.0,51.16141123933155,11544,11615
310,-1,0,sea,13330.0,2948.0,13423.0,2823.0,155.80115532305913,17371,17442
311,-1,0,sea,3423.0,6128.0,3458.0,6185.0,66.88796603276258,3213,3285
312,2537,0,land,11395.64,2357.84,11427.0,2291.0,73.8311262273579,15161,15194
313,356,0,land,1322.34,1553.66,1329.0,1565.0,13.15109120947761,600,609
314,-1,0,sea,4332.0,6360.0,4428.0,6168.0,214.66252583997982,4892,5020
315,1880,0,land,5928.13,4115.09,5939.0,4089.0,28.263846164313964,6294,6315
316,-1,0,sea,3890.0,6147.0,4001.0,6130.0,112.29425630903836,4241,4424
317,3009,0,land,12763.0,825.0,12847.0,803.0,86.83317338436964,16950,17004
318,758,0,land,2943.0,1495.0,2953.2000000000003,1501.4,12.041594578792575,2438,2452
319,1791,0,land,7184.45,4112.55,7190.29,4076.84,36.18438475364759,8660,8680
320,1186,0,land,4046.0,4166.0,4086.29,4181.37,43.12216367484352,4480,4529
