node_id,x,y,kind,location_id,location_name,degree
109,241.0,4165.0,sea_point,7746,Pacific Ocean,6
110,241.0,4570.0,sea_point,7884,Pacific Ocean,5
111,241.0,5101.0,sea_point,7886,Pacific Ocean,6
112,249.0,3588.0,sea_point,6883,Pacific Ocean,6
113,257.0,3416.0,sea_point,5878,Pacific Ocean,7
114,265.0,1466.0,sea_point,6248,Pacific Ocean,6
115,265.0,1778.0,sea_point,7336,Pacific Ocean,6
116,265.0,5740.0,sea_point,7984,Pacific Ocean,4
117,273.0,2106.0,sea_point,7035,Pacific Ocean,6
118,273.0,2792.0,sea_point,6291,Pacific Ocean,6
119,273.0,4695.0,sea_point,7920,Pacific Ocean,5
120,273.0,4851.0,sea_point,7885,Pacific Ocean,6
121,288.0,202.0,sea_point,6182,Beaufort Sea,3
122,288.0,4040.0,sea_point,7620,Pacific Ocean,6
123,288.0,4984.0,sea_point,8186,Pacific Ocean,5
124,294.53000000000003,777.37,path_vertex,,,2
125,304.0,2262.0,sea_point,6833,Pacific Ocean,6
126,304.0,3010.0,sea_point,6306,Pacific Ocean,6
127,312.0,1341.0,sea_point,5562,Gulf of Alaska,6
128,312.0,3151.0,sea_point,6315,Pacific Ocean,7
129,312.0,5616.0,sea_point,7956,Pacific Ocean,6
130,327.0,1653.0,sea_point,7025,Pacific Ocean,6
131,327.0,4461.0,sea_point,7841,Pacific Ocean,7
132,330.0,1142.0,province_center,667,Perryville,4
133,333.97,1109.42,path_vertex,,,2
134,335.0,3915.0,sea_point,7460,Pacific Ocean,6
135,335.0,5475.0,sea_point,7923,Pacific Ocean,7
136,339.0,1046.0,sea_point,4297,Bering Sea,4
137,340.05,1177.21,path_vertex,,,2
138,343.0,2402.0,sea_point,6595,Pacific Ocean,6
139,343.0,2558.0,sea_point,6282,Pacific Ocean,6
140,343.0,3307.0,sea_point,5865,Pacific Ocean,6
141,343.0,4243.0,sea_point,7794,Pacific Ocean,6
142,343.0,5335.0,sea_point,7887,Pacific Ocean,6
143,345.0,1202.0,sea_point,4305,Gulf of Alaska,5
144,351.0,3666.0,sea_point,7085,Pacific Ocean,6
145,352.0,817.0,sea_point,4292,Bering Sea,4
146,353.0,347.0,sea_point,4284,Beaufort Sea,5
147,358.0,1872.0,sea_point,7338,Pacific Ocean,5
148,358.0,3494.0,sea_point,6638,Pacific Ocean,6
149,364.0,2002.0,sea_point,4823,Pacific Ocean,6
150,366.0,5194.0,sea_point,7845,Pacific Ocean,6
151,370.0,850.0,sea_point,5336,Bering Sea,2
152,374.0,2683.0,sea_point,6601,Pacific Ocean,6
153,374.0,4773.0,sea_point,7843,Pacific Ocean,7
154,374.0,5054.0,sea_point,7844,Pacific Ocean,6
155,378.0,570.0,sea_point,4288,Chukchi Sea,2
156,382.0,3790.0,sea_point,7236,Pacific Ocean,7
157,388.72,549.38,path_vertex,,,2
158,390.0,1528.0,sea_point,6568,Pacific Ocean,7
159,390.0,4118.0,sea_point,7686,Pacific Ocean,6
160,397.0,4570.0,sea_point,7842,Pacific Ocean,7
161,405.0,2121.0,sea_point,7209,Pacific Ocean,6
162,405.0,4929.0,sea_point,7798,Pacific Ocean,6
163,413.0,4352.0,sea_point,7795,Pacific Ocean,5
164,413.0,5787.0,sea_point,7957,Pacific Ocean,4
165,418.0,3203.0,sea_point,8190,Pacific Ocean,4
166,421.0,1747.0,sea_point,7203,Pacific Ocean,7
167,421.0,2870.0,sea_point,6297,Pacific Ocean,6
168,436.0,1404.0,sea_point,6245,Gulf of Alaska,6
169,436.0,2277.0,sea_point,7041,Pacific Ocean,6
170,436.0,3993.0,sea_point,7546,Pacific Ocean,6
171,444.0,234.0,sea_point,3702,Beaufort Sea,4
172,444.0,1638.0,sea_point,8216,Pacific Ocean,5
173,444.0,3385.0,sea_point,6326,Pacific Ocean,5
174,445.5,640.0,path_vertex,,,2
175,452.0,3026.0,sea_point,5839,Pacific Ocean,6
176,452.0,3138.0,sea_point,8191,Pacific Ocean,5
177,456.0,404.0,province_center,664,Barrow,5
178,460.0,1263.0,sea_point,5537,Gulf of Alaska,5
179,460.0,3572.0,sea_point,6881,Pacific Ocean,5
180,460.0,5662.0,sea_point,7924,Pacific Ocean,6
181,463.0,852.0,sea_point,5338,Yukon River,2
182,468.0,2464.0,sea_point,6840,Pacific Ocean,6
183,468.0,4680.0,sea_point,7797,Pacific Ocean,5
184,471.0,1002.0,sea_point,4296,Kvichak Bay,2
185,475.0,5413.0,sea_point,7847,Pacific Ocean,5
186,483.0,3868.0,sea_point,7357,Pacific Ocean,6
187,483.0,4212.0,sea_point,7747,Pacific Ocean,6
188,483.0,4461.0,sea_point,7796,Pacific Ocean,6
189,488.0,2022.0,sea_point,8215,Pacific Ocean,5
190,489.42,971.59,path_vertex,,,2
191,491.0,1918.0,sea_point,7206,Pacific Ocean,6
192,491.0,3697.0,sea_point,7086,Pacific Ocean,5
193,499.0,2589.0,sea_point,6843,Pacific Ocean,6
194,499.0,5272.0,sea_point,7800,Pacific Ocean,6
195,507.0,4851.0,sea_point,7750,Pacific Ocean,6
196,507.0,5132.0,sea_point,7752,Pacific Ocean,6
197,507.0,5538.0,sea_point,7888,Pacific Ocean,6
198,513.45,361.21,path_vertex,,,2
199,514.0,1560.0,sea_point,6815,Pacific Ocean,5
200,514.0,2745.0,sea_point,6604,Pacific Ocean,6
201,522.0,3260.0,sea_point,5858,Pacific Ocean,7
202,524.55,1018.5500000000001,path_vertex,,,2
203,530.0,4087.0,sea_point,7621,Pacific Ocean,6
204,538.0,5007.0,sea_point,7691,Pacific Ocean,6
205,546.0,1684.0,sea_point,7026,Pacific Ocean,7
206,546.0,2121.0,sea_point,7210,Pacific Ocean,7
207,546.0,3463.0,sea_point,6635,Pacific Ocean,8
208,553.0,863.0,province_center,666,Aniak,4
209,553.0,2948.0,sea_point,5829,Pacific Ocean,7
210,553.0,4321.0,sea_point,7748,Pacific Ocean,6
211,561.0,1435.0,sea_point,6566,Gulf of Alaska,6
212,564.0,3128.0,sea_point,4973,Pacific Ocean,5
213,569.0,2293.0,sea_point,7213,Pacific Ocean,6
214,569.0,4602.0,sea_point,7749,Pacific Ocean,7
215,569.0,5756.0,sea_point,7926,Pacific Ocean,4
216,572.0,315.0,sea_point,4283,Beaufort Sea,5
217,572.0,831.0,sea_point,5340,Yukon River,2
218,577.0,3962.0,sea_point,7461,Pacific Ocean,5
219,580.34,949.0,path_vertex,,,2
220,585.0,3091.0,sea_point,4971,Pacific Ocean,2
221,585.0,3603.0,sea_point,6885,Pacific Ocean,6
222,585.0,3790.0,sea_point,7237,Pacific Ocean,6
223,597.0,3134.0,sea_point,4972,Pacific Ocean,5
224,600.0,2480.0,sea_point,7047,Pacific Ocean,7
225,600.0,4758.0,sea_point,7689,Pacific Ocean,6
226,601.51,709.34,path_vertex,,,2
227,604.69,3119.8,path_vertex,,,2
228,608.0,1840.0,sea_point,7027,Pacific Ocean,7
229,614.0,804.0,sea_point,5343,Yukon River,2
230,614.0,3108.0,province_center,1060,Lihue,3
231,616.0,2012.0,sea_point,7031,Pacific Ocean,6
232,616.0,4477.0,sea_point,7688,Pacific Ocean,6
233,616.0,5631.0,sea_point,7851,Pacific Ocean,6
234,619.12,3095.19,path_vertex,,,2
235,621.45,3112.03,path_vertex,,,2
236,622.0,1257.0,sea_point,6242,Gulf of Alaska,7
237,624.0,4180.0,sea_point,7687,Pacific Ocean,7
238,628.0,3072.0,sea_point,4970,Pacific Ocean,5
239,631.0,5382.0,sea_point,7756,Pacific Ocean,7
240,638.0,813.0,sea_point,5345,Yukon River,2
241,639.0,2652.0,sea_point,6845,Pacific Ocean,6
242,639.0,2839.0,sea_point,6293,Pacific Ocean,6
243,641.46,413.0,path_vertex,,,2
244,647.0,3322.0,sea_point,5866,Pacific Ocean,6
245,655.0,5241.0,sea_point,7697,Pacific Ocean,6
246,658.59,583.62,path_vertex,,,2
247,659.0,2369.0,sea_point,8193,Pacific Ocean,3
248,662.0,3134.0,sea_point,4954,Pacific Ocean,4
249,663.0,1513.0,sea_point,6813,Pacific Ocean,6
250,663.0,5101.0,sea_point,7630,Pacific Ocean,6
251,663.0,5506.0,sea_point,7804,Pacific Ocean,5
252,670.0,2215.0,sea_point,7039,Pacific Ocean,5
253,670.0,4960.0,sea_point,7627,Pacific Ocean,7
254,673.0,3168.0,sea_point,4053,Pacific Ocean,3
255,678.0,1731.0,sea_point,6818,Pacific Ocean,5
256,678.0,3447.0,sea_point,6332,Pacific Ocean,5
257,678.0,3697.0,sea_point,7087,Pacific Ocean,6
258,678.0,3884.0,sea_point,7360,Pacific Ocean,8
259,678.0,4040.0,sea_point,7547,Pacific Ocean,7
260,678.0,4352.0,sea_point,7623,Pacific Ocean,5
261,680.27,3161.1800000000003,path_vertex,,,2
262,688.8000000000001,3133.65,path_vertex,,,2
263,689.0,808.0,sea_point,5346,Yukon River,2
264,689.0,3153.0,province_center,1059,Honululu,2
265,690.0,3115.0,sea_point,4953,Pacific Ocean,6
266,698.0,1069.0,sea_point,4307,Gulf of Alaska,5
267,702.0,249.0,sea_point,3782,Beaufort Sea,4
268,702.0,4680.0,sea_point,7624,Pacific Ocean,6
269,709.0,2979.0,sea_point,5831,Pacific Ocean,6
270,709.0,3572.0,sea_point,6645,Pacific Ocean,6
271,712.0,1622.0,sea_point,8218,Pacific Ocean,5
272,714.35,921.7,path_vertex,,,2
273,717.0,1372.0,sea_point,6563,Gulf of Alaska,6
274,717.0,5709.0,sea_point,7892,Pacific Ocean,4
275,719.0,802.0,sea_point,5347,Yukon River,2
276,733.0,1934.0,sea_point,6823,Pacific Ocean,6
277,733.0,2558.0,sea_point,7048,Pacific Ocean,6
278,733.0,4836.0,sea_point,7554,Pacific Ocean,5
279,733.49,998.58,path_vertex,,,2
280,741.0,2106.0,sea_point,6827,Pacific Ocean,7
281,741.0,2418.0,sea_point,7045,Pacific Ocean,7
282,741.0,2761.0,sea_point,6605,Pacific Ocean,6
283,742.0,803.0,sea_point,5350,Yukon River,2
284,748.0,4149.0,sea_point,7622,Pacific Ocean,5
285,748.0,4555.0,sea_point,7550,Pacific Ocean,6
286,753.21,953.52,path_vertex,,,2
287,757.0,3240.0,sea_point,4947,Pacific Ocean,6
288,761.0,806.0,sea_point,5351,Yukon River,2
289,761.5500000000001,3200.62,path_vertex,,,2
290,763.0,3192.0,province_center,1058,Lahaina,2
291,764.0,3290.0,sea_point,4043,Pacific Ocean,2
292,764.0,5584.0,sea_point,7807,Pacific Ocean,6
293,765.22,998.0,path_vertex,,,2
294,769.96,911.94,path_vertex,,,2
295,772.0,3790.0,sea_point,7238,Pacific Ocean,5
296,780.0,981.0,province_center,660,Anchorage,4
297,780.0,3962.0,sea_point,7462,Pacific Ocean,5
298,780.0,4274.0,sea_point,7549,Pacific Ocean,6
299,780.0,5428.0,sea_point,7699,Pacific Ocean,6
300,784.0,419.0,province_center,663,Prudhoe Bay,5
301,784.02,3197.2200000000003,path_vertex,,,2
302,787.0,1263.0,sea_point,6239,Gulf of Alaska,6
303,789.66,578.53,path_vertex,,,2
304,790.96,3263.34,path_vertex,,,2
305,793.0,703.0,province_center,661,Fairbanks,5
306,794.0,3342.0,sea_point,4957,Pacific Ocean,6
307,795.0,5179.0,sea_point,7561,Pacific Ocean,6
308,803.0,798.0,sea_point,5352,Yukon River,2
309,803.0,1544.0,sea_point,6570,Pacific Ocean,7
310,803.0,1825.0,sea_point,6577,Pacific Ocean,6
311,803.0,2293.0,sea_point,6834,Pacific Ocean,6
312,803.0,3478.0,sea_point,6335,Pacific Ocean,6
313,803.0,3666.0,sea_point,6888,Pacific Ocean,7
314,803.0,5038.0,sea_point,7479,Pacific Ocean,6
315,806.62,367.0,path_vertex,,,2
316,811.0,1684.0,sea_point,6574,Pacific Ocean,6
317,811.0,2901.0,sea_point,6299,Pacific Ocean,6
318,811.0,4430.0,sea_point,7467,Pacific Ocean,6
319,816.0,343.0,sea_point,4282,Beaufort Sea,5
320,817.0,774.0,sea_point,5353,Yukon River,2
321,817.0,3281.0,province_center,1057,Hilo,3
322,818.0,969.0,path_vertex,,,2
323,820.0,1079.0,sea_point,4308,Gulf of Alaska,5
324,824.0,3210.0,sea_point,4948,Pacific Ocean,6
325,826.0,5304.0,sea_point,7633,Pacific Ocean,6
326,830.0,3276.0,path_vertex,,,2
327,831.86,3307.78,path_vertex,,,2
328,832.4300000000001,755.9,path_vertex,,,2
329,834.0,758.0,sea_point,5354,Yukon River,4
330,834.0,4758.0,sea_point,7472,Pacific Ocean,6
331,835.08,760.83,path_vertex,,,2
332,839.0,3320.0,sea_point,4956,Pacific Ocean,4
333,842.0,3057.0,sea_point,5840,Pacific Ocean,6
334,850.0,4071.0,sea_point,7548,Pacific Ocean,6
335,851.0,748.0,sea_point,5357,Yukon River,2
336,858.0,2028.0,sea_point,6583,Pacific Ocean,6
337,858.0,5678.0,sea_point,7852,Pacific Ocean,5
338,859.0,3266.0,sea_point,4945,Pacific Ocean,5
339,865.0,1419.0,sea_point,6247,Pacific Ocean,6
340,865.0,2511.0,sea_point,6841,Pacific Ocean,5
341,865.0,4914.0,sea_point,7382,Pacific Ocean,6
342,873.0,2184.0,sea_point,6586,Pacific Ocean,5
343,873.0,3868.0,sea_point,7358,Pacific Ocean,6
344,881.0,4196.0,sea_point,7466,Pacific Ocean,6
345,881.0,4633.0,sea_point,7373,Pacific Ocean,6
346,881.0,5506.0,sea_point,7758,Pacific Ocean,6
347,894.0,1024.0,sea_point,4309,Gulf of Alaska,4
348,897.0,3572.0,sea_point,6646,Pacific Ocean,5
349,897.51,999.62,path_vertex,,,2
350,898.0,746.0,sea_point,5362,Yukon River,2
351,904.0,941.0,province_center,662,McCarthy,6
352,904.0,1185.0,sea_point,5482,Gulf of Alaska,7
353,904.0,3744.0,sea_point,7088,Pacific Ocean,5
354,912.0,2667.0,sea_point,6846,Pacific Ocean,6
355,912.0,2823.0,sea_point,6609,Pacific Ocean,6
356,912.0,4352.0,sea_point,7368,Pacific Ocean,6
357,913.0,1521.0,sea_point,8219,Pacific Ocean,5
358,914.0,704.0,sea_point,5365,Yukon River,2
359,914.0,721.0,sea_point,5363,Yukon River,2
360,920.0,1903.0,sea_point,6260,Pacific Ocean,6
361,928.0,2386.0,sea_point,6594,Pacific Ocean,6
362,928.0,3416.0,sea_point,5879,Pacific Ocean,6
363,928.0,5382.0,sea_point,7637,Pacific Ocean,6
364,936.0,1622.0,sea_point,6254,Pacific Ocean,6
365,936.0,5116.0,sea_point,7387,Pacific Ocean,5
366,943.0,265.0,sea_point,3839,Beaufort Sea,4
367,943.0,1762.0,sea_point,6257,Pacific Ocean,6
368,943.0,2979.0,sea_point,6304,Pacific Ocean,6
369,943.0,3135.0,sea_point,5847,Pacific Ocean,7
370,943.0,4508.0,sea_point,7252,Pacific Ocean,6
371,950.0,684.0,sea_point,5366,Yukon River,2
372,951.0,1310.0,sea_point,5550,Gulf of Alaska,6
373,967.0,3962.0,sea_point,7463,Pacific Ocean,6
374,967.0,5241.0,sea_point,7485,Pacific Ocean,6
375,973.0,684.0,sea_point,5368,Yukon River,2
376,973.4,997.9200000000001,path_vertex,,,2
377,974.6700000000001,890.87,path_vertex,,,2
378,975.0,467.91,path_vertex,,,2
379,975.0,576.88,path_vertex,,,2
380,975.0,5600.0,sea_point,7808,Pacific Ocean,5
381,975.78,660.01,path_vertex,,,2
382,977.0,798.0,sea_point,5369,Yukon River,2
383,982.0,4118.0,sea_point,7465,Pacific Ocean,6
384,982.0,4836.0,sea_point,7261,Pacific Ocean,6
385,986.0,1066.0,sea_point,4310,Gulf of Alaska,4
386,990.0,2106.0,sea_point,6267,Pacific Ocean,6
387,990.0,3291.0,sea_point,5862,Pacific Ocean,7
388,998.0,2277.0,sea_point,6271,Pacific Ocean,7
389,998.0,3650.0,sea_point,6887,Pacific Ocean,7
390,998.0,3837.0,sea_point,7356,Pacific Ocean,7
391,998.0,4992.0,sea_point,7266,Pacific Ocean,7
392,1000.49,1049.49,path_vertex,,,2
393,1001.65,1013.35,path_vertex,,,2
394,1006.0,785.0,sea_point,5372,Yukon River,2
395,1012.0,1034.0,province_center,910,Elfin Cove,6
396,1014.0,934.0,path_vertex,,,2
397,1014.0,2558.0,sea_point,6598,Pacific Ocean,7
398,1014.0,4274.0,sea_point,7246,Pacific Ocean,6
399,1014.0,4711.0,sea_point,7116,Pacific Ocean,6
400,1021.0,1419.0,sea_point,5591,Pacific Ocean,6
401,1021.0,3510.0,sea_point,6641,Pacific Ocean,6
402,1024.0,687.0,province_center,737,Dawson,6
403,1029.0,5460.0,sea_point,7700,Pacific Ocean,6
404,1030.0,915.0,path_vertex,,,3
405,1031.18,553.49,path_vertex,,,2
406,1032.0,848.0,province_center,739,Destruction Bay,6
407,1032.0,974.0,path_vertex,,,2
408,1034.0,482.0,province_center,806,Old Crow,4
409,1034.0,2880.0,sea_point,8189,Pacific Ocean,5
410,1036.21,933.6,path_vertex,,,2
411,1037.0,958.0,province_center,671,Skagway,3
412,1037.0,2792.0,sea_point,6848,Pacific Ocean,6
413,1042.3600000000001,765.26,path_vertex,,,2
414,1042.49,771.69,path_vertex,,,2
415,1043.0,768.0,sea_point,5373,Yukon River,4
416,1045.0,4430.0,sea_point,7104,Pacific Ocean,6
417,1045.0,5709.0,sea_point,7855,Pacific Ocean,5
418,1053.0,1544.0,sea_point,5637,Pacific Ocean,7
419,1053.0,1981.0,sea_point,5684,Pacific Ocean,7
420,1060.0,956.0,path_vertex,,,2
421,1060.0,1840.0,sea_point,5659,Pacific Ocean,6
422,1060.0,5335.0,sea_point,7565,Pacific Ocean,6
423,1062.0,1127.0,sea_point,4311,Gulf of Alaska,4
424,1063.56,380.27,path_vertex,,,2
425,1068.0,3010.0,sea_point,6620,Pacific Ocean,6
426,1068.0,3166.0,sea_point,6316,Pacific Ocean,6
427,1069.0,360.0,sea_point,4281,Beaufort Sea,5
428,1069.97,933.0,path_vertex,,,2
429,1070.0,759.0,sea_point,5375,Yukon River,2
430,1076.0,1684.0,sea_point,5647,Pacific Ocean,6
431,1076.0,2433.0,sea_point,6278,Pacific Ocean,6
432,1076.0,4586.0,sea_point,6910,Pacific Ocean,6
433,1081.51,1117.48,path_vertex,,,2
434,1084.0,1222.0,sea_point,4312,Gulf of Alaska,5
435,1084.0,3385.0,sea_point,6327,Pacific Ocean,6
436,1084.0,5163.0,sea_point,7271,Pacific Ocean,7
437,1085.34,989.49,path_vertex,,,2
438,1092.0,3744.0,sea_point,7234,Pacific Ocean,5
439,1099.0,1307.0,sea_point,4313,Gulf of Alaska,5
440,1099.0,3978.0,sea_point,7545,Pacific Ocean,6
441,1099.0,5569.0,sea_point,7759,Pacific Ocean,6
442,1101.18,883.88,path_vertex,,,2
443,1107.0,4149.0,sea_point,7366,Pacific Ocean,6
444,1109.24,1223.21,path_vertex,,,2
445,1111.0,757.0,sea_point,5376,Yukon River,2
446,1112.24,861.1,path_vertex,,,2
447,1115.0,2199.0,sea_point,5744,Pacific Ocean,5
448,1115.0,4914.0,sea_point,6924,Pacific Ocean,5
449,1119.4,1075.4,path_vertex,,,2
450,1121.6000000000001,1299.2,path_vertex,,,2
451,1123.0,895.0,province_center,995,Carcross,4
452,1123.0,2683.0,sea_point,6602,Pacific Ocean,5
453,1123.0,3619.0,sea_point,7082,Pacific Ocean,6
454,1127.0,1222.0,province_center,682,Prince Rupert,4
455,1130.04,877.87,path_vertex,,,2
456,1130.73,1196.8500000000001,path_vertex,,,2
457,1134.0,866.0,province_center,738,Whitehorse,4
458,1136.0,765.0,sea_point,5377,Yukon River,2
459,1136.84,933.0,path_vertex,,,2
460,1136.92,1245.44,path_vertex,,,2
461,1144.0,952.0,province_center,678,Cassiar,6
462,1145.0,1085.0,province_center,677,Iskut,7
463,1146.0,2324.0,sea_point,5774,Pacific Ocean,7
464,1146.0,4352.0,sea_point,7101,Pacific Ocean,6
465,1146.0,4789.0,sea_point,6695,Pacific Ocean,6
466,1146.0,5038.0,sea_point,7125,Pacific Ocean,6
467,1146.34,1223.93,path_vertex,,,2
468,1148.8500000000001,1029.77,path_vertex,,,2
469,1153.01,845.02,path_vertex,,,2
470,1154.0,249.0,sea_point,3834,Beaufort Sea,4
471,1154.0,783.0,sea_point,5380,Yukon River,2
472,1154.0,3494.0,sea_point,6878,Pacific Ocean,6
473,1154.0,5428.0,sea_point,7638,Pacific Ocean,7
474,1155.88,856.02,path_vertex,,,2
475,1157.0,1114.0,path_vertex,,,2
476,1159.0,2925.0,sea_point,8188,Pacific Ocean,5
477,1162.0,3260.0,sea_point,6628,Pacific Ocean,6
478,1162.0,3853.0,sea_point,7457,Pacific Ocean,6
479,1163.0,834.0,sea_point,5386,Yukon River,2
480,1170.0,786.0,sea_point,5381,Yukon River,2
481,1170.0,802.0,sea_point,5384,Yukon River,2
482,1170.0,2558.0,sea_point,6283,Pacific Ocean,6
483,1170.0,2808.0,sea_point,6850,Pacific Ocean,6
484,1170.0,5678.0,sea_point,7809,Pacific Ocean,5
485,1176.0,1282.0,province_center,683,Kitimat,5
486,1176.0,1914.0,sea_point,4324,Pacific Ocean,4
487,1177.0,4508.0,sea_point,6678,Pacific Ocean,7
488,1177.0,5257.0,sea_point,7392,Pacific Ocean,6
489,1179.0,1483.0,sea_point,4319,Pacific Ocean,4
490,1179.49,1257.0,path_vertex,,,2
491,1183.0,1227.0,province_center,675,Terrace,5
492,1188.1200000000001,1029.1,path_vertex,,,2
493,1188.98,690.79,path_vertex,,,2
494,1189.0,950.13,path_vertex,,,2
