province_id,name,center_x,center_y,component_count,core_country_ids,initial_owner_id,initial_owner_name,initial_owner_color,terrain_type_id,terrain_type,visual_terrain_tag,population,victory_points,coastal_flag,region_ids,region_names,raw_resource_code_r,raw_resource_field_bp,explicit_terrain_marker_count
34,Karlstad,6794.0,1333.0,1,180,180,Sweden,#5D758B,13,Forest,Boreal,92965,0,True,0,Europe,1,,0
35,Gothenburg,6741.0,1451.0,1,180,180,Sweden,#5D758B,10,Plains,,89495,0,True,0,Europe,1,,0
36,Linköping,6873.0,1397.0,1,180,180,Sweden,#5D758B,10,Plains,,40005,0,True,0,Europe,5,3571,0
37,Växjö,6841.0,1493.0,2,180,180,Sweden,#5D758B,10,Plains,,69507,0,True,0,Europe,5,2055,0
38,Visby,6988.0,1452.0,1,180,180,Sweden,#5D758B,13,Forest,,60833,0,True,0,Europe,1,,0
39,Rosenheim,6689.0,2098.0,1,15,15,Germany,#93412F,11,Hills,,50905,0,False,0,Europe,1,,0
40,Narvik,6916.0,768.0,1,2,2,Norway,#678C6D,12,Mountain,Boreal,31258,0,True,0,Europe,1,,17
41,Brześć,7218.0,1771.0,1,5,5,Poland,#7D9081,10,Plains,,46676,0,False,0,Europe,2,3061,0
42,Alta,7101.0,663.0,1,2,2,Norway,#678C6D,12,Mountain,Boreal,59977,0,True,0,Europe,1,,16
43,Bodø,6838.0,838.0,1,2,2,Norway,#678C6D,13,Forest,Boreal,50604,0,True,0,Europe,1,,0
44,Steinkjer,6719.0,1014.0,1,2,2,Norway,#678C6D,12,Mountain,Boreal,55884,0,True,0,Europe,1,,20
45,Trondheim,6696.0,1062.0,1,2,2,Norway,#678C6D,13,Forest,Boreal,60735,0,True,0,Europe,1,,0
46,Oslo,6710.0,1308.0,1,2,2,Norway,#678C6D,14,Urban,,361584,10,True,0,Europe,6,1580,0
47,Dęblin,7135.0,1828.0,1,5,5,Poland,#7D9081,13,Forest,,39214,0,False,0,Europe,1,,0
48,Hamar,6722.0,1213.0,1,2,2,Norway,#678C6D,13,Forest,Boreal,66310,0,False,0,Europe,1,,0
49,Mazyr,7493.0,1766.0,1,3,3,Belarus,#608367,11,Hills,,39761,0,False,0,Europe,2,3593,0
50,Bergen,6516.0,1236.0,1,2,2,Norway,#678C6D,12,Mountain,,52914,0,True,0,Europe,1,,16
51,Stryn,6582.0,1145.0,1,2,2,Norway,#678C6D,12,Mountain,Boreal,40186,0,True,0,Europe,1,,21
52,Rjukan,6613.0,1287.0,1,2,2,Norway,#678C6D,13,Forest,,34643,0,True,0,Europe,1,,0
53,Kristiansand,6594.0,1384.0,1,2,2,Norway,#678C6D,10,Plains,,45566,0,True,0,Europe,1,,0
54,Tallinn,7226.0,1307.0,1,4,4,Lithuania,#B7B079,13,Forest,,57558,0,True,0,Europe,1,,0
55,Haapsalu,7174.0,1339.0,3,4,4,Lithuania,#B7B079,13,Forest,,55448,0,True,0,Europe,1,,0
57,Bern,6440.0,2151.0,1,14,14,Switzerland,#8E6941,12,Mountain,,55030,0,False,0,Europe,1,,10
58,Pärnu,7223.0,1384.0,1,4,4,Lithuania,#B7B079,10,Plains,,28740,0,True,0,Europe,1,,0
59,Valga,7267.0,1411.0,1,4,4,Lithuania,#B7B079,10,Plains,,58471,0,False,0,Europe,1,,0
60,London,6085.0,1779.0,1,21,21,United Kingdom,#7A8054,14,Urban,,328251,10,True,0,Europe,5,1741,0
61,Cēsis,7225.0,1424.0,1,4,4,Lithuania,#B7B079,10,Plains,,57808,0,True,0,Europe,1,,0
62,Riga,7192.0,1470.0,1,4,4,Lithuania,#B7B079,14,Urban,,510486,10,True,0,Europe,6,1119,0
63,Ludza,7289.0,1498.0,1,4,4,Lithuania,#B7B079,10,Plains,,34024,0,False,0,Europe,6,4199,0
64,Daugavpils,7245.0,1527.0,1,4,4,Lithuania,#B7B079,10,Plains,,46285,0,False,0,Europe,2,3086,0
65,Vilnius,7209.0,1571.0,1,4,4,Lithuania,#B7B079,13,Forest,,39521,0,False,0,Europe,1,,0
66,Alytus,7168.0,1632.0,1,4,4,Lithuania,#B7B079,10,Plains,,41911,0,False,0,Europe,5,3409,0
67,Kaunas,7160.0,1582.0,1,4,4,Lithuania,#B7B079,13,Forest,,34022,0,False,0,Europe,1,,0
68,Tauragė,7099.0,1537.0,1,4,4,Lithuania,#B7B079,10,Plains,,51549,0,True,0,Europe,2,2771,0
69,Klaipėda,7082.0,1498.0,1,4,4,Lithuania,#B7B079,13,Forest,,55909,0,True,0,Europe,1,,0
70,Talsi,7131.0,1439.0,1,4,4,Lithuania,#B7B079,10,Plains,,41892,0,True,0,Europe,5,3410,0
71,Athlone,5684.0,1591.0,1,22,22,Ireland,#90613D,11,Hills,,,0,False,0,Europe,1,,0
72,Danzig,6984.0,1636.0,1,5,5,Poland,#7D9081,14,Urban,,37837,10,True,0,Europe,5,15102,0
73,Bydgoszcz,6965.0,1723.0,1,5,5,Poland,#7D9081,10,Plains,,65091,0,False,0,Europe,6,2195,0
74,Poznań,6880.0,1779.0,1,5,5,Poland,#7D9081,10,Plains,,53100,0,False,0,Europe,6,2690,0
75,Warsaw,7073.0,1795.0,1,5,5,Poland,#7D9081,14,Urban,,385543,10,False,0,Europe,2,1482,0
76,Łódź,6991.0,1836.0,1,5,5,Poland,#7D9081,11,Hills,Boreal,58013,0,False,0,Europe,1,,0
77,Płock,7036.0,1768.0,1,5,5,Poland,#7D9081,10,Plains,Boreal,69776,0,False,0,Europe,5,2047,0
78,Kraków,7033.0,1948.0,1,5,5,Poland,#7D9081,14,Urban,,333506,10,False,0,Europe,5,1713,0
79,Lwów,7257.0,1944.0,1,5,5,Poland,#7D9081,14,Urban,,134061,10,False,0,Europe,2,4262,0
80,Tarnów,7079.0,1951.0,1,5,5,Poland,#7D9081,12,Mountain,,53812,0,False,0,Europe,1,,8
81,Lublin,7180.0,1860.0,1,5,5,Poland,#7D9081,10,Plains,,70847,0,False,0,Europe,1,,0
82,Kielce,7075.0,1893.0,1,5,5,Poland,#7D9081,13,Forest,,66439,0,False,0,Europe,1,,0
83,Łomża,7138.0,1727.0,1,5,5,Poland,#7D9081,10,Plains,,59555,0,False,0,Europe,6,2399,0
84,Wilno,7306.0,1529.0,1,5,5,Poland,#7D9081,13,Forest,,332033,0,False,0,Europe,1,,0
85,Lida,7274.0,1628.0,1,5,5,Poland,#7D9081,13,Forest,,38845,0,False,0,Europe,1,,0
86,Stanisławów,7297.0,1982.0,1,5,5,Poland,#7D9081,10,Plains,,77319,0,False,0,Europe,6,1848,0
87,Brody,7327.0,1901.0,1,5,5,Poland,#7D9081,13,Forest,,37949,0,False,0,Europe,1,,0
88,Sarny,7352.0,1794.0,1,5,5,Poland,#7D9081,11,Hills,,34529,0,False,0,Europe,1,,0
89,Kowel,7264.0,1803.0,1,5,5,Poland,#7D9081,10,Plains,,35706,0,False,0,Europe,1,,0
90,Edinburgh,5911.0,1388.0,1,21,21,United Kingdom,#7A8054,14,Urban,,350927,10,True,0,Europe,5,1628,0
91,Lutsk,7418.0,1833.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,71462,0,False,6,Russia,5,1999,0
92,Kiev,7566.0,1882.0,1,6,6,Ukraine,#F0CE8E,14,Urban,,209526,10,False,6,Russia,6,2727,0
93,Odessa,7559.0,2061.0,1,6,6,Ukraine,#F0CE8E,14,Urban,,351733,10,True,6,Russia,2,1625,0
94,Salisbury,5970.0,1827.0,1,21,21,United Kingdom,#7A8054,11,Hills,,70319,0,True,0,Europe,1,,0
95,Kharkiv,7716.0,1863.0,1,6,6,Ukraine,#F0CE8E,14,Urban,,200219,10,False,6,Russia,2,2854,0
96,Stalino,7745.0,1972.0,1,6,6,Ukraine,#F0CE8E,14,Urban,Mediterranean,462874,10,False,6,Russia,5,1235,0
97,Luhansk,7790.0,1918.0,1,6,6,Ukraine,#F0CE8E,11,Hills,,52366,0,False,6,Russia,1,,0
98,Poltava,7714.0,1907.0,1,6,6,Ukraine,#F0CE8E,13,Forest,,49265,0,False,6,Russia,1,,0
99,Cherkasy,7621.0,1912.0,1,6,6,Ukraine,#F0CE8E,13,Forest,,71884,0,False,6,Russia,1,,0
100,Chernihiv,7566.0,1812.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,48495,0,False,6,Russia,1,,0
101,Zaporizhzhia,7704.0,1990.0,1,6,6,Ukraine,#F0CE8E,10,Plains,Grassland,89880,0,True,6,Russia,1,,0
102,Dnipropetrovsk,7701.0,1960.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,51908,0,False,6,Russia,6,2752,0
103,Sevastopol,7626.0,2140.0,1,6,6,Ukraine,#F0CE8E,10,Plains,Grassland,89957,0,True,6,Russia,2,1588,0
104,Melitopol,7667.0,2057.0,1,6,6,Ukraine,#F0CE8E,10,Plains,Grassland,56681,0,True,6,Russia,1,,0
105,Kirovohrad,7623.0,1961.0,1,6,6,Ukraine,#F0CE8E,14,Urban,,50894,10,False,6,Russia,5,11228,0
106,Vinnytsia,7488.0,1938.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,79947,0,False,6,Russia,1,,0
107,Lviv,7385.0,1898.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,68748,0,False,6,Russia,1,,0
108,Zhytomyr,7506.0,1880.0,1,6,6,Ukraine,#F0CE8E,11,Hills,,93311,0,False,6,Russia,1,,0
109,Mykolayiv,7577.0,2026.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,62913,0,False,6,Russia,6,2271,0
110,Ternopil,7439.0,1896.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,55878,0,False,6,Russia,6,2557,0
111,Uman,7543.0,1964.0,1,6,6,Ukraine,#F0CE8E,13,Forest,,41871,0,False,6,Russia,1,,0
112,Korosten,7507.0,1830.0,1,6,6,Ukraine,#F0CE8E,10,Plains,,82662,0,False,6,Russia,6,1728,0
113,Hamburg,6617.0,1688.0,1,15,15,Germany,#93412F,14,Urban,,198254,10,True,0,Europe,2,2882,0
114,Kiel,6625.0,1643.0,1,15,15,Germany,#93412F,10,Plains,,46502,0,True,0,Europe,1,,0
115,Dresden,6748.0,1873.0,1,15,15,Germany,#93412F,13,Forest,,58935,0,False,0,Europe,1,,0
116,Berlin,6751.0,1759.0,1,15,15,Germany,#93412F,14,Urban,,366036,10,False,0,Europe,5,1561,0
117,Cologne,6448.0,1885.0,1,15,15,Germany,#93412F,14,Urban,,409480,10,False,0,Europe,6,1395,0
118,Munich,6661.0,2071.0,1,15,15,Germany,#93412F,14,Urban,,217170,10,False,0,Europe,6,2631,0
119,Osnabrück,6513.0,1781.0,1,15,15,Germany,#93412F,10,Plains,,36460,0,False,0,Europe,2,3918,0
120,Bremen,6555.0,1703.0,1,15,15,Germany,#93412F,13,Forest,,59590,0,True,0,Europe,1,,0
121,Hannover,6618.0,1759.0,1,15,15,Germany,#93412F,10,Plains,,40863,0,False,0,Europe,1,,0
122,Rostock,6721.0,1676.0,1,15,15,Germany,#93412F,10,Plains,,46514,0,True,0,Europe,1,,0
123,Stettin,6826.0,1712.0,1,15,15,Germany,#93412F,13,Forest,,56034,0,True,0,Europe,1,,0
124,Kolberg,6901.0,1667.0,1,15,15,Germany,#93412F,10,Plains,,27983,0,True,0,Europe,2,5105,0
125,Königsberg,7063.0,1639.0,1,15,15,Germany,#93412F,10,Plains,,38174,0,True,0,Europe,2,3742,0
126,Küstrin,6809.0,1781.0,1,15,15,Germany,#93412F,10,Plains,,65532,0,False,0,Europe,2,2180,0
127,Magdeburg,6695.0,1775.0,1,15,15,Germany,#93412F,10,Plains,,49105,0,False,0,Europe,1,,0
128,Oppeln,6951.0,1909.0,1,15,15,Germany,#93412F,10,Plains,Boreal,47280,0,False,0,Europe,1,,0
129,Breslau,6906.0,1870.0,1,15,15,Germany,#93412F,13,Forest,Boreal,55087,0,False,0,Europe,1,,0
130,Leipzig,6712.0,1862.0,1,15,15,Germany,#93412F,11,Hills,Boreal,39975,0,False,0,Europe,1,,0
131,Düsseldorf,6443.0,1844.0,1,15,15,Germany,#93412F,10,Plains,,33936,0,False,0,Europe,5,4210,0
132,Frankfurt,6467.0,1924.0,1,15,15,Germany,#93412F,11,Hills,,34564,0,False,0,Europe,1,,0
133,Stuttgart,6487.0,2020.0,1,15,15,Germany,#93412F,14,Urban,,53135,10,False,0,Europe,5,10754,0
134,Saarbrücken,6410.0,1974.0,1,15,15,Germany,#93412F,11,Hills,,47250,0,False,0,Europe,1,,0
135,Freiburg,6435.0,2099.0,1,15,15,Germany,#93412F,13,Forest,,35066,0,False,0,Europe,1,,0
136,Augsburg,6612.0,2058.0,1,15,15,Germany,#93412F,11,Hills,,55386,0,False,0,Europe,1,,0
137,Nuremberg,6641.0,2007.0,1,15,15,Germany,#93412F,13,Forest,,57063,0,False,0,Europe,1,,0
138,Würzburg,6540.0,1963.0,1,15,15,Germany,#93412F,10,Plains,,54470,0,False,0,Europe,1,,0
139,Kassel,6526.0,1888.0,1,15,15,Germany,#93412F,11,Hills,,41739,0,False,0,Europe,1,,0
140,Erfurt,6634.0,1922.0,1,15,15,Germany,#93412F,10,Plains,Boreal,43876,0,False,0,Europe,6,3256,0
141,Mogilev,7463.0,1619.0,1,3,3,Belarus,#608367,10,Plains,,42640,0,False,0,Europe,1,,0
142,Gomel,7527.0,1710.0,1,3,3,Belarus,#608367,11,Hills,,49651,0,False,0,Europe,1,,0
143,Esbjerg,6568.0,1541.0,1,181,181,Denmark,#BE8C28,10,Plains,,73583,0,True,0,Europe,1,,0
144,Rock Springs,1943.0,1955.0,1,45,45,Colorado,#6990A4,14,Urban,Mediterranean,260030,10,False,1,North America,5,2198,0
145,Frederikshavn,6658.0,1438.0,1,181,181,Denmark,#BE8C28,11,Hills,,60971,0,True,0,Europe,1,,0
146,Žlobin,7489.0,1691.0,1,3,3,Belarus,#608367,10,Plains,,202490,0,False,0,Europe,1,,0
147,Babruysk,7405.0,1664.0,1,3,3,Belarus,#608367,10,Plains,,74818,0,False,0,Europe,6,1909,0
148,Przemyśl,7177.0,1944.0,1,5,5,Poland,#7D9081,11,Hills,,89590,0,False,0,Europe,1,,0
149,Zürich,6510.0,2119.0,1,14,14,Switzerland,#8E6941,14,Urban,,200592,10,False,0,Europe,6,2849,0
150,Viborg,6605.0,1504.0,1,181,181,Denmark,#BE8C28,10,Plains,,43736,0,True,0,Europe,5,3266,0
151,Aarhus,6624.0,1538.0,1,181,181,Denmark,#BE8C28,11,Hills,,49423,0,True,0,Europe,1,,0
152,Chur,6542.0,2174.0,1,14,14,Switzerland,#8E6941,12,Mountain,,62339,0,False,0,Europe,1,,10
153,Lugano,6503.0,2232.0,1,14,14,Switzerland,#8E6941,12,Mountain,,43513,0,False,0,Europe,1,,8
154,Odense,6648.0,1567.0,3,181,181,Denmark,#BE8C28,10,Plains,,27835,0,True,0,Europe,2,5132,0
155,Copenhagen,6727.0,1556.0,1,181,181,Denmark,#BE8C28,14,Urban,,436060,10,True,0,Europe,6,1310,0
156,Lausanne,6386.0,2193.0,1,14,14,Switzerland,#8E6941,12,Mountain,,78391,0,False,0,Europe,1,,10
157,Næstved,6696.0,1587.0,1,181,181,Denmark,#BE8C28,10,Plains,,37120,0,True,0,Europe,1,,0
158,Vienna,6910.0,2060.0,1,13,13,Austria,#CAA473,14,Urban,,299062,10,False,0,Europe,2,1911,0
159,Polotsk,7343.0,1485.0,1,3,3,Belarus,#608367,10,Plains,,71504,0,False,0,Europe,2,1998,0
160,Minsk,7334.0,1613.0,1,3,3,Belarus,#608367,14,Urban,,172850,10,False,0,Europe,6,3306,0
161,Vitsebsk,7449.0,1496.0,1,3,3,Belarus,#608367,10,Plains,,64400,0,False,0,Europe,5,2218,0
162,Barysaw,7368.0,1583.0,1,3,3,Belarus,#608367,10,Plains,,50421,0,False,0,Europe,5,2833,0
163,Slutsk,7353.0,1683.0,1,3,3,Belarus,#608367,13,Forest,,44073,0,False,0,Europe,1,,0
164,Lahti,7210.0,1217.0,1,1,1,Finland,#6E8F93,13,Forest,Boreal,35293,0,False,0,Europe,1,,0
165,Sankt Pölten,6849.0,2072.0,1,13,13,Austria,#CAA473,11,Hills,,49988,0,False,0,Europe,1,,0
166,Graz,6838.0,2159.0,1,13,13,Austria,#CAA473,12,Mountain,,78928,0,False,0,Europe,1,,16
167,Salzburg,6744.0,2111.0,1,13,13,Austria,#CAA473,12,Mountain,,47968,0,False,0,Europe,6,2978,13
168,Innsbruck,6650.0,2163.0,1,13,13,Austria,#CAA473,12,Mountain,,39699,0,False,0,Europe,5,3599,21
169,Prague,6799.0,1959.0,1,12,12,Czechoslovakia,#9B6A28,14,Urban,,506866,10,False,0,Europe,6,1127,0
170,Liberec,6818.0,1912.0,1,12,12,Czechoslovakia,#9B6A28,13,Forest,Boreal,30739,0,False,0,Europe,1,,0
171,Pilsen,6760.0,1982.0,1,12,12,Czechoslovakia,#9B6A28,11,Hills,Boreal,43896,0,False,0,Europe,5,3254,0
172,Ostrava,6942.0,1973.0,1,12,12,Czechoslovakia,#9B6A28,10,Plains,,70012,0,False,0,Europe,1,,0
173,Brno,6871.0,2011.0,1,12,12,Czechoslovakia,#9B6A28,10,Plains,,41192,0,False,0,Europe,1,,0
174,Žilina,7014.0,1994.0,1,12,12,Czechoslovakia,#9B6A28,12,Mountain,,29921,0,False,0,Europe,2,4774,7
175,Košice,7153.0,2006.0,1,12,12,Czechoslovakia,#9B6A28,12,Mountain,,73071,0,False,0,Europe,5,1955,8
176,Mukačevo,7247.0,2026.0,1,12,12,Czechoslovakia,#9B6A28,12,Mountain,,30420,0,False,0,Europe,2,4696,7
177,Bratislava,6943.0,2059.0,1,12,12,Czechoslovakia,#9B6A28,10,Plains,,67209,0,False,0,Europe,6,2126,0
178,Banská Bystrica,7036.0,2035.0,1,12,12,Czechoslovakia,#9B6A28,11,Hills,,38441,0,False,0,Europe,1,,0
179,Amsterdam,6361.0,1745.0,1,20,20,Netherlands,#B65D2C,14,Urban,,159819,10,True,0,Europe,6,3575,0
180,Rotterdam,6332.0,1764.0,1,20,20,Netherlands,#B65D2C,10,Plains,,63167,0,True,0,Europe,1,,0
181,Den Helder,6344.0,1724.0,1,20,20,Netherlands,#B65D2C,10,Plains,,67416,0,True,0,Europe,1,,0
182,Groningen,6430.0,1697.0,1,20,20,Netherlands,#B65D2C,10,Plains,,45163,0,True,0,Europe,1,,0
183,Eindhoven,6383.0,1801.0,1,20,20,Netherlands,#B65D2C,13,Forest,,28117,0,True,0,Europe,1,,0
184,Brussels,6319.0,1838.0,1,19,19,Belgium,#E5BB5F,14,Urban,,207902,10,False,0,Europe,5,2749,0
185,Brugge,6270.0,1821.0,1,19,19,Belgium,#E5BB5F,10,Plains,,74407,0,True,0,Europe,1,,0
186,Antwerpen,6303.0,1805.0,1,19,19,Belgium,#E5BB5F,10,Plains,,62021,0,True,0,Europe,5,2303,0
187,Namur,6332.0,1873.0,1,19,19,Belgium,#E5BB5F,13,Forest,,54111,0,False,0,Europe,6,2640,0
188,Bastogne,6360.0,1879.0,1,19,19,Belgium,#E5BB5F,10,Plains,,19482,0,False,0,Europe,2,7333,0
189,Luxemburg,6371.0,1908.0,1,200,200,Luxembourg,#5D758B,14,Urban,,,10,False,0,Europe,2,5714,0
190,Cork,5655.0,1714.0,1,22,22,Ireland,#90613D,10,Plains,,34705,0,True,0,Europe,1,,0
191,Dublin,5764.0,1590.0,1,22,22,Ireland,#90613D,14,Urban,,175748,10,True,0,Europe,6,3251,0
192,Waterford,5736.0,1675.0,1,22,22,Ireland,#90613D,10,Plains,,46951,0,True,0,Europe,1,,0
193,Galway,5630.0,1605.0,1,22,22,Ireland,#90613D,10,Plains,,54345,0,True,0,Europe,1,,0
194,Belfast,5769.0,1489.0,1,21,21,United Kingdom,#7A8054,11,Hills,,78565,0,True,0,Europe,1,,0
195,Lisbon,5469.0,2601.0,1,25,25,Portugal,#8F7B44,14,Urban,Mediterranean,327972,10,True,0,Europe,6,1742,0
196,Oporto,5539.0,2419.0,1,25,25,Portugal,#8F7B44,11,Hills,Mediterranean,57168,0,True,0,Europe,5,2499,0
197,Coimbra,5531.0,2540.0,1,25,25,Portugal,#8F7B44,13,Forest,Mediterranean,53588,0,True,0,Europe,1,,0
198,Viseu,5599.0,2506.0,1,25,25,Portugal,#8F7B44,10,Plains,Mediterranean,66869,0,False,0,Europe,1,,0
199,Beja,5541.0,2642.0,1,25,25,Portugal,#8F7B44,10,Plains,Mediterranean,38679,0,True,0,Europe,2,3693,0
200,Faro,5513.0,2741.0,1,25,25,Portugal,#8F7B44,13,Forest,Mediterranean,46687,0,True,0,Europe,1,,0
201,Reykjavík,5335.0,1034.0,1,23,23,Iceland,#7DA68E,14,Urban,Tundra,148933,10,True,0,Europe,2,3837,3
202,Akureyri,5430.0,956.0,1,23,23,Iceland,#7DA68E,12,Mountain,Tundra,85145,0,True,0,Europe,1,,39
203,Höfn,5547.0,1019.0,1,23,23,Iceland,#7DA68E,11,Hills,Arctic,62579,0,True,0,Europe,1,,0
204,Tirana,7115.0,2530.0,1,11,11,Albania,#CCA373,14,Urban,Mediterranean,109784,10,True,0,Europe,2,5205,0
205,Vlore,7112.0,2616.0,1,11,11,Albania,#CCA373,11,Hills,Mediterranean,47858,0,True,0,Europe,5,2985,0
206,Tucson,1886.0,2564.0,1,53,53,Arizona,#B19249,11,Hills,Desert,39366,0,False,1,North America,6,3629,0
207,Phoenix,1828.0,2468.0,1,53,53,Arizona,#B19249,14,Urban,Mediterranean,468280,10,False,1,North America,2,1220,0
208,Flagstaff,1876.0,2377.0,1,53,53,Arizona,#B19249,10,Plains,Desert,41489,0,False,1,North America,1,,0
209,Chinle,1947.0,2308.0,1,53,53,Arizona,#B19249,10,Plains,Desert,37725,0,False,1,North America,6,3787,0
210,Kingman,1772.0,2329.0,1,53,53,Arizona,#B19249,11,Hills,Desert,43238,0,True,1,North America,1,,0
211,Safford,1932.0,2509.0,1,53,53,Arizona,#B19249,12,Mountain,Desert,82061,0,False,1,North America,5,1741,6
212,Prescott,1779.0,2404.0,1,53,53,Arizona,#B19249,12,Mountain,Desert,60243,0,True,1,North America,5,2371,8
213,Yuma,1709.0,2518.0,1,53,53,Arizona,#B19249,10,Plains,Desert,45683,0,False,1,North America,2,3127,0
214,Billings,2023.0,1671.0,1,44,44,Montana,#C15C4C,14,Urban,Mediterranean,423769,10,False,1,North America,2,1348,0
215,Great Falls,1846.0,1528.0,1,44,44,Montana,#C15C4C,11,Hills,,43620,0,False,1,North America,1,,0
216,Broadus,2161.0,1701.0,1,44,44,Montana,#C15C4C,10,Plains,Mediterranean,36376,0,False,1,North America,1,,0
217,Miles City,2114.0,1604.0,1,44,44,Montana,#C15C4C,10,Plains,,65867,0,False,1,North America,1,,0
218,Plentywood,2184.0,1482.0,1,44,44,Montana,#C15C4C,11,Hills,,35249,0,False,1,North America,1,,0
219,Havre,1931.0,1491.0,1,44,44,Montana,#C15C4C,11,Hills,,74350,0,False,1,North America,1,,0
220,Missoula,1722.0,1557.0,1,44,44,Montana,#C15C4C,12,Mountain,Boreal,49945,0,False,1,North America,6,2860,13
