province_id,province_name,region_id,region_name
114,Kiel,0,Europe
115,Dresden,0,Europe
116,Berlin,0,Europe
117,Cologne,0,Europe
118,Munich,0,Europe
119,Osnabrück,0,Europe
120,Bremen,0,Europe
121,Hannover,0,Europe
122,Rostock,0,Europe
123,Stettin,0,Europe
124,Kolberg,0,Europe
125,Königsberg,0,Europe
126,Küstrin,0,Europe
127,Magdeburg,0,Europe
128,Oppeln,0,Europe
129,Breslau,0,Europe
130,Leipzig,0,Europe
131,Düsseldorf,0,Europe
132,Frankfurt,0,Europe
133,Stuttgart,0,Europe
134,Saarbrücken,0,Europe
135,Freiburg,0,Europe
136,Augsburg,0,Europe
137,Nuremberg,0,Europe
138,Würzburg,0,Europe
139,Kassel,0,Europe
140,Erfurt,0,Europe
141,Mogilev,0,Europe
142,Gomel,0,Europe
143,Esbjerg,0,Europe
144,Rock Springs,1,North America
145,Frederikshavn,0,Europe
146,Žlobin,0,Europe
147,Babruysk,0,Europe
148,Przemyśl,0,Europe
149,Zürich,0,Europe
150,Viborg,0,Europe
151,Aarhus,0,Europe
152,Chur,0,Europe
153,Lugano,0,Europe
154,Odense,0,Europe
155,Copenhagen,0,Europe
156,Lausanne,0,Europe
157,Næstved,0,Europe
158,Vienna,0,Europe
159,Polotsk,0,Europe
160,Minsk,0,Europe
161,Vitsebsk,0,Europe
162,Barysaw,0,Europe
163,Slutsk,0,Europe
164,Lahti,0,Europe
165,Sankt Pölten,0,Europe
166,Graz,0,Europe
167,Salzburg,0,Europe
168,Innsbruck,0,Europe
169,Prague,0,Europe
170,Liberec,0,Europe
171,Pilsen,0,Europe
172,Ostrava,0,Europe
173,Brno,0,Europe
174,Žilina,0,Europe
175,Košice,0,Europe
176,Mukačevo,0,Europe
177,Bratislava,0,Europe
178,Banská Bystrica,0,Europe
179,Amsterdam,0,Europe
180,Rotterdam,0,Europe
181,Den Helder,0,Europe
182,Groningen,0,Europe
183,Eindhoven,0,Europe
184,Brussels,0,Europe
185,Brugge,0,Europe
186,Antwerpen,0,Europe
187,Namur,0,Europe
188,Bastogne,0,Europe
189,Luxemburg,0,Europe
190,Cork,0,Europe
191,Dublin,0,Europe
192,Waterford,0,Europe
193,Galway,0,Europe
194,Belfast,0,Europe
195,Lisbon,0,Europe
196,Oporto,0,Europe
197,Coimbra,0,Europe
198,Viseu,0,Europe
199,Beja,0,Europe
200,Faro,0,Europe
201,Reykjavík,0,Europe
202,Akureyri,0,Europe
203,Höfn,0,Europe
204,Tirana,0,Europe
205,Vlore,0,Europe
206,Tucson,1,North America
207,Phoenix,1,North America
208,Flagstaff,1,North America
209,Chinle,1,North America
210,Kingman,1,North America
211,Safford,1,North America
212,Prescott,1,North America
213,Yuma,1,North America
214,Billings,1,North America
215,Great Falls,1,North America
216,Broadus,1,North America
217,Miles City,1,North America
218,Plentywood,1,North America
219,Havre,1,North America
220,Missoula,1,North America
221,Bozeman,1,North America
222,Helena,1,North America
223,Taunton,0,Europe
224,Bristol,0,Europe
225,Plymouth,0,Europe
226,Portsmouth,0,Europe
227,Ashford,0,Europe
228,Ipswich,0,Europe
229,Cambridge,0,Europe
230,Birmingham,0,Europe
231,Cardiff,0,Europe
232,Liverpool,0,Europe
233,Shrewsbury,0,Europe
234,Sheffield,0,Europe
235,Leeds,0,Europe
236,Carlisle,0,Europe
237,York,0,Europe
238,Glasgow,0,Europe
239,Aberdeen,0,Europe
240,St. John's,1,North America
241,Inverness,0,Europe
242,Thurso,0,Europe
243,Venice,0,Europe
244,Turin,0,Europe
245,Rome,0,Europe
246,Naples,0,Europe
247,Verona,0,Europe
248,Genoa,0,Europe
249,Bologna,0,Europe
250,Milan,0,Europe
251,Cuneo,0,Europe
252,Parma,0,Europe
253,Florence,0,Europe
254,San Marino,0,Europe
255,Cagliari,0,Europe
256,Palermo,0,Europe
257,Civitavecchia,0,Europe
258,Perugia,0,Europe
259,Pescara,0,Europe
260,Latina,0,Europe
261,Cassino,0,Europe
262,Bari,0,Europe
263,Foggia,0,Europe
264,Salerno,0,Europe
265,Potenza,0,Europe
266,Catanzaro,0,Europe
267,Paris,0,Europe
268,Bordeaux,0,Europe
269,Marseille,0,Europe
270,Lyon,0,Europe
271,Brest,0,Europe
272,Le Havre,0,Europe
273,Ajaccio,0,Europe
274,Lille,0,Europe
275,Nantes,0,Europe
276,La Rochelle,0,Europe
277,Toulouse,0,Europe
278,Bayonne,0,Europe
279,Tarbes,0,Europe
280,Orléans,0,Europe
281,Bourges,0,Europe
282,Mâcon,0,Europe
283,Dijon,0,Europe
284,Strasbourg,0,Europe
285,Nancy,0,Europe
286,Reims,0,Europe
287,Auxerre,0,Europe
288,Le Mans,0,Europe
289,Poitiers,0,Europe
290,Limoges,0,Europe
291,Saint Étienne,0,Europe
292,Avignon,0,Europe
293,Grenoble,0,Europe
294,Madrid,0,Europe
295,Murcia,0,Europe
296,Sevilla,0,Europe
297,Bilbao,0,Europe
298,Barcelona,0,Europe
299,Lugo,0,Europe
300,Vigo,0,Europe
301,León,0,Europe
302,Pamplona,0,Europe
303,Zaragoza,0,Europe
304,Lleida,0,Europe
305,Valencia,0,Europe
306,Cuenca,0,Europe
307,Malaga,0,Europe
308,Cádiz,0,Europe
309,Cáceres,0,Europe
310,Budapest,0,Europe
311,Córdoba,0,Europe
312,Huelva,0,Europe
313,Granada,0,Europe
314,Toledo,0,Europe
315,Jaén,0,Europe
316,Salamanca,0,Europe
317,Ávila,0,Europe
318,Valladolid,0,Europe
319,Zamora,0,Europe
320,Guymon,1,North America
321,Woodward,1,North America
322,Oklahoma City,1,North America
323,Lawton,1,North America
324,Tulsa,1,North America
325,McAlester,1,North America
326,Norman,1,North America
327,Durant,1,North America
328,Enid,1,North America
329,Ponca City,1,North America
330,Miskolc,0,Europe
331,Vác,0,Europe
332,Györ,0,Europe
333,Pécs,0,Europe
334,Keszthely,0,Europe
335,Debrecen,0,Europe
336,Gyula,0,Europe
337,Timisoara,0,Europe
338,Bucharest,0,Europe
339,Iași,0,Europe
340,Constanța,0,Europe
341,Tulcea,0,Europe
342,Chișinău,0,Europe
343,Botoșani,0,Europe
344,Deva,0,Europe
345,Pitești,0,Europe
346,Reșița,0,Europe
347,Craiova,0,Europe
348,Satu Mare,0,Europe
349,Zalău,0,Europe
350,Ploiești,0,Europe
351,Bacău,0,Europe
352,Suceava,0,Europe
353,Târgu-Mureș,0,Europe
354,Zagreb,0,Europe
355,Dubrovnik,0,Europe
356,Seattle,1,North America
357,Sarajevo,0,Europe
358,Belgrad,0,Europe
359,Mostar,0,Europe
360,Tuzla,0,Europe
361,Zenica,0,Europe
362,Banja Luka,0,Europe
363,Šibenik,0,Europe
364,Novi Sad,0,Europe
365,Vršac,0,Europe
366,Šabac,0,Europe
367,Slavonski Brod,0,Europe
368,Maribor,0,Europe
369,Ljubljana,0,Europe
370,Rijeka,0,Europe
371,Zadar,0,Europe
372,Negotin,0,Europe
373,Kragujevac,0,Europe
374,Niš,0,Europe
375,Skopje,0,Europe
376,Pristina,0,Europe
377,Podgorica,0,Europe
378,Užice,0,Europe
379,Sofia,0,Europe
380,Vratsa,0,Europe
381,Gorna Dzhumaya,0,Europe
382,Plovdiv,0,Europe
383,Pleven,0,Europe
384,Tarnovo,0,Europe
385,Varna,0,Europe
386,Burgas,0,Europe
387,Thessaloniki,0,Europe
388,Athens,0,Europe
389,Trikala,0,Europe
390,Sparti,0,Europe
391,Ioannina,0,Europe
392,Xanthi,0,Europe
393,Kalamaria,0,Europe
394,Serres,0,Europe
395,Edessa,0,Europe
396,Kastoria,0,Europe
397,Grevena,0,Europe
398,Kalabaka,0,Europe
399,Arta,0,Europe
400,Corfu,0,Europe
401,Larissa,0,Europe
402,Volos,0,Europe
403,Karditsa,0,Europe
404,Lamia,0,Europe
405,Patras,0,Europe
406,Githio,0,Europe
407,Agrinio,0,Europe
408,Thiva,0,Europe
409,Heraklion,0,Europe
410,Rhodes,0,Europe
411,Ankara,0,Europe
412,Istanbul,0,Europe
413,Adana,8,Asia
414,Izmir,8,Asia
415,Kars,8,Asia
416,Van,8,Asia
417,Siirt,8,Asia
418,Erzurum,8,Asia
419,Ordu,8,Asia
420,Çorum,8,Asia
421,Bafra,8,Asia
422,Bolu,8,Asia
423,Eskişehir,8,Asia
424,Bursa,8,Asia
425,Malatya,8,Asia
426,Balıkesir,8,Asia
427,Aydın,8,Asia
428,Antalya,8,Asia
429,Mardin,8,Asia
430,Konya,8,Asia
431,Kütahya,8,Asia
432,Mersin,8,Asia
433,Karaman,8,Asia
434,Kırşehir,8,Asia
435,Aksaray,8,Asia
436,Gaziantep,8,Asia
437,Çorlu,0,Europe
438,Portland,1,North America
439,Spokane,1,North America
440,Boise,1,North America
441,Nampa,1,North America
442,Idaho Falls,1,North America
443,Pocatello,1,North America
444,Burley,1,North America
445,Carey,1,North America
446,Stanley,1,North America
447,Baker City,1,North America
448,Bend,1,North America
449,Eugene,1,North America
450,Medford,1,North America
451,Salem (OR),1,North America
452,Tacoma,1,North America
453,Burns,1,North America
454,Klamath Falls,1,North America
455,Yakima,1,North America
456,Everett,1,North America
457,Lewiston,1,North America
458,Kennewick,1,North America
459,Coeur d'Alene,1,North America
460,Omak,1,North America
461,Vancouver,1,North America
462,Bismarck,1,North America
463,Sioux Falls,1,North America
464,Minneapolis,1,North America
465,Fargo,1,North America
466,Rochester (MN),1,North America
467,Mankato,1,North America
468,St. Cloud,1,North America
469,Duluth,1,North America
470,Bemidji,1,North America
471,Alexandria (MN),1,North America
472,Grand Forks,1,North America
473,Rugby,1,North America
474,Williston,1,North America
475,Dickinson,1,North America
476,Jamestown (ND),1,North America
477,Ipswich (SD),1,North America
478,Mobridge,1,North America
479,Mitchell,1,North America
480,Murdo,1,North America
481,Redig,1,North America
482,Rapid City,1,North America
483,Las Vegas,1,North America
484,Los Angeles,1,North America
485,San Francisco,1,North America
486,Sacramento,1,North America
487,San Diego,1,North America
488,Anaheim,1,North America
489,Bakersfield,1,North America
490,El Centro,1,North America
491,Palm Springs,1,North America
492,Henderson,1,North America
493,Crystal Springs,1,North America
494,Ely,1,North America
495,Elko,1,North America
496,Battle Mountain,1,North America
497,Reno,1,North America
498,Eureka,1,North America
499,Salinas,1,North America
500,Redding,1,North America
501,Santa Rosa (CA),1,North America
502,Chico,1,North America
503,Merced,1,North America
504,Fresno,1,North America
505,Tonopah,1,North America
506,Austin (NV),1,North America
507,Olancha,1,North America
508,Bishop,1,North America
509,Salt Lake City,1,North America
510,Denver,1,North America
511,Cheyenne,1,North America
512,Ogden,1,North America
513,Provo,1,North America
514,Cedar City,1,North America
515,Richfield,1,North America
516,Delta,1,North America
517,Vernal,1,North America
518,Fort Collins,1,North America
519,Casper,1,North America
520,Gilette,1,North America
521,Sheridan,1,North America
522,Jackson (WY),1,North America
523,Afton,1,North America
524,Riverton,1,North America
525,Glenwood Springs,1,North America
526,Sterling,1,North America
527,Colorado Springs,1,North America
528,Pueblo,1,North America
529,Durango (CO),1,North America
530,Blanding,1,North America
531,Grand Junction,1,North America
532,Kingsport,1,North America
533,Pritchett,1,North America
534,Aspen,1,North America
535,Scottsbluff,1,North America
536,Chadron,1,North America
537,Valentine,1,North America
538,Omaha,1,North America
539,Lincoln,1,North America
540,Wichita,1,North America
541,Davenport,1,North America
542,Des Moines,1,North America
543,Cedar Rapids,1,North America
544,Mason City,1,North America
545,Fort Dodge,1,North America
546,Red Oak,1,North America
547,Ottumwa,1,North America
548,Fremont,1,North America
549,Avoca,1,North America
550,Kearney,1,North America
551,North Platte,1,North America
552,Colby,1,North America
553,Garden City,1,North America
554,Hugoton,1,North America
555,Hutchinson,1,North America
556,Emporia,1,North America
557,Wellington (KS),1,North America
558,Parsons,1,North America
559,Salina,1,North America
560,Topeka,1,North America
561,Milwaukee,1,North America
562,Chicago,1,North America
563,Indianapolis,1,North America
564,Cleveland,1,North America
565,Detroit,1,North America
566,Traverse City,1,North America
567,Grand Rapids (MI),1,North America
568,Toledo (IL),1,North America
569,South Bend,1,North America
570,Fort Wayne,1,North America
571,Cincinnati,1,North America
572,Columbus (OH),1,North America
573,Nashville,1,North America
574,Youngstown,1,North America
575,Zanesville,1,North America
576,Lancaster,1,North America
577,Bloomington,1,North America
578,Madison,1,North America
579,Green Bay,1,North America
580,Eau Claire,1,North America
581,Wausau,1,North America
582,Marquette,1,North America
583,St Louis,1,North America
584,Lafayette (IN),1,North America
585,Evansville,1,North America
586,Kansas City,1,North America
587,Champaign,1,North America
588,Peoria,1,North America
589,Springfield (IL),1,North America
590,Rockford,1,North America
591,Memphis,1,North America
592,Jackson (TN),1,North America
593,Knoxville,1,North America
594,Chattanooga,1,North America
595,Bowling Green,1,North America
596,Louisville,1,North America
597,El Paso,1,North America
598,Prestonsburg,1,North America
599,Maryville,1,North America
600,Columbia,1,North America
601,Jefferson City,1,North America
602,Farmington (MO),1,North America
603,Springfield (MO),1,North America
604,Fayetteville (AR),1,North America
605,Conway,1,North America
606,Jonesboro,1,North America
607,Little Rock,1,North America
608,Fort Smith,1,North America
609,Crosset,1,North America
610,Harrison,1,North America
611,Warrensburg,1,North America
612,El Dorado,1,North America
613,Richmond,1,North America
614,Charleston (WV),1,North America
615,Abingdon,1,North America
616,Norfolk,1,North America
617,Charlottesville,1,North America
618,Parkersburg,1,North America
619,Harrisonburg,1,North America
620,Lynchburg,1,North America
621,Blacksburg,1,North America
622,Lexington (VA),1,North America
623,Danville,1,North America
624,Asheville,1,North America
625,Charlotte,1,North America
626,Charleston (SC),1,North America
627,Wilmington,1,North America
628,Durham,1,North America
629,Greensboro,1,North America
630,Hickory,1,North America
631,Greenville (SC),1,North America
632,Fayetteville (NC),1,North America
633,Florence (SC),1,North America
634,Albuquerque,1,North America
635,Van Horn,1,North America
636,Del Rio,1,North America
637,Mc Allen,1,North America
638,Houston,1,North America
639,Santa Fe,1,North America
640,Farmington (NM),1,North America
641,Santa Rosa (NM),1,North America
642,Amarillo,1,North America
643,Hot Springs,1,North America
644,Dallas,1,North America
645,Jasper,1,North America
646,Fort Worth,1,North America
647,Lubbock,1,North America
648,Midland,1,North America
649,Austin,1,North America
650,Victoria (TX),1,North America
651,Huntsville (TX),1,North America
652,Coro,3,South America
653,Tyler,1,North America
654,Wichita Falls,1,North America
655,Roswell,1,North America
656,Dalhart,1,North America
657,San Antonio,1,North America
658,Corpus Christi,1,North America
659,Brownwood,1,North America
660,Anchorage,1,North America
661,Fairbanks,1,North America
662,McCarthy,1,North America
663,Prudhoe Bay,1,North America
664,Barrow,1,North America
665,Nome,1,North America
666,Aniak,1,North America
667,Perryville,1,North America
668,Fort St. John,1,North America
669,Prince George,1,North America
670,Kelowna,1,North America
671,Skagway,1,North America
672,Fort Nelson,1,North America
673,Kamloops,1,North America
674,Whistler,1,North America
675,Terrace,1,North America
676,Smithers,1,North America
677,Iskut,1,North America
678,Cassiar,1,North America
679,Toad River,1,North America
680,Nanaimo,1,North America
681,Victoria (BC),1,North America
682,Prince Rupert,1,North America
683,Kitimat,1,North America
684,Hazelton,1,North America
685,Mackenzie,1,North America
686,Wonowon,1,North America
687,Cranbrook,1,North America
688,Vernon,1,North America
689,Golden,1,North America
690,Williams Lake,1,North America
691,Calgary,1,North America
692,Edmonton,1,North America
693,Red Deer,1,North America
694,Lethbridge,1,North America
695,Medicine Hat,1,North America
696,Brooks,1,North America
697,Hanna,1,North America
698,Vegreville,1,North America
699,Vermilion,1,North America
700,Fort McMurray,1,North America
701,Lac la Biche,1,North America
702,Iquitos,3,South America
703,Peerless Lake,1,North America
704,Peace River,1,North America
705,Grand Prairie,1,North America
706,Whitecourt,1,North America
707,Banff,1,North America
708,Grand Cache,1,North America
709,Worsley,1,North America
710,Boyle,1,North America
711,Cardston,1,North America
712,Claresholm,1,North America
713,Taber,1,North America
714,Regina,1,North America
715,Saskatoon,1,North America
716,Prince Albert,1,North America
717,N. Battleford,1,North America
718,La Ronge,1,North America
719,Tisdale,1,North America
720,Nipawin,1,North America
721,Estevan,1,North America
722,Yorkton,1,North America
723,Moose Jaw,1,North America
724,Swift Current,1,North America
725,Kindersley,1,North America
726,Rosetown,1,North America
727,Meadow Lake,1,North America
728,Rosthern,1,North America
729,Humboldt,1,North America
730,Archerwill,1,North America
731,Davidson,1,North America
732,Radisson,1,North America
733,Shellbrook,1,North America
734,Shell Lake,1,North America
735,Beauval,1,North America
736,La Loche,1,North America
737,Dawson,1,North America
738,Whitehorse,1,North America
739,Destruction Bay,1,North America
740,Ross River,1,North America
741,Nahanni Butte,1,North America
742,Yellowknife,1,North America
743,Winnipeg,1,North America
744,Brandon,1,North America
745,Dauphin,1,North America
746,Swan River,1,North America
747,Peguis,1,North America
748,Steinbach,1,North America
749,Snow Lake,1,North America
750,Shamattawa,1,North America
751,Thompson,1,North America
752,Grand Rapids,1,North America
753,La Brochet,1,North America
754,Whale Cove,1,North America
755,Baker Lake,1,North America
756,Toronto,1,North America
757,Sudbury,1,North America
758,Thunder Bay,1,North America
759,Moosonee,1,North America
760,Timmins,1,North America
761,New York,1,North America
762,Boston,1,North America
763,Fort Severn,1,North America
764,Winisk,1,North America
765,Wabitigweyaang,1,North America
766,Ignance,1,North America
767,Kenora,1,North America
768,Nipigon,1,North America
769,Sault Ste. Marie,1,North America
770,North Bay,1,North America
771,Kawartha Lakes,1,North America
772,Ottawa,1,North America
773,Huntsville,1,North America
774,Hamilton (ON),1,North America
775,Montréal,1,North America
776,Engelhart,1,North America
777,Gogama,1,North America
778,Cochrane,1,North America
779,Wawa,1,North America
780,Hearst,1,North America
781,Geraldton (ON),1,North America
782,Fort Hope,1,North America
783,Sioux Lookout,1,North America
784,Québec,1,North America
785,Saguenay,1,North America
786,Sherbrooke,1,North America
787,Victoriaville,1,North America
788,Shawinigan,1,North America
789,Rouyn-Noranda,1,North America
790,Saint-Jérôme,1,North America
791,La Tuque,1,North America
792,Rimouski,1,North America
793,Val-d'Or,1,North America
794,Kipawa,1,North America
795,La Sarre,1,North America
796,Kitcisakik,1,North America
797,Salluit,1,North America
798,Sakami,1,North America
799,Happy Valley-Goose Bay,1,North America
800,Sept-Îles,1,North America
801,Kuujjuaq,1,North America
802,Mistissini,1,North America
803,Eastmain,1,North America
804,Caniapiscau,1,North America
805,Aklavik,1,North America
806,Old Crow,1,North America
807,Fort Reliance,1,North America
808,Snowdrift,1,North America
809,Bathurst Inlet,1,North America
810,Coppermine,1,North America
811,Philadelphia,1,North America
812,Washington,1,North America
813,Pittsburgh,1,North America
814,Rochester (NY),1,North America
815,Baltimore,1,North America
816,Johnstown,1,North America
817,Princeton,1,North America
818,Harrisburg,1,North America
819,Scranton,1,North America
820,Syracuse,1,North America
821,Binghamton,1,North America
822,Providence,1,North America
823,Worcester,1,North America
824,Hartford,1,North America
825,New Haven,1,North America
826,Atlantic City,1,North America
827,Erie,1,North America
828,Lewisburg,1,North America
829,State College,1,North America
830,Bangor,1,North America
831,Portland (ME),1,North America
832,Manchester (NH),1,North America
833,Albany (NY),1,North America
834,Kingston (NY),1,North America
835,Burlington,1,North America
836,Watertown,1,North America
837,Miami,1,North America
838,Atlanta,1,North America
839,Jacksonville,1,North America
840,New Orleans,1,North America
841,Lafayette (LA),1,North America
842,Shreveport,1,North America
843,Jackson,1,North America
844,Oxford,1,North America
845,Hattiesburg,1,North America
846,Huntsville (AL),1,North America
847,Birmingham (AL),1,North America
848,Montgomery,1,North America
849,Meridian,1,North America
850,Athens (GA),1,North America
851,Marietta,1,North America
852,Macon,1,North America
853,Savannah,1,North America
854,Columbus (GA),1,North America
855,Dothan,1,North America
856,Tallahassee,1,North America
857,Fredericton,1,North America
858,Moncton,1,North America
859,Yarmouth,1,North America
860,New Glasgow,1,North America
861,Valdosta,1,North America
862,Albany (GA),1,North America
863,Gainesville,1,North America
864,Orlando,1,North America
865,Tampa,1,North America
866,Fort Myers,1,North America
867,Mobile,1,North America
868,Panama City,1,North America
869,Tijuana,2,Central America
870,Ensenada,2,Central America
871,La Suerte,2,Central America
872,San Ignacio,2,Central America
873,Punta Prieta,2,Central America
874,La Paz (MX),2,Central America
875,Loreto,2,Central America
876,Chihuahua,2,Central America
877,Hermosillo,2,Central America
878,Monterey,2,Central America
879,Mazatlan,2,Central America
880,Mérida,2,Central America
881,Veracruz,2,Central America
882,Mexico City,2,Central America
883,Acapulco,2,Central America
884,Tepic,2,Central America
885,San Luis Potosi,2,Central America
886,Tampico,2,Central America
887,Puerto Vallarta,2,Central America
888,Guadalajara,2,Central America
889,Irapuato,2,Central America
890,Poza Rica,2,Central America
891,Xalapa Enríquez,2,Central America
892,Escárcega,2,Central America
893,Chilpancingo,2,Central America
894,San Juan del Río,2,Central America
895,Morelia,2,Central America
896,Colima,2,Central America
897,Petatlán,2,Central America
898,San Marcos,2,Central America
899,Córdoba (MX),2,Central America
900,Oaxaca,2,Central America
901,Villahermosa,2,Central America
902,Coatzacoalcos,2,Central America
903,Tuxtepec,2,Central America
904,Tuxtla Gutiérrez,2,Central America
905,Palenque,2,Central America
906,Campeche,2,Central America
907,Cancún,2,Central America
908,Valladolid (MX),2,Central America
909,Chetumal,2,Central America
910,Elfin Cove,1,North America
911,Benito Juárez,2,Central America
912,Caborca,2,Central America
913,Navojoa,2,Central America
914,Los Mochis,2,Central America
915,Culiacán Rosales,2,Central America
916,Delicias,2,Central America
917,Ures,2,Central America
918,Ciudad Cuauhtémoc,2,Central America
919,Creel,2,Central America
920,Piedras Negras,2,Central America
921,Monclova,2,Central America
922,Reynosa,2,Central America
923,Ciudad Victoria,2,Central America
924,Saltillo,2,Central America
925,Matehuala,2,Central America
926,Fresnillo,2,Central America
927,Torreón,2,Central America
928,Durango,2,Central America
929,Hidalgo del Parral,2,Central America
930,El Hundido,2,Central America
931,Rodeo,2,Central America
932,Belize City,2,Central America
933,Belmopan,2,Central America
934,Guatemala,2,Central America
935,San Pedro Sula,2,Central America
936,San Miguel,2,Central America
937,San Jose,2,Central America
938,Managua,2,Central America
939,Tegucigalpa,2,Central America
940,La Palma,2,Central America
941,David,2,Central America
942,Havanna,2,Central America
943,Pinar del Río,2,Central America
944,Cienfuegos,2,Central America
945,Camagüey,2,Central America
946,Santa Clara,2,Central America
947,Santiago d. C.,2,Central America
948,Rio Branco,3,South America
949,Guantánamo,2,Central America
950,Bayamo,2,Central America
951,Santo Domingo,2,Central America
952,Higüey,2,Central America
953,Azua,2,Central America
954,Port-au-Prince,2,Central America
955,San Juan,2,Central America
956,Kingston,2,Central America
957,Montego Bay,2,Central America
958,Bogota,3,South America
959,Barranquilla,3,South America
960,Medellín,3,South America
961,Pasto,3,South America
962,La Pedrera,3,South America
963,Pacoa,3,South America
964,Mitú,3,South America
965,Puerto Iñírida,3,South America
966,La Primavera,3,South America
967,Valledupar,3,South America
968,Manizales,3,South America
969,Cali,3,South America
970,Tumaco,3,South America
971,Florencia,3,South America
972,Puerto Leguizamo,3,South America
973,Neiva,3,South America
974,Tunja,3,South America
975,San José del Guaviare,3,South America
976,Montería,3,South America
977,Bucaramanga,3,South America
978,Turbo,3,South America
979,Puerto Berrio,3,South America
980,Yopal,3,South America
981,Espinar,3,South America
982,Cumaribo,3,South America
983,Boavita,3,South America
984,Quito,3,South America
985,Nueva Loja,3,South America
986,Guayaquil,3,South America
987,Manta,3,South America
988,Ambato,3,South America
989,Esmeraldas,3,South America
990,Cuenca (EC),3,South America
991,Lononaco,3,South America
992,Puerto Pardo,3,South America
993,Boca,3,South America
994,Merritt,1,North America
995,Carcross,1,North America
996,Tarapoto,3,South America
997,Lima,3,South America
998,Piura,3,South America
999,Chiclayo,3,South America
1000,Trujillo,3,South America
1001,Chincha Alta,3,South America
1002,Tacna,3,South America
1003,Arequipa,3,South America
1004,Puno,3,South America
1005,P. Maldonado,3,South America
1006,Cusco,3,South America
1007,Ayacucho,3,South America
1008,Huancayo,3,South America
1009,Alerta,3,South America
1010,Tocache,3,South America
1011,Jaén (PE),3,South America
1012,Lagunas,3,South America
1013,Nauta,3,South America
1014,Pucallpa,3,South America
1015,Pebas,3,South America
1016,Nasca,3,South America
1017,Maracaibo,3,South America
1018,Valera,3,South America
1019,San Cristóbal,3,South America
1020,Barquisimeto,3,South America
1021,Valencia (VE),3,South America
1022,Caracas,3,South America
1023,Cumaná,3,South America
1024,Maturín,3,South America
1025,Ciudad Bolívar,3,South America
1026,Calabozo,3,South America
1027,Canaima,3,South America
1028,Urimán,3,South America
1029,Firiña,3,South America
1030,Zaraza,3,South America
1031,Guarataro,3,South America
1032,San Juan de Manapiare,3,South America
1033,Tamatama,3,South America
1034,La Esmeralda,3,South America
1035,Bruno,3,South America
1036,Machiques,3,South America
