province_id,name,resource_1_food,resource_3_manpower,resource_4_metal,resource_5_oil,resource_20_money
110,Ternopil,0,150.0,0,1500.0,900.0
111,Uman,0,450.0,0,0,600.0
112,Korosten,0,150.0,0,1500.0,900.0
113,Hamburg,6000.0,600.0,0,0,6000.0
114,Kiel,0,450.0,0,0,600.0
115,Dresden,0,450.0,0,0,600.0
116,Berlin,0,600.0,6000.0,0,6000.0
117,Cologne,0,600.0,0,6000.0,6000.0
118,Munich,0,600.0,0,6000.0,6000.0
119,Osnabrück,1500.0,150.0,0,0,900.0
120,Bremen,0,450.0,0,0,600.0
121,Hannover,0,450.0,0,0,600.0
122,Rostock,0,450.0,0,0,600.0
123,Stettin,0,450.0,0,0,600.0
124,Kolberg,1500.0,150.0,0,0,900.0
125,Königsberg,1500.0,150.0,0,0,900.0
126,Küstrin,1500.0,150.0,0,0,900.0
127,Magdeburg,0,450.0,0,0,600.0
128,Oppeln,0,450.0,0,0,600.0
129,Breslau,0,450.0,0,0,600.0
130,Leipzig,0,450.0,0,0,600.0
131,Düsseldorf,0,150.0,1500.0,0,900.0
132,Frankfurt,0,450.0,0,0,600.0
133,Stuttgart,0,600.0,6000.0,0,6000.0
134,Saarbrücken,0,450.0,0,0,600.0
135,Freiburg,0,450.0,0,0,600.0
136,Augsburg,0,450.0,0,0,600.0
137,Nuremberg,0,450.0,0,0,600.0
138,Würzburg,0,450.0,0,0,600.0
139,Kassel,0,450.0,0,0,600.0
140,Erfurt,0,150.0,0,1500.0,900.0
141,Mogilev,0,450.0,0,0,600.0
142,Gomel,0,450.0,0,0,600.0
143,Esbjerg,0,450.0,0,0,600.0
144,Rock Springs,0,600.0,6000.0,0,6000.0
145,Frederikshavn,0,450.0,0,0,600.0
146,Žlobin,0,450.0,0,0,600.0
147,Babruysk,0,150.0,0,1500.0,900.0
148,Przemyśl,0,450.0,0,0,600.0
149,Zürich,0,600.0,0,6000.0,6000.0
150,Viborg,0,150.0,1500.0,0,900.0
151,Aarhus,0,450.0,0,0,600.0
152,Chur,0,450.0,0,0,600.0
153,Lugano,0,450.0,0,0,600.0
154,Odense,1500.0,150.0,0,0,900.0
155,Copenhagen,0,600.0,0,6000.0,6000.0
156,Lausanne,0,450.0,0,0,600.0
157,Næstved,0,450.0,0,0,600.0
158,Vienna,6000.0,600.0,0,0,6000.0
159,Polotsk,1500.0,150.0,0,0,900.0
160,Minsk,0,600.0,0,6000.0,6000.0
161,Vitsebsk,0,150.0,1500.0,0,900.0
162,Barysaw,0,150.0,1500.0,0,900.0
163,Slutsk,0,450.0,0,0,600.0
164,Lahti,0,450.0,0,0,600.0
165,Sankt Pölten,0,450.0,0,0,600.0
166,Graz,0,450.0,0,0,600.0
167,Salzburg,0,150.0,0,1500.0,900.0
168,Innsbruck,0,150.0,1500.0,0,900.0
169,Prague,0,600.0,0,6000.0,6000.0
170,Liberec,0,450.0,0,0,600.0
171,Pilsen,0,150.0,1500.0,0,900.0
172,Ostrava,0,450.0,0,0,600.0
173,Brno,0,450.0,0,0,600.0
174,Žilina,1500.0,150.0,0,0,900.0
175,Košice,0,150.0,1500.0,0,900.0
176,Mukačevo,1500.0,150.0,0,0,900.0
177,Bratislava,0,150.0,0,1500.0,900.0
178,Banská Bystrica,0,450.0,0,0,600.0
179,Amsterdam,0,600.0,0,6000.0,6000.0
180,Rotterdam,0,450.0,0,0,600.0
181,Den Helder,0,450.0,0,0,600.0
182,Groningen,0,450.0,0,0,600.0
183,Eindhoven,0,450.0,0,0,600.0
184,Brussels,0,600.0,6000.0,0,6000.0
185,Brugge,0,450.0,0,0,600.0
186,Antwerpen,0,150.0,1500.0,0,900.0
187,Namur,0,150.0,0,1500.0,900.0
188,Bastogne,1500.0,150.0,0,0,900.0
189,Luxemburg,6000.0,600.0,0,0,6000.0
190,Cork,0,450.0,0,0,600.0
191,Dublin,0,600.0,0,6000.0,6000.0
192,Waterford,0,450.0,0,0,600.0
193,Galway,0,450.0,0,0,600.0
194,Belfast,0,450.0,0,0,600.0
195,Lisbon,0,600.0,0,6000.0,6000.0
196,Oporto,0,150.0,1500.0,0,900.0
197,Coimbra,0,450.0,0,0,600.0
198,Viseu,0,450.0,0,0,600.0
199,Beja,1500.0,150.0,0,0,900.0
200,Faro,0,450.0,0,0,600.0
201,Reykjavík,6000.0,600.0,0,0,6000.0
202,Akureyri,0,450.0,0,0,600.0
203,Höfn,0,450.0,0,0,600.0
204,Tirana,6000.0,600.0,0,0,6000.0
205,Vlore,0,150.0,1500.0,0,900.0
206,Tucson,0,150.0,0,1500.0,900.0
207,Phoenix,6000.0,600.0,0,0,6000.0
208,Flagstaff,0,450.0,0,0,600.0
209,Chinle,0,150.0,0,1500.0,900.0
210,Kingman,0,450.0,0,0,600.0
211,Safford,0,150.0,1500.0,0,900.0
212,Prescott,0,150.0,1500.0,0,900.0
213,Yuma,1500.0,150.0,0,0,900.0
214,Billings,6000.0,600.0,0,0,6000.0
215,Great Falls,0,450.0,0,0,600.0
216,Broadus,0,450.0,0,0,600.0
217,Miles City,0,450.0,0,0,600.0
218,Plentywood,0,450.0,0,0,600.0
219,Havre,0,450.0,0,0,600.0
220,Missoula,0,150.0,0,1500.0,900.0
221,Bozeman,1500.0,150.0,0,0,900.0
222,Helena,0,450.0,0,0,600.0
223,Taunton,0,150.0,1500.0,0,900.0
224,Bristol,0,600.0,0,6000.0,6000.0
225,Plymouth,0,600.0,0,6000.0,6000.0
226,Portsmouth,1500.0,150.0,0,0,900.0
227,Ashford,0,450.0,0,0,600.0
228,Ipswich,0,450.0,0,0,600.0
229,Cambridge,0,150.0,0,1500.0,900.0
230,Birmingham,1500.0,150.0,0,0,900.0
231,Cardiff,0,450.0,0,0,600.0
232,Liverpool,1500.0,150.0,0,0,900.0
233,Shrewsbury,0,450.0,0,0,600.0
234,Sheffield,0,450.0,0,0,600.0
235,Leeds,0,450.0,0,0,600.0
236,Carlisle,0,450.0,0,0,600.0
237,York,0,450.0,0,0,600.0
238,Glasgow,0,450.0,0,0,600.0
239,Aberdeen,1500.0,150.0,0,0,900.0
240,St. John's,0,150.0,1500.0,0,900.0
241,Inverness,0,450.0,0,0,600.0
242,Thurso,0,450.0,0,0,600.0
243,Venice,0,600.0,0,6000.0,6000.0
244,Turin,0,450.0,0,0,600.0
245,Rome,0,600.0,6000.0,0,6000.0
246,Naples,6000.0,600.0,0,0,6000.0
247,Verona,0,450.0,0,0,600.0
248,Genoa,6000.0,600.0,0,0,6000.0
249,Bologna,1500.0,150.0,0,0,900.0
250,Milan,0,450.0,0,0,600.0
251,Cuneo,0,150.0,0,1500.0,900.0
252,Parma,0,150.0,1500.0,0,900.0
253,Florence,0,150.0,0,1500.0,900.0
254,San Marino,0,600.0,6000.0,0,6000.0
255,Cagliari,0,450.0,0,0,600.0
256,Palermo,0,450.0,0,0,600.0
257,Civitavecchia,0,450.0,0,0,600.0
258,Perugia,0,450.0,0,0,600.0
259,Pescara,0,450.0,0,0,600.0
260,Latina,0,450.0,0,0,600.0
261,Cassino,0,150.0,0,1500.0,900.0
262,Bari,0,150.0,0,1500.0,900.0
263,Foggia,0,450.0,0,0,600.0
264,Salerno,0,450.0,0,0,600.0
265,Potenza,0,450.0,0,0,600.0
266,Catanzaro,0,450.0,0,0,600.0
267,Paris,6000.0,600.0,0,0,6000.0
268,Bordeaux,0,600.0,6000.0,0,6000.0
269,Marseille,6000.0,600.0,0,0,6000.0
270,Lyon,0,600.0,0,6000.0,6000.0
271,Brest,1500.0,150.0,0,0,900.0
272,Le Havre,0,450.0,0,0,600.0
273,Ajaccio,0,450.0,0,0,600.0
274,Lille,0,450.0,0,0,600.0
275,Nantes,0,600.0,0,6000.0,6000.0
276,La Rochelle,0,150.0,1500.0,0,900.0
277,Toulouse,0,450.0,0,0,600.0
278,Bayonne,0,450.0,0,0,600.0
279,Tarbes,0,450.0,0,0,600.0
280,Orléans,0,450.0,0,0,600.0
281,Bourges,0,150.0,1500.0,0,900.0
282,Mâcon,0,450.0,0,0,600.0
283,Dijon,0,450.0,0,0,600.0
284,Strasbourg,0,450.0,0,0,600.0
285,Nancy,0,450.0,0,0,600.0
286,Reims,0,450.0,0,0,600.0
287,Auxerre,0,450.0,0,0,600.0
288,Le Mans,0,150.0,1500.0,0,900.0
289,Poitiers,0,150.0,1500.0,0,900.0
290,Limoges,0,150.0,0,1500.0,900.0
291,Saint Étienne,0,450.0,0,0,600.0
292,Avignon,0,450.0,0,0,600.0
293,Grenoble,0,450.0,0,0,600.0
294,Madrid,0,600.0,0,6000.0,6000.0
295,Murcia,0,450.0,0,0,600.0
296,Sevilla,6000.0,600.0,0,0,6000.0
297,Bilbao,0,600.0,6000.0,0,6000.0
298,Barcelona,0,600.0,6000.0,0,6000.0
299,Lugo,0,450.0,0,0,600.0
300,Vigo,0,450.0,0,0,600.0
301,León,0,450.0,0,0,600.0
302,Pamplona,0,450.0,0,0,600.0
303,Zaragoza,1500.0,150.0,0,0,900.0
304,Lleida,0,450.0,0,0,600.0
305,Valencia,6000.0,600.0,0,0,6000.0
306,Cuenca,0,150.0,0,1500.0,900.0
307,Malaga,0,450.0,0,0,600.0
308,Cádiz,0,150.0,1500.0,0,900.0
309,Cáceres,0,450.0,0,0,600.0
310,Budapest,6000.0,600.0,0,0,6000.0
311,Córdoba,0,150.0,0,1500.0,900.0
312,Huelva,0,450.0,0,0,600.0
313,Granada,0,450.0,0,0,600.0
314,Toledo,0,450.0,0,0,600.0
315,Jaén,0,450.0,0,0,600.0
316,Salamanca,0,150.0,0,1500.0,900.0
317,Ávila,0,450.0,0,0,600.0
318,Valladolid,0,450.0,0,0,600.0
319,Zamora,0,150.0,0,1500.0,900.0
320,Guymon,0,450.0,0,0,600.0
321,Woodward,0,450.0,0,0,600.0
322,Oklahoma City,6000.0,600.0,0,0,6000.0
323,Lawton,1500.0,150.0,0,0,900.0
324,Tulsa,0,150.0,1500.0,0,900.0
325,McAlester,0,150.0,0,1500.0,900.0
326,Norman,0,150.0,1500.0,0,900.0
327,Durant,0,450.0,0,0,600.0
328,Enid,0,450.0,0,0,600.0
329,Ponca City,0,150.0,0,1500.0,900.0
330,Miskolc,0,450.0,0,0,600.0
331,Vác,0,450.0,0,0,600.0
332,Györ,0,150.0,0,1500.0,900.0
333,Pécs,0,450.0,0,0,600.0
334,Keszthely,0,450.0,0,0,600.0
335,Debrecen,0,450.0,0,0,600.0
336,Gyula,0,450.0,0,0,600.0
337,Timisoara,0,600.0,0,6000.0,6000.0
338,Bucharest,0,600.0,6000.0,0,6000.0
339,Iași,6000.0,600.0,0,0,6000.0
340,Constanța,0,150.0,0,1500.0,900.0
341,Tulcea,0,600.0,6000.0,0,6000.0
342,Chișinău,0,450.0,0,0,600.0
343,Botoșani,0,450.0,0,0,600.0
344,Deva,0,150.0,0,1500.0,900.0
345,Pitești,1500.0,150.0,0,0,900.0
346,Reșița,0,450.0,0,0,600.0
347,Craiova,0,150.0,1500.0,0,900.0
348,Satu Mare,0,450.0,0,0,600.0
349,Zalău,0,450.0,0,0,600.0
350,Ploiești,0,450.0,0,0,600.0
351,Bacău,0,450.0,0,0,600.0
352,Suceava,0,150.0,0,1500.0,900.0
353,Târgu-Mureș,0,450.0,0,0,600.0
354,Zagreb,6000.0,600.0,0,0,6000.0
355,Dubrovnik,0,600.0,0,6000.0,6000.0
356,Seattle,0,600.0,6000.0,0,6000.0
357,Sarajevo,6000.0,600.0,0,0,6000.0
358,Belgrad,0,600.0,0,6000.0,6000.0
359,Mostar,0,150.0,0,1500.0,900.0
360,Tuzla,0,450.0,0,0,600.0
361,Zenica,0,450.0,0,0,600.0
362,Banja Luka,0,450.0,0,0,600.0
363,Šibenik,0,450.0,0,0,600.0
364,Novi Sad,0,450.0,0,0,600.0
365,Vršac,1500.0,150.0,0,0,900.0
366,Šabac,0,450.0,0,0,600.0
367,Slavonski Brod,0,450.0,0,0,600.0
368,Maribor,0,450.0,0,0,600.0
369,Ljubljana,0,150.0,1500.0,0,900.0
370,Rijeka,0,450.0,0,0,600.0
371,Zadar,0,600.0,6000.0,0,6000.0
372,Negotin,0,150.0,1500.0,0,900.0
373,Kragujevac,0,150.0,1500.0,0,900.0
374,Niš,0,450.0,0,0,600.0
375,Skopje,0,450.0,0,0,600.0
376,Pristina,0,450.0,0,0,600.0
377,Podgorica,0,150.0,1500.0,0,900.0
378,Užice,0,450.0,0,0,600.0
379,Sofia,0,600.0,0,6000.0,6000.0
380,Vratsa,1500.0,150.0,0,0,900.0
381,Gorna Dzhumaya,0,150.0,1500.0,0,900.0
382,Plovdiv,0,450.0,0,0,600.0
383,Pleven,0,150.0,1500.0,0,900.0
384,Tarnovo,0,450.0,0,0,600.0
385,Varna,0,150.0,0,1500.0,900.0
386,Burgas,1500.0,150.0,0,0,900.0
387,Thessaloniki,6000.0,600.0,0,0,6000.0
388,Athens,0,600.0,6000.0,0,6000.0
389,Trikala,0,600.0,6000.0,0,6000.0
390,Sparti,0,600.0,0,6000.0,6000.0
391,Ioannina,0,450.0,0,0,600.0
392,Xanthi,0,450.0,0,0,600.0
393,Kalamaria,0,450.0,0,0,600.0
394,Serres,0,450.0,0,0,600.0
395,Edessa,0,450.0,0,0,600.0
396,Kastoria,0,450.0,0,0,600.0
397,Grevena,0,450.0,0,0,600.0
398,Kalabaka,1500.0,150.0,0,0,900.0
399,Arta,0,450.0,0,0,600.0
400,Corfu,0,450.0,0,0,600.0
401,Larissa,0,150.0,0,1500.0,900.0
402,Volos,0,150.0,1500.0,0,900.0
403,Karditsa,0,450.0,0,0,600.0
404,Lamia,1500.0,150.0,0,0,900.0
405,Patras,0,450.0,0,0,600.0
406,Githio,1500.0,150.0,0,0,900.0
407,Agrinio,0,450.0,0,0,600.0
408,Thiva,1500.0,150.0,0,0,900.0
409,Heraklion,0,600.0,0,6000.0,6000.0
410,Rhodes,0,450.0,0,0,600.0
411,Ankara,0,600.0,0,6000.0,6000.0
412,Istanbul,0,600.0,0,6000.0,6000.0
413,Adana,0,450.0,0,0,600.0
414,Izmir,6000.0,600.0,0,0,6000.0
415,Kars,0,450.0,0,0,600.0
416,Van,0,450.0,0,0,600.0
417,Siirt,0,450.0,0,0,600.0
418,Erzurum,0,150.0,0,1500.0,900.0
419,Ordu,0,450.0,0,0,600.0
420,Çorum,0,450.0,0,0,600.0
421,Bafra,0,450.0,0,0,600.0
422,Bolu,0,450.0,0,0,600.0
423,Eskişehir,0,600.0,6000.0,0,6000.0
424,Bursa,1500.0,150.0,0,0,900.0
425,Malatya,0,150.0,1500.0,0,900.0
426,Balıkesir,0,450.0,0,0,600.0
427,Aydın,0,150.0,1500.0,0,900.0
428,Antalya,0,450.0,0,0,600.0
429,Mardin,0,450.0,0,0,600.0
430,Konya,0,150.0,1500.0,0,900.0
431,Kütahya,0,450.0,0,0,600.0
432,Mersin,6000.0,600.0,0,0,6000.0
433,Karaman,0,450.0,0,0,600.0
434,Kırşehir,0,450.0,0,0,600.0
435,Aksaray,0,450.0,0,0,600.0
436,Gaziantep,0,450.0,0,0,600.0
437,Çorlu,0,150.0,1500.0,0,900.0
438,Portland,6000.0,600.0,0,0,6000.0
439,Spokane,6000.0,600.0,0,0,6000.0
440,Boise,0,600.0,6000.0,0,6000.0
441,Nampa,0,450.0,0,0,600.0
442,Idaho Falls,0,150.0,0,1500.0,900.0
443,Pocatello,0,450.0,0,0,600.0
444,Burley,0,450.0,0,0,600.0
445,Carey,0,450.0,0,0,600.0
446,Stanley,0,450.0,0,0,600.0
447,Baker City,1500.0,150.0,0,0,900.0
448,Bend,0,150.0,0,1500.0,900.0
449,Eugene,0,450.0,0,0,600.0
450,Medford,0,600.0,0,6000.0,6000.0
451,Salem (OR),0,450.0,0,0,600.0
452,Tacoma,0,450.0,0,0,600.0
453,Burns,0,450.0,0,0,600.0
454,Klamath Falls,0,150.0,1500.0,0,900.0
455,Yakima,0,150.0,0,1500.0,900.0
456,Everett,0,150.0,0,1500.0,900.0
457,Lewiston,0,450.0,0,0,600.0
458,Kennewick,0,450.0,0,0,600.0
459,Coeur d'Alene,0,450.0,0,0,600.0
460,Omak,0,450.0,0,0,600.0
461,Vancouver,0,600.0,0,6000.0,6000.0
462,Bismarck,0,600.0,0,6000.0,6000.0
463,Sioux Falls,6000.0,600.0,0,0,6000.0
464,Minneapolis,0,600.0,0,6000.0,6000.0
465,Fargo,6000.0,600.0,0,0,6000.0
466,Rochester (MN),0,150.0,1500.0,0,900.0
467,Mankato,0,150.0,1500.0,0,900.0
468,St. Cloud,0,450.0,0,0,600.0
469,Duluth,0,450.0,0,0,600.0
470,Bemidji,0,450.0,0,0,600.0
471,Alexandria (MN),0,150.0,1500.0,0,900.0
472,Grand Forks,0,450.0,0,0,600.0
473,Rugby,0,150.0,1500.0,0,900.0
474,Williston,0,450.0,0,0,600.0
475,Dickinson,1500.0,150.0,0,0,900.0
476,Jamestown (ND),0,450.0,0,0,600.0
477,Ipswich (SD),0,600.0,6000.0,0,6000.0
478,Mobridge,0,450.0,0,0,600.0
479,Mitchell,0,150.0,0,1500.0,900.0
480,Murdo,0,450.0,0,0,600.0
481,Redig,0,450.0,0,0,600.0
482,Rapid City,0,450.0,0,0,600.0
483,Las Vegas,0,600.0,0,6000.0,6000.0
484,Los Angeles,0,600.0,0,6000.0,6000.0
485,San Francisco,6000.0,600.0,0,0,6000.0
486,Sacramento,0,150.0,1500.0,0,900.0
487,San Diego,6000.0,600.0,0,0,6000.0
488,Anaheim,0,150.0,1500.0,0,900.0
489,Bakersfield,0,450.0,0,0,600.0
490,El Centro,0,150.0,1500.0,0,900.0
491,Palm Springs,0,150.0,0,1500.0,900.0
492,Henderson,0,450.0,0,0,600.0
493,Crystal Springs,0,450.0,0,0,600.0
494,Ely,0,450.0,0,0,600.0
495,Elko,0,450.0,0,0,600.0
496,Battle Mountain,0,450.0,0,0,600.0
497,Reno,0,600.0,6000.0,0,6000.0
498,Eureka,0,450.0,0,0,600.0
499,Salinas,0,450.0,0,0,600.0
500,Redding,0,450.0,0,0,600.0
501,Santa Rosa (CA),0,450.0,0,0,600.0
502,Chico,1500.0,150.0,0,0,900.0
503,Merced,0,450.0,0,0,600.0
504,Fresno,0,450.0,0,0,600.0
505,Tonopah,0,450.0,0,0,600.0
506,Austin (NV),0,450.0,0,0,600.0
507,Olancha,0,450.0,0,0,600.0
508,Bishop,0,150.0,1500.0,0,900.0
509,Salt Lake City,0,600.0,6000.0,0,6000.0
510,Denver,6000.0,600.0,0,0,6000.0
511,Cheyenne,0,600.0,0,6000.0,6000.0
512,Ogden,0,450.0,0,0,600.0
513,Provo,0,450.0,0,0,600.0
514,Cedar City,0,450.0,0,0,600.0
515,Richfield,0,450.0,0,0,600.0
516,Delta,0,150.0,0,1500.0,900.0
517,Vernal,0,450.0,0,0,600.0
518,Fort Collins,0,150.0,1500.0,0,900.0
519,Casper,0,450.0,0,0,600.0
520,Gilette,1500.0,150.0,0,0,900.0
521,Sheridan,0,450.0,0,0,600.0
522,Jackson (WY),0,450.0,0,0,600.0
523,Afton,0,450.0,0,0,600.0
524,Riverton,0,450.0,0,0,600.0
525,Glenwood Springs,1500.0,150.0,0,0,900.0
526,Sterling,0,450.0,0,0,600.0
527,Colorado Springs,0,450.0,0,0,600.0
528,Pueblo,0,450.0,0,0,600.0
529,Durango (CO),1500.0,150.0,0,0,900.0
530,Blanding,0,450.0,0,0,600.0
531,Grand Junction,0,600.0,0,6000.0,6000.0
532,Kingsport,0,450.0,0,0,600.0
533,Pritchett,1500.0,150.0,0,0,900.0
534,Aspen,0,450.0,0,0,600.0
535,Scottsbluff,0,450.0,0,0,600.0
536,Chadron,0,450.0,0,0,600.0
537,Valentine,0,450.0,0,0,600.0
538,Omaha,6000.0,600.0,0,0,6000.0
539,Lincoln,0,150.0,0,1500.0,900.0
540,Wichita,0,600.0,6000.0,0,6000.0
541,Davenport,0,600.0,0,6000.0,6000.0
542,Des Moines,1500.0,150.0,0,0,900.0
543,Cedar Rapids,0,150.0,0,1500.0,900.0
544,Mason City,0,150.0,0,1500.0,900.0
545,Fort Dodge,0,450.0,0,0,600.0
546,Red Oak,0,450.0,0,0,600.0
547,Ottumwa,0,450.0,0,0,600.0
548,Fremont,0,150.0,1500.0,0,900.0
549,Avoca,0,150.0,0,1500.0,900.0
550,Kearney,0,450.0,0,0,600.0
551,North Platte,0,600.0,6000.0,0,6000.0
552,Colby,0,450.0,0,0,600.0
553,Garden City,0,450.0,0,0,600.0
554,Hugoton,0,450.0,0,0,600.0
555,Hutchinson,0,450.0,0,0,600.0
556,Emporia,0,450.0,0,0,600.0
557,Wellington (KS),0,450.0,0,0,600.0
558,Parsons,0,450.0,0,0,600.0
559,Salina,6000.0,600.0,0,0,6000.0
560,Topeka,0,450.0,0,0,600.0
561,Milwaukee,0,600.0,0,6000.0,6000.0
562,Chicago,0,600.0,6000.0,0,6000.0
563,Indianapolis,0,600.0,0,6000.0,6000.0
564,Cleveland,6000.0,600.0,0,0,6000.0
565,Detroit,0,150.0,1500.0,0,900.0
566,Traverse City,0,450.0,0,0,600.0
567,Grand Rapids (MI),0,450.0,0,0,600.0
568,Toledo (IL),0,150.0,0,1500.0,900.0
569,South Bend,0,450.0,0,0,600.0
570,Fort Wayne,1500.0,150.0,0,0,900.0
571,Cincinnati,0,450.0,0,0,600.0
572,Columbus (OH),0,600.0,6000.0,0,6000.0
573,Nashville,0,600.0,0,6000.0,6000.0
574,Youngstown,0,450.0,0,0,600.0
575,Zanesville,0,450.0,0,0,600.0
576,Lancaster,0,450.0,0,0,600.0
577,Bloomington,0,450.0,0,0,600.0
578,Madison,0,450.0,0,0,600.0
579,Green Bay,0,450.0,0,0,600.0
580,Eau Claire,0,450.0,0,0,600.0
581,Wausau,0,450.0,0,0,600.0
582,Marquette,0,450.0,0,0,600.0
583,St Louis,6000.0,600.0,0,0,6000.0
584,Lafayette (IN),1500.0,150.0,0,0,900.0
585,Evansville,1500.0,150.0,0,0,900.0
586,Kansas City,0,600.0,0,6000.0,6000.0
587,Champaign,0,450.0,0,0,600.0
588,Peoria,1500.0,150.0,0,0,900.0
589,Springfield (IL),0,450.0,0,0,600.0
590,Rockford,0,450.0,0,0,600.0
591,Memphis,6000.0,600.0,0,0,6000.0
592,Jackson (TN),0,450.0,0,0,600.0
593,Knoxville,0,450.0,0,0,600.0
594,Chattanooga,0,150.0,1500.0,0,900.0
595,Bowling Green,0,450.0,0,0,600.0
596,Louisville,0,450.0,0,0,600.0
597,El Paso,0,450.0,0,0,600.0
598,Prestonsburg,0,450.0,0,0,600.0
